city_town,ward,precinct,receiver,votes,office,district
Abington,-,1,John F. Keenan,660,State Senate,Norfolk and Plymouth
Abington,-,1,Gary M. Innes,512,State Senate,Norfolk and Plymouth
Abington,-,1,All Others,0,State Senate,Norfolk and Plymouth
Abington,-,1,Blanks,37,State Senate,Norfolk and Plymouth
Abington,-,1,Total Votes Cast,1209,State Senate,Norfolk and Plymouth
Abington,-,2,John F. Keenan,643,State Senate,Norfolk and Plymouth
Abington,-,2,Gary M. Innes,554,State Senate,Norfolk and Plymouth
Abington,-,2,All Others,1,State Senate,Norfolk and Plymouth
Abington,-,2,Blanks,35,State Senate,Norfolk and Plymouth
Abington,-,2,Total Votes Cast,1233,State Senate,Norfolk and Plymouth
Abington,-,3,John F. Keenan,717,State Senate,Norfolk and Plymouth
Abington,-,3,Gary M. Innes,611,State Senate,Norfolk and Plymouth
Abington,-,3,All Others,1,State Senate,Norfolk and Plymouth
Abington,-,3,Blanks,43,State Senate,Norfolk and Plymouth
Abington,-,3,Total Votes Cast,1372,State Senate,Norfolk and Plymouth
Abington,-,4,John F. Keenan,739,State Senate,Norfolk and Plymouth
Abington,-,4,Gary M. Innes,629,State Senate,Norfolk and Plymouth
Abington,-,4,All Others,0,State Senate,Norfolk and Plymouth
Abington,-,4,Blanks,36,State Senate,Norfolk and Plymouth
Abington,-,4,Total Votes Cast,1404,State Senate,Norfolk and Plymouth
Abington,-,5,John F. Keenan,759,State Senate,Norfolk and Plymouth
Abington,-,5,Gary M. Innes,612,State Senate,Norfolk and Plymouth
Abington,-,5,All Others,0,State Senate,Norfolk and Plymouth
Abington,-,5,Blanks,47,State Senate,Norfolk and Plymouth
Abington,-,5,Total Votes Cast,1418,State Senate,Norfolk and Plymouth
Acton,-,1,James B. Eldridge,810,State Senate,Middlesex and Worcester
Acton,-,1,Anthony Christakis,234,State Senate,Middlesex and Worcester
Acton,-,1,All Others,1,State Senate,Middlesex and Worcester
Acton,-,1,Blanks,27,State Senate,Middlesex and Worcester
Acton,-,1,Total Votes Cast,1072,State Senate,Middlesex and Worcester
Acton,-,2,James B. Eldridge,1189,State Senate,Middlesex and Worcester
Acton,-,2,Anthony Christakis,346,State Senate,Middlesex and Worcester
Acton,-,2,All Others,1,State Senate,Middlesex and Worcester
Acton,-,2,Blanks,36,State Senate,Middlesex and Worcester
Acton,-,2,Total Votes Cast,1572,State Senate,Middlesex and Worcester
Acton,-,3,James B. Eldridge,1386,State Senate,Middlesex and Worcester
Acton,-,3,Anthony Christakis,350,State Senate,Middlesex and Worcester
Acton,-,3,All Others,2,State Senate,Middlesex and Worcester
Acton,-,3,Blanks,45,State Senate,Middlesex and Worcester
Acton,-,3,Total Votes Cast,1783,State Senate,Middlesex and Worcester
Acton,-,4,James B. Eldridge,1247,State Senate,Middlesex and Worcester
Acton,-,4,Anthony Christakis,284,State Senate,Middlesex and Worcester
Acton,-,4,All Others,1,State Senate,Middlesex and Worcester
Acton,-,4,Blanks,49,State Senate,Middlesex and Worcester
Acton,-,4,Total Votes Cast,1581,State Senate,Middlesex and Worcester
Acton,-,5,James B. Eldridge,1228,State Senate,Middlesex and Worcester
Acton,-,5,Anthony Christakis,288,State Senate,Middlesex and Worcester
Acton,-,5,All Others,1,State Senate,Middlesex and Worcester
Acton,-,5,Blanks,54,State Senate,Middlesex and Worcester
Acton,-,5,Total Votes Cast,1571,State Senate,Middlesex and Worcester
Acton,-,6,James B. Eldridge,848,State Senate,Middlesex and Worcester
Acton,-,6,Anthony Christakis,204,State Senate,Middlesex and Worcester
Acton,-,6,All Others,2,State Senate,Middlesex and Worcester
Acton,-,6,Blanks,36,State Senate,Middlesex and Worcester
Acton,-,6,Total Votes Cast,1090,State Senate,Middlesex and Worcester
Acton,-,6A,James B. Eldridge,383,State Senate,Middlesex and Worcester
Acton,-,6A,Anthony Christakis,76,State Senate,Middlesex and Worcester
Acton,-,6A,All Others,0,State Senate,Middlesex and Worcester
Acton,-,6A,Blanks,8,State Senate,Middlesex and Worcester
Acton,-,6A,Total Votes Cast,467,State Senate,Middlesex and Worcester
Acton,-,7,James B. Eldridge,925,State Senate,Middlesex and Worcester
Acton,-,7,Anthony Christakis,259,State Senate,Middlesex and Worcester
Acton,-,7,All Others,0,State Senate,Middlesex and Worcester
Acton,-,7,Blanks,40,State Senate,Middlesex and Worcester
Acton,-,7,Total Votes Cast,1224,State Senate,Middlesex and Worcester
Acushnet,-,1,Mark C. Montigny,877,State Senate,Second Bristol and Plymouth
Acushnet,-,1,All Others,10,State Senate,Second Bristol and Plymouth
Acushnet,-,1,Blanks,361,State Senate,Second Bristol and Plymouth
Acushnet,-,1,Total Votes Cast,1248,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Mark C. Montigny,820,State Senate,Second Bristol and Plymouth
Acushnet,-,2,All Others,17,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Blanks,432,State Senate,Second Bristol and Plymouth
Acushnet,-,2,Total Votes Cast,1269,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Mark C. Montigny,98,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,All Others,0,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Blanks,39,State Senate,Second Bristol and Plymouth
Acushnet,-,2A,Total Votes Cast,137,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Mark C. Montigny,1013,State Senate,Second Bristol and Plymouth
Acushnet,-,3,All Others,13,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Blanks,478,State Senate,Second Bristol and Plymouth
Acushnet,-,3,Total Votes Cast,1504,State Senate,Second Bristol and Plymouth
Adams,-,1,Paul W. Mark,329,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,Brendan M. Phair,115,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,All Others,1,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,Blanks,29,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,1,Total Votes Cast,474,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Paul W. Mark,428,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Brendan M. Phair,164,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Blanks,42,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,2,Total Votes Cast,634,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Paul W. Mark,372,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Brendan M. Phair,154,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Blanks,61,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,3,Total Votes Cast,587,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Paul W. Mark,339,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Brendan M. Phair,144,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,All Others,1,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Blanks,34,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,4,Total Votes Cast,518,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Paul W. Mark,499,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Brendan M. Phair,151,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Blanks,45,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Adams,-,5,Total Votes Cast,695,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Agawam,-,1,John C. Velis,590,State Senate,Hampden and Hampshire
Agawam,-,1,Cecilia P. Calabrese,557,State Senate,Hampden and Hampshire
Agawam,-,1,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,1,Blanks,19,State Senate,Hampden and Hampshire
Agawam,-,1,Total Votes Cast,1166,State Senate,Hampden and Hampshire
Agawam,-,2,John C. Velis,862,State Senate,Hampden and Hampshire
Agawam,-,2,Cecilia P. Calabrese,734,State Senate,Hampden and Hampshire
Agawam,-,2,All Others,1,State Senate,Hampden and Hampshire
Agawam,-,2,Blanks,35,State Senate,Hampden and Hampshire
Agawam,-,2,Total Votes Cast,1632,State Senate,Hampden and Hampshire
Agawam,-,3,John C. Velis,644,State Senate,Hampden and Hampshire
Agawam,-,3,Cecilia P. Calabrese,604,State Senate,Hampden and Hampshire
Agawam,-,3,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,3,Blanks,24,State Senate,Hampden and Hampshire
Agawam,-,3,Total Votes Cast,1272,State Senate,Hampden and Hampshire
Agawam,-,4,John C. Velis,604,State Senate,Hampden and Hampshire
Agawam,-,4,Cecilia P. Calabrese,503,State Senate,Hampden and Hampshire
Agawam,-,4,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,4,Blanks,18,State Senate,Hampden and Hampshire
Agawam,-,4,Total Votes Cast,1125,State Senate,Hampden and Hampshire
Agawam,-,5,John C. Velis,859,State Senate,Hampden and Hampshire
Agawam,-,5,Cecilia P. Calabrese,732,State Senate,Hampden and Hampshire
Agawam,-,5,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,5,Blanks,33,State Senate,Hampden and Hampshire
Agawam,-,5,Total Votes Cast,1624,State Senate,Hampden and Hampshire
Agawam,-,6,John C. Velis,742,State Senate,Hampden and Hampshire
Agawam,-,6,Cecilia P. Calabrese,638,State Senate,Hampden and Hampshire
Agawam,-,6,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,6,Blanks,32,State Senate,Hampden and Hampshire
Agawam,-,6,Total Votes Cast,1412,State Senate,Hampden and Hampshire
Agawam,-,7,John C. Velis,760,State Senate,Hampden and Hampshire
Agawam,-,7,Cecilia P. Calabrese,849,State Senate,Hampden and Hampshire
Agawam,-,7,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,7,Blanks,18,State Senate,Hampden and Hampshire
Agawam,-,7,Total Votes Cast,1627,State Senate,Hampden and Hampshire
Agawam,-,8,John C. Velis,801,State Senate,Hampden and Hampshire
Agawam,-,8,Cecilia P. Calabrese,725,State Senate,Hampden and Hampshire
Agawam,-,8,All Others,0,State Senate,Hampden and Hampshire
Agawam,-,8,Blanks,17,State Senate,Hampden and Hampshire
Agawam,-,8,Total Votes Cast,1543,State Senate,Hampden and Hampshire
Alford,,,Paul W. Mark,214,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,,,Brendan M. Phair,23,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,,,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,,,Blanks,35,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Alford,,,Total Votes Cast,272,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Amesbury,-,1,Barry R. Finegold,979,State Senate,Second Essex and Middlesex
Amesbury,-,1,SalvatorE Paul Defranco,554,State Senate,Second Essex and Middlesex
Amesbury,-,1,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,1,Blanks,46,State Senate,Second Essex and Middlesex
Amesbury,-,1,Total Votes Cast,1579,State Senate,Second Essex and Middlesex
Amesbury,-,2,Barry R. Finegold,816,State Senate,Second Essex and Middlesex
Amesbury,-,2,SalvatorE Paul Defranco,383,State Senate,Second Essex and Middlesex
Amesbury,-,2,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,2,Blanks,28,State Senate,Second Essex and Middlesex
Amesbury,-,2,Total Votes Cast,1227,State Senate,Second Essex and Middlesex
Amesbury,-,3,Barry R. Finegold,945,State Senate,Second Essex and Middlesex
Amesbury,-,3,SalvatorE Paul Defranco,427,State Senate,Second Essex and Middlesex
Amesbury,-,3,All Others,1,State Senate,Second Essex and Middlesex
Amesbury,-,3,Blanks,39,State Senate,Second Essex and Middlesex
Amesbury,-,3,Total Votes Cast,1412,State Senate,Second Essex and Middlesex
Amesbury,-,4,Barry R. Finegold,609,State Senate,Second Essex and Middlesex
Amesbury,-,4,SalvatorE Paul Defranco,368,State Senate,Second Essex and Middlesex
Amesbury,-,4,All Others,1,State Senate,Second Essex and Middlesex
Amesbury,-,4,Blanks,36,State Senate,Second Essex and Middlesex
Amesbury,-,4,Total Votes Cast,1014,State Senate,Second Essex and Middlesex
Amesbury,-,5,Barry R. Finegold,731,State Senate,Second Essex and Middlesex
Amesbury,-,5,SalvatorE Paul Defranco,570,State Senate,Second Essex and Middlesex
Amesbury,-,5,All Others,1,State Senate,Second Essex and Middlesex
Amesbury,-,5,Blanks,42,State Senate,Second Essex and Middlesex
Amesbury,-,5,Total Votes Cast,1344,State Senate,Second Essex and Middlesex
Amesbury,-,6,Barry R. Finegold,681,State Senate,Second Essex and Middlesex
Amesbury,-,6,SalvatorE Paul Defranco,356,State Senate,Second Essex and Middlesex
Amesbury,-,6,All Others,0,State Senate,Second Essex and Middlesex
Amesbury,-,6,Blanks,25,State Senate,Second Essex and Middlesex
Amesbury,-,6,Total Votes Cast,1062,State Senate,Second Essex and Middlesex
Amherst,-,1A,Jo Comerford,637,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,All Others,6,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,Blanks,78,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1A,Total Votes Cast,721,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Jo Comerford,371,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,All Others,5,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Blanks,28,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,1B,Total Votes Cast,404,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Jo Comerford,434,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,All Others,2,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Blanks,45,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2A,Total Votes Cast,481,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Jo Comerford,1220,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,All Others,9,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Blanks,128,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,2B,Total Votes Cast,1357,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Jo Comerford,393,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,All Others,3,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Blanks,58,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3A,Total Votes Cast,454,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Jo Comerford,1097,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,All Others,12,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Blanks,120,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,3B,Total Votes Cast,1229,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Jo Comerford,580,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,All Others,6,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Blanks,52,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4A,Total Votes Cast,638,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Jo Comerford,355,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,All Others,5,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Blanks,28,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,4B,Total Votes Cast,388,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Jo Comerford,417,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,All Others,3,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Blanks,53,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5A,Total Votes Cast,473,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Jo Comerford,1825,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,All Others,10,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Blanks,180,State Senate,"Hampshire, Franklin and Worcester"
Amherst,-,5B,Total Votes Cast,2015,State Senate,"Hampshire, Franklin and Worcester"
Andover,-,1,Barry R. Finegold,801,State Senate,Second Essex and Middlesex
Andover,-,1,SalvatorE Paul Defranco,273,State Senate,Second Essex and Middlesex
Andover,-,1,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,1,Blanks,28,State Senate,Second Essex and Middlesex
Andover,-,1,Total Votes Cast,1103,State Senate,Second Essex and Middlesex
Andover,-,10,Barry R. Finegold,1090,State Senate,Second Essex and Middlesex
Andover,-,10,SalvatorE Paul Defranco,582,State Senate,Second Essex and Middlesex
Andover,-,10,All Others,3,State Senate,Second Essex and Middlesex
Andover,-,10,Blanks,37,State Senate,Second Essex and Middlesex
Andover,-,10,Total Votes Cast,1712,State Senate,Second Essex and Middlesex
Andover,-,2,Barry R. Finegold,1025,State Senate,Second Essex and Middlesex
Andover,-,2,SalvatorE Paul Defranco,521,State Senate,Second Essex and Middlesex
Andover,-,2,All Others,2,State Senate,Second Essex and Middlesex
Andover,-,2,Blanks,35,State Senate,Second Essex and Middlesex
Andover,-,2,Total Votes Cast,1583,State Senate,Second Essex and Middlesex
Andover,-,3,Barry R. Finegold,1240,State Senate,Second Essex and Middlesex
Andover,-,3,SalvatorE Paul Defranco,512,State Senate,Second Essex and Middlesex
Andover,-,3,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,3,Blanks,50,State Senate,Second Essex and Middlesex
Andover,-,3,Total Votes Cast,1803,State Senate,Second Essex and Middlesex
Andover,-,4,Barry R. Finegold,611,State Senate,Second Essex and Middlesex
Andover,-,4,SalvatorE Paul Defranco,353,State Senate,Second Essex and Middlesex
Andover,-,4,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,4,Blanks,30,State Senate,Second Essex and Middlesex
Andover,-,4,Total Votes Cast,995,State Senate,Second Essex and Middlesex
Andover,-,4A,Barry R. Finegold,295,State Senate,Second Essex and Middlesex
Andover,-,4A,SalvatorE Paul Defranco,142,State Senate,Second Essex and Middlesex
Andover,-,4A,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,4A,Blanks,18,State Senate,Second Essex and Middlesex
Andover,-,4A,Total Votes Cast,456,State Senate,Second Essex and Middlesex
Andover,-,5,Barry R. Finegold,1008,State Senate,Second Essex and Middlesex
Andover,-,5,SalvatorE Paul Defranco,580,State Senate,Second Essex and Middlesex
Andover,-,5,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,5,Blanks,37,State Senate,Second Essex and Middlesex
Andover,-,5,Total Votes Cast,1626,State Senate,Second Essex and Middlesex
Andover,-,6,Barry R. Finegold,942,State Senate,Second Essex and Middlesex
Andover,-,6,SalvatorE Paul Defranco,547,State Senate,Second Essex and Middlesex
Andover,-,6,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,6,Blanks,33,State Senate,Second Essex and Middlesex
Andover,-,6,Total Votes Cast,1523,State Senate,Second Essex and Middlesex
Andover,-,7,Barry R. Finegold,1115,State Senate,Second Essex and Middlesex
Andover,-,7,SalvatorE Paul Defranco,587,State Senate,Second Essex and Middlesex
Andover,-,7,All Others,1,State Senate,Second Essex and Middlesex
Andover,-,7,Blanks,32,State Senate,Second Essex and Middlesex
Andover,-,7,Total Votes Cast,1735,State Senate,Second Essex and Middlesex
Andover,-,8,Barry R. Finegold,1156,State Senate,Second Essex and Middlesex
Andover,-,8,SalvatorE Paul Defranco,527,State Senate,Second Essex and Middlesex
Andover,-,8,All Others,3,State Senate,Second Essex and Middlesex
Andover,-,8,Blanks,47,State Senate,Second Essex and Middlesex
Andover,-,8,Total Votes Cast,1733,State Senate,Second Essex and Middlesex
Andover,-,9,Barry R. Finegold,979,State Senate,Second Essex and Middlesex
Andover,-,9,SalvatorE Paul Defranco,521,State Senate,Second Essex and Middlesex
Andover,-,9,All Others,2,State Senate,Second Essex and Middlesex
Andover,-,9,Blanks,25,State Senate,Second Essex and Middlesex
Andover,-,9,Total Votes Cast,1527,State Senate,Second Essex and Middlesex
Aquinnah,,,Julian Andre Cyr,226,State Senate,Cape and Islands
Aquinnah,,,Christopher Robert Lauzon,32,State Senate,Cape and Islands
Aquinnah,,,All Others,0,State Senate,Cape and Islands
Aquinnah,,,Blanks,5,State Senate,Cape and Islands
Aquinnah,,,Total Votes Cast,263,State Senate,Cape and Islands
Arlington,-,1,Cindy F. Friedman,617,State Senate,Fourth Middlesex
Arlington,-,1,All Others,4,State Senate,Fourth Middlesex
Arlington,-,1,Blanks,138,State Senate,Fourth Middlesex
Arlington,-,1,Total Votes Cast,759,State Senate,Fourth Middlesex
Arlington,-,10,Cindy F. Friedman,995,State Senate,Fourth Middlesex
Arlington,-,10,All Others,7,State Senate,Fourth Middlesex
Arlington,-,10,Blanks,199,State Senate,Fourth Middlesex
Arlington,-,10,Total Votes Cast,1201,State Senate,Fourth Middlesex
Arlington,-,11,Cindy F. Friedman,951,State Senate,Fourth Middlesex
Arlington,-,11,All Others,17,State Senate,Fourth Middlesex
Arlington,-,11,Blanks,263,State Senate,Fourth Middlesex
Arlington,-,11,Total Votes Cast,1231,State Senate,Fourth Middlesex
Arlington,-,12,Cindy F. Friedman,1032,State Senate,Fourth Middlesex
Arlington,-,12,All Others,5,State Senate,Fourth Middlesex
Arlington,-,12,Blanks,233,State Senate,Fourth Middlesex
Arlington,-,12,Total Votes Cast,1270,State Senate,Fourth Middlesex
Arlington,-,13,Cindy F. Friedman,871,State Senate,Fourth Middlesex
Arlington,-,13,All Others,14,State Senate,Fourth Middlesex
Arlington,-,13,Blanks,263,State Senate,Fourth Middlesex
Arlington,-,13,Total Votes Cast,1148,State Senate,Fourth Middlesex
Arlington,-,14,Cindy F. Friedman,792,State Senate,Fourth Middlesex
Arlington,-,14,All Others,5,State Senate,Fourth Middlesex
Arlington,-,14,Blanks,212,State Senate,Fourth Middlesex
Arlington,-,14,Total Votes Cast,1009,State Senate,Fourth Middlesex
Arlington,-,15,Cindy F. Friedman,841,State Senate,Fourth Middlesex
Arlington,-,15,All Others,2,State Senate,Fourth Middlesex
Arlington,-,15,Blanks,167,State Senate,Fourth Middlesex
Arlington,-,15,Total Votes Cast,1010,State Senate,Fourth Middlesex
Arlington,-,16,Cindy F. Friedman,916,State Senate,Fourth Middlesex
Arlington,-,16,All Others,4,State Senate,Fourth Middlesex
Arlington,-,16,Blanks,211,State Senate,Fourth Middlesex
Arlington,-,16,Total Votes Cast,1131,State Senate,Fourth Middlesex
Arlington,-,17,Cindy F. Friedman,722,State Senate,Fourth Middlesex
Arlington,-,17,All Others,5,State Senate,Fourth Middlesex
Arlington,-,17,Blanks,133,State Senate,Fourth Middlesex
Arlington,-,17,Total Votes Cast,860,State Senate,Fourth Middlesex
Arlington,-,18,Cindy F. Friedman,844,State Senate,Fourth Middlesex
Arlington,-,18,All Others,4,State Senate,Fourth Middlesex
Arlington,-,18,Blanks,271,State Senate,Fourth Middlesex
Arlington,-,18,Total Votes Cast,1119,State Senate,Fourth Middlesex
Arlington,-,19,Cindy F. Friedman,911,State Senate,Fourth Middlesex
Arlington,-,19,All Others,5,State Senate,Fourth Middlesex
Arlington,-,19,Blanks,215,State Senate,Fourth Middlesex
Arlington,-,19,Total Votes Cast,1131,State Senate,Fourth Middlesex
Arlington,-,2,Cindy F. Friedman,914,State Senate,Fourth Middlesex
Arlington,-,2,All Others,5,State Senate,Fourth Middlesex
Arlington,-,2,Blanks,198,State Senate,Fourth Middlesex
Arlington,-,2,Total Votes Cast,1117,State Senate,Fourth Middlesex
Arlington,-,20,Cindy F. Friedman,804,State Senate,Fourth Middlesex
Arlington,-,20,All Others,9,State Senate,Fourth Middlesex
Arlington,-,20,Blanks,194,State Senate,Fourth Middlesex
Arlington,-,20,Total Votes Cast,1007,State Senate,Fourth Middlesex
Arlington,-,21,Cindy F. Friedman,919,State Senate,Fourth Middlesex
Arlington,-,21,All Others,4,State Senate,Fourth Middlesex
Arlington,-,21,Blanks,188,State Senate,Fourth Middlesex
Arlington,-,21,Total Votes Cast,1111,State Senate,Fourth Middlesex
Arlington,-,3,Cindy F. Friedman,897,State Senate,Fourth Middlesex
Arlington,-,3,All Others,4,State Senate,Fourth Middlesex
Arlington,-,3,Blanks,149,State Senate,Fourth Middlesex
Arlington,-,3,Total Votes Cast,1050,State Senate,Fourth Middlesex
Arlington,-,4,Cindy F. Friedman,797,State Senate,Fourth Middlesex
Arlington,-,4,All Others,3,State Senate,Fourth Middlesex
Arlington,-,4,Blanks,176,State Senate,Fourth Middlesex
Arlington,-,4,Total Votes Cast,976,State Senate,Fourth Middlesex
Arlington,-,5,Cindy F. Friedman,943,State Senate,Fourth Middlesex
Arlington,-,5,All Others,7,State Senate,Fourth Middlesex
Arlington,-,5,Blanks,176,State Senate,Fourth Middlesex
Arlington,-,5,Total Votes Cast,1126,State Senate,Fourth Middlesex
Arlington,-,6,Cindy F. Friedman,833,State Senate,Fourth Middlesex
Arlington,-,6,All Others,0,State Senate,Fourth Middlesex
Arlington,-,6,Blanks,172,State Senate,Fourth Middlesex
Arlington,-,6,Total Votes Cast,1005,State Senate,Fourth Middlesex
Arlington,-,7,Cindy F. Friedman,828,State Senate,Fourth Middlesex
Arlington,-,7,All Others,1,State Senate,Fourth Middlesex
Arlington,-,7,Blanks,175,State Senate,Fourth Middlesex
Arlington,-,7,Total Votes Cast,1004,State Senate,Fourth Middlesex
Arlington,-,8,Cindy F. Friedman,943,State Senate,Fourth Middlesex
Arlington,-,8,All Others,9,State Senate,Fourth Middlesex
Arlington,-,8,Blanks,241,State Senate,Fourth Middlesex
Arlington,-,8,Total Votes Cast,1193,State Senate,Fourth Middlesex
Arlington,-,9,Cindy F. Friedman,737,State Senate,Fourth Middlesex
Arlington,-,9,All Others,6,State Senate,Fourth Middlesex
Arlington,-,9,Blanks,150,State Senate,Fourth Middlesex
Arlington,-,9,Total Votes Cast,893,State Senate,Fourth Middlesex
Ashburnham,-,1,Jo Comerford,941,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,1,All Others,59,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,1,Blanks,466,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,1,Total Votes Cast,1466,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,2,Jo Comerford,939,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,2,All Others,54,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,2,Blanks,388,State Senate,"Hampshire, Franklin and Worcester"
Ashburnham,-,2,Total Votes Cast,1381,State Senate,"Hampshire, Franklin and Worcester"
Ashby,,,John J. Cronin,729,State Senate,Worcester and Middlesex
Ashby,,,Kenneth B. Hoyt,692,State Senate,Worcester and Middlesex
Ashby,,,All Others,0,State Senate,Worcester and Middlesex
Ashby,,,Blanks,45,State Senate,Worcester and Middlesex
Ashby,,,Total Votes Cast,1466,State Senate,Worcester and Middlesex
Ashfield,,,Paul W. Mark,809,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Ashfield,,,Brendan M. Phair,108,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
Ashfield,,,All Others,0,State Senate,"Berkshire, Hampden, Franklin & Hampshire"
