city_town,ward,precinct,receiver,votes,office,district
Acton,-,5,Stein/ Baraka,33,President,
Acton,-,5,Mcmullin/ Johnson,4,President,
Acton,-,5,Kotlikoff/ Leamer,0,President,
Acton,-,5,Feegbeh/ O'Brien,0,President,
Acton,-,5,Moorehead/ Lilly,0,President,
Acton,-,5,Schoenke/ Mitchel,0,President,
Acton,-,5,All Others,32,President,
Acton,-,5,No Preference,0,President,
Acton,-,5,Blanks,36,President,
Acton,-,5,Total Votes Cast,2167,President,
Acton,-,6,Clinton/ Kaine,1354,President,
Acton,-,6,Trump/ Pence,401,President,
Acton,-,6,Johnson/ Weld,78,President,
Acton,-,6,Stein/ Baraka,30,President,
Acton,-,6,Mcmullin/ Johnson,6,President,
Acton,-,6,Kotlikoff/ Leamer,0,President,
Acton,-,6,Feegbeh/ O'Brien,0,President,
Acton,-,6,Moorehead/ Lilly,0,President,
Acton,-,6,Schoenke/ Mitchel,0,President,
Acton,-,6,All Others,41,President,
Acton,-,6,No Preference,0,President,
Acton,-,6,Blanks,31,President,
Acton,-,6,Total Votes Cast,1941,President,
Acushnet,-,1,Clinton/ Kaine,783,President,
Acushnet,-,1,Trump/ Pence,786,President,
Acushnet,-,1,Johnson/ Weld,58,President,
Acushnet,-,1,Stein/ Baraka,26,President,
Acushnet,-,1,Mcmullin/ Johnson,5,President,
Acushnet,-,1,Kotlikoff/ Leamer,0,President,
Acushnet,-,1,Feegbeh/ O'Brien,0,President,
Acushnet,-,1,Moorehead/ Lilly,0,President,
Acushnet,-,1,Schoenke/ Mitchel,0,President,
Acushnet,-,1,All Others,14,President,
Acushnet,-,1,No Preference,0,President,
Acushnet,-,1,Blanks,30,President,
Acushnet,-,1,Total Votes Cast,1702,President,
Acushnet,-,2,Clinton/ Kaine,756,President,
Acushnet,-,2,Trump/ Pence,1043,President,
Acushnet,-,2,Johnson/ Weld,57,President,
Acushnet,-,2,Stein/ Baraka,29,President,
Acushnet,-,2,Mcmullin/ Johnson,0,President,
Acushnet,-,2,Kotlikoff/ Leamer,0,President,
Acushnet,-,2,Feegbeh/ O'Brien,0,President,
Acushnet,-,2,Moorehead/ Lilly,0,President,
Acushnet,-,2,Schoenke/ Mitchel,0,President,
Acushnet,-,2,All Others,29,President,
Acushnet,-,2,No Preference,0,President,
Acushnet,-,2,Blanks,44,President,
Acushnet,-,2,Total Votes Cast,1958,President,
Acushnet,-,3,Clinton/ Kaine,862,President,
Acushnet,-,3,Trump/ Pence,1005,President,
Acushnet,-,3,Johnson/ Weld,59,President,
Acushnet,-,3,Stein/ Baraka,32,President,
Acushnet,-,3,Mcmullin/ Johnson,0,President,
Acushnet,-,3,Kotlikoff/ Leamer,0,President,
Acushnet,-,3,Feegbeh/ O'Brien,0,President,
Acushnet,-,3,Moorehead/ Lilly,0,President,
Acushnet,-,3,Schoenke/ Mitchel,0,President,
Acushnet,-,3,All Others,22,President,
Acushnet,-,3,No Preference,0,President,
Acushnet,-,3,Blanks,32,President,
Acushnet,-,3,Total Votes Cast,2012,President,
Adams,-,1,Clinton/ Kaine,439,President,
Adams,-,1,Trump/ Pence,255,President,
Adams,-,1,Johnson/ Weld,33,President,
Adams,-,1,Stein/ Baraka,20,President,
Adams,-,1,Mcmullin/ Johnson,0,President,
Adams,-,1,Kotlikoff/ Leamer,0,President,
Adams,-,1,Feegbeh/ O'Brien,0,President,
Adams,-,1,Moorehead/ Lilly,0,President,
Adams,-,1,Schoenke/ Mitchel,0,President,
Adams,-,1,All Others,5,President,
Adams,-,1,No Preference,0,President,
Adams,-,1,Blanks,15,President,
Adams,-,1,Total Votes Cast,767,President,
