city_town,ward,precinct,receiver,votes,office,district
Adams,-,4,Chase Russell Oliver,5,President,
Adams,-,4,De La Cruz,2,President,
Adams,-,4,Sonski,0,President,
Adams,-,4,David E. West,0,President,
Adams,-,4,All Others,1,President,
Adams,-,4,No Preference,0,President,
Adams,-,4,Blanks,8,President,
Adams,-,4,Total Votes Cast,802,President,
Adams,-,5,"Kamala Harris",597,President,
Adams,-,5,Donald J. Trump,360,President,
Adams,-,5,Jill E. Stein,4,President,
Adams,-,5,Shiva Ayyadurai,9,President,
Adams,-,5,Chase Russell Oliver,7,President,
Adams,-,5,De La Cruz,4,President,
Adams,-,5,Sonski,0,President,
Adams,-,5,David E. West,0,President,
Adams,-,5,All Others,2,President,
Adams,-,5,No Preference,0,President,
Adams,-,5,Blanks,6,President,
Adams,-,5,Total Votes Cast,989,President,
Agawam,-,1,"Kamala Harris",746,President,
Agawam,-,1,Donald J. Trump,949,President,
Agawam,-,1,Jill E. Stein,7,President,
Agawam,-,1,Shiva Ayyadurai,12,President,
Agawam,-,1,Chase Russell Oliver,11,President,
Agawam,-,1,De La Cruz,5,President,
Agawam,-,1,Sonski,0,President,
Agawam,-,1,David E. West,0,President,
Agawam,-,1,All Others,8,President,
Agawam,-,1,No Preference,0,President,
Agawam,-,1,Blanks,8,President,
Agawam,-,1,Total Votes Cast,1746,President,
Agawam,-,2,"Kamala Harris",929,President,
Agawam,-,2,Donald J. Trump,1190,President,
Agawam,-,2,Jill E. Stein,20,President,
Agawam,-,2,Shiva Ayyadurai,8,President,
Agawam,-,2,Chase Russell Oliver,7,President,
Agawam,-,2,De La Cruz,3,President,
Agawam,-,2,Sonski,0,President,
Agawam,-,2,David E. West,0,President,
Agawam,-,2,All Others,10,President,
Agawam,-,2,No Preference,0,President,
Agawam,-,2,Blanks,23,President,
Agawam,-,2,Total Votes Cast,2190,President,
Agawam,-,3,"Kamala Harris",807,President,
Agawam,-,3,Donald J. Trump,1039,President,
Agawam,-,3,Jill E. Stein,22,President,
Agawam,-,3,Shiva Ayyadurai,15,President,
Agawam,-,3,Chase Russell Oliver,6,President,
Agawam,-,3,De La Cruz,4,President,
Agawam,-,3,Sonski,0,President,
Agawam,-,3,David E. West,0,President,
Agawam,-,3,All Others,12,President,
Agawam,-,3,No Preference,0,President,
Agawam,-,3,Blanks,14,President,
Agawam,-,3,Total Votes Cast,1919,President,
Agawam,-,4,"Kamala Harris",796,President,
Agawam,-,4,Donald J. Trump,807,President,
Agawam,-,4,Jill E. Stein,8,President,
Agawam,-,4,Shiva Ayyadurai,8,President,
Agawam,-,4,Chase Russell Oliver,6,President,
Agawam,-,4,De La Cruz,1,President,
Agawam,-,4,Sonski,0,President,
Agawam,-,4,David E. West,0,President,
Agawam,-,4,All Others,12,President,
Agawam,-,4,No Preference,0,President,
Agawam,-,4,Blanks,16,President,
Agawam,-,4,Total Votes Cast,1654,President,
Agawam,-,5,"Kamala Harris",989,President,
Agawam,-,5,Donald J. Trump,1114,President,
Agawam,-,5,Jill E. Stein,16,President,
Agawam,-,5,Shiva Ayyadurai,13,President,
Agawam,-,5,Chase Russell Oliver,8,President,
Agawam,-,5,De La Cruz,1,President,
Agawam,-,5,Sonski,0,President,
Agawam,-,5,David E. West,0,President,
Agawam,-,5,All Others,10,President,
Agawam,-,5,No Preference,0,President,
Agawam,-,5,Blanks,28,President,
Agawam,-,5,Total Votes Cast,2179,President,
Agawam,-,6,"Kamala Harris",858,President,
Agawam,-,6,Donald J. Trump,1051,President,
Agawam,-,6,Jill E. Stein,15,President,
Agawam,-,6,Shiva Ayyadurai,12,President,
Agawam,-,6,Chase Russell Oliver,5,President,
Agawam,-,6,De La Cruz,3,President,
Agawam,-,6,Sonski,0,President,
Agawam,-,6,David E. West,0,President,
Agawam,-,6,All Others,10,President,
Agawam,-,6,No Preference,0,President,
Agawam,-,6,Blanks,18,President,
Agawam,-,6,Total Votes Cast,1972,President,
Agawam,-,7,"Kamala Harris",907,President,
Agawam,-,7,Donald J. Trump,1174,President,
Agawam,-,7,Jill E. Stein,8,President,
Agawam,-,7,Shiva Ayyadurai,14,President,
Agawam,-,7,Chase Russell Oliver,3,President,
Agawam,-,7,De La Cruz,4,President,
Agawam,-,7,Sonski,0,President,
Agawam,-,7,David E. West,0,President,
Agawam,-,7,All Others,9,President,
Agawam,-,7,No Preference,0,President,
Agawam,-,7,Blanks,20,President,
Agawam,-,7,Total Votes Cast,2139,President,
Agawam,-,8,"Kamala Harris",910,President,
Agawam,-,8,Donald J. Trump,1050,President,
Agawam,-,8,Jill E. Stein,13,President,
Agawam,-,8,Shiva Ayyadurai,15,President,
Agawam,-,8,Chase Russell Oliver,15,President,
Agawam,-,8,De La Cruz,3,President,
Agawam,-,8,Sonski,0,President,
Agawam,-,8,David E. West,0,President,
Agawam,-,8,All Others,10,President,
Agawam,-,8,No Preference,0,President,
Agawam,-,8,Blanks,17,President,
Agawam,-,8,Total Votes Cast,2033,President,
Alford,-,1,"Kamala Harris",252,President,
Alford,-,1,Donald J. Trump,58,President,
Alford,-,1,Jill E. Stein,3,President,
Alford,-,1,Shiva Ayyadurai,0,President,
Alford,-,1,Chase Russell Oliver,3,President,
Alford,-,1,De La Cruz,1,President,
Alford,-,1,Sonski,0,President,
Alford,-,1,David E. West,0,President,
Alford,-,1,All Others,0,President,
Alford,-,1,No Preference,0,President,
Alford,-,1,Blanks,9,President,
Alford,-,1,Total Votes Cast,326,President,
Amesbury,-,1,"Kamala Harris",1324,President,
Amesbury,-,1,Donald J. Trump,710,President,
Amesbury,-,1,Jill E. Stein,7,President,
Amesbury,-,1,Shiva Ayyadurai,8,President,
Amesbury,-,1,Chase Russell Oliver,16,President,
Amesbury,-,1,De La Cruz,2,President,
Amesbury,-,1,Sonski,0,President,
Amesbury,-,1,David E. West,0,President,
Amesbury,-,1,All Others,0,President,
Amesbury,-,1,No Preference,0,President,
Amesbury,-,1,Blanks,28,President,
Amesbury,-,1,Total Votes Cast,2095,President,
Amesbury,-,2,"Kamala Harris",1130,President,
Amesbury,-,2,Donald J. Trump,528,President,
Amesbury,-,2,Jill E. Stein,10,President,
Amesbury,-,2,Shiva Ayyadurai,10,President,
Amesbury,-,2,Chase Russell Oliver,13,President,
Amesbury,-,2,De La Cruz,7,President,
Amesbury,-,2,Sonski,0,President,
Amesbury,-,2,David E. West,0,President,
Amesbury,-,2,All Others,0,President,
Amesbury,-,2,No Preference,0,President,
Amesbury,-,2,Blanks,22,President,
Amesbury,-,2,Total Votes Cast,1720,President,
Amesbury,-,3,"Kamala Harris",1205,President,
Amesbury,-,3,Donald J. Trump,540,President,
Amesbury,-,3,Jill E. Stein,4,President,
Amesbury,-,3,Shiva Ayyadurai,6,President,
Amesbury,-,3,Chase Russell Oliver,18,President,
Amesbury,-,3,De La Cruz,2,President,
Amesbury,-,3,Sonski,0,President,
Amesbury,-,3,David E. West,0,President,
Amesbury,-,3,All Others,0,President,
Amesbury,-,3,No Preference,0,President,
Amesbury,-,3,Blanks,27,President,
Amesbury,-,3,Total Votes Cast,1802,President,
Amesbury,-,4,"Kamala Harris",856,President,
Amesbury,-,4,Donald J. Trump,533,President,
Amesbury,-,4,Jill E. Stein,7,President,
Amesbury,-,4,Shiva Ayyadurai,7,President,
Amesbury,-,4,Chase Russell Oliver,4,President,
Amesbury,-,4,De La Cruz,1,President,
Amesbury,-,4,Sonski,0,President,
Amesbury,-,4,David E. West,0,President,
Amesbury,-,4,All Others,0,President,
Amesbury,-,4,No Preference,0,President,
Amesbury,-,4,Blanks,21,President,
Amesbury,-,4,Total Votes Cast,1429,President,
Amesbury,-,5,"Kamala Harris",1096,President,
Amesbury,-,5,Donald J. Trump,729,President,
Amesbury,-,5,Jill E. Stein,9,President,
Amesbury,-,5,Shiva Ayyadurai,16,President,
Amesbury,-,5,Chase Russell Oliver,13,President,
Amesbury,-,5,De La Cruz,2,President,
Amesbury,-,5,Sonski,0,President,
Amesbury,-,5,David E. West,0,President,
Amesbury,-,5,All Others,0,President,
Amesbury,-,5,No Preference,0,President,
Amesbury,-,5,Blanks,30,President,
Amesbury,-,5,Total Votes Cast,1895,President,
Amesbury,-,6,"Kamala Harris",956,President,
Amesbury,-,6,Donald J. Trump,460,President,
Amesbury,-,6,Jill E. Stein,17,President,
Amesbury,-,6,Shiva Ayyadurai,10,President,
Amesbury,-,6,Chase Russell Oliver,12,President,
Amesbury,-,6,De La Cruz,1,President,
Amesbury,-,6,Sonski,0,President,
Amesbury,-,6,David E. West,0,President,
Amesbury,-,6,All Others,0,President,
Amesbury,-,6,No Preference,0,President,
Amesbury,-,6,Blanks,24,President,
Amesbury,-,6,Total Votes Cast,1480,President,
Amherst,-,1A,"Kamala Harris",871,President,
Amherst,-,1A,Donald J. Trump,102,President,
Amherst,-,1A,Jill E. Stein,33,President,
Amherst,-,1A,Shiva Ayyadurai,0,President,
Amherst,-,1A,Chase Russell Oliver,5,President,
Amherst,-,1A,De La Cruz,26,President,
Amherst,-,1A,Sonski,0,President,
Amherst,-,1A,David E. West,0,President,
Amherst,-,1A,All Others,12,President,
Amherst,-,1A,No Preference,0,President,
Amherst,-,1A,Blanks,12,President,
Amherst,-,1A,Total Votes Cast,1061,President,
Amherst,-,1B,"Kamala Harris",478,President,
Amherst,-,1B,Donald J. Trump,49,President,
Amherst,-,1B,Jill E. Stein,7,President,
Amherst,-,1B,Shiva Ayyadurai,3,President,
Amherst,-,1B,Chase Russell Oliver,3,President,
Amherst,-,1B,De La Cruz,9,President,
Amherst,-,1B,Sonski,0,President,
Amherst,-,1B,David E. West,0,President,
Amherst,-,1B,All Others,4,President,
Amherst,-,1B,No Preference,0,President,
Amherst,-,1B,Blanks,3,President,
Amherst,-,1B,Total Votes Cast,556,President,
Amherst,-,2A,"Kamala Harris",552,President,
Amherst,-,2A,Donald J. Trump,62,President,
Amherst,-,2A,Jill E. Stein,10,President,
Amherst,-,2A,Shiva Ayyadurai,3,President,
Amherst,-,2A,Chase Russell Oliver,2,President,
Amherst,-,2A,De La Cruz,8,President,
Amherst,-,2A,Sonski,0,President,
Amherst,-,2A,David E. West,2,President,
Amherst,-,2A,All Others,0,President,
Amherst,-,2A,No Preference,0,President,
Amherst,-,2A,Blanks,2,President,
Amherst,-,2A,Total Votes Cast,641,President,
Amherst,-,2B,"Kamala Harris",1502,President,
Amherst,-,2B,Donald J. Trump,171,President,
Amherst,-,2B,Jill E. Stein,34,President,
Amherst,-,2B,Shiva Ayyadurai,1,President,
Amherst,-,2B,Chase Russell Oliver,2,President,
Amherst,-,2B,De La Cruz,11,President,
Amherst,-,2B,Sonski,0,President,
Amherst,-,2B,David E. West,0,President,
Amherst,-,2B,All Others,9,President,
Amherst,-,2B,No Preference,0,President,
Amherst,-,2B,Blanks,14,President,
Amherst,-,2B,Total Votes Cast,1744,President,
Amherst,-,3A,"Kamala Harris",511,President,
Amherst,-,3A,Donald J. Trump,63,President,
Amherst,-,3A,Jill E. Stein,5,President,
Amherst,-,3A,Shiva Ayyadurai,2,President,
Amherst,-,3A,Chase Russell Oliver,2,President,
Amherst,-,3A,De La Cruz,4,President,
Amherst,-,3A,Sonski,0,President,
Amherst,-,3A,David E. West,0,President,
Amherst,-,3A,All Others,8,President,
Amherst,-,3A,No Preference,0,President,
Amherst,-,3A,Blanks,11,President,
Amherst,-,3A,Total Votes Cast,606,President,
Amherst,-,3B,"Kamala Harris",1397,President,
Amherst,-,3B,Donald J. Trump,165,President,
Amherst,-,3B,Jill E. Stein,32,President,
Amherst,-,3B,Shiva Ayyadurai,2,President,
Amherst,-,3B,Chase Russell Oliver,4,President,
Amherst,-,3B,De La Cruz,16,President,
Amherst,-,3B,Sonski,0,President,
Amherst,-,3B,David E. West,0,President,
Amherst,-,3B,All Others,9,President,
Amherst,-,3B,No Preference,0,President,
Amherst,-,3B,Blanks,7,President,
Amherst,-,3B,Total Votes Cast,1632,President,
Amherst,-,4A,"Kamala Harris",751,President,
Amherst,-,4A,Donald J. Trump,55,President,
Amherst,-,4A,Jill E. Stein,22,President,
Amherst,-,4A,Shiva Ayyadurai,3,President,
Amherst,-,4A,Chase Russell Oliver,5,President,
Amherst,-,4A,De La Cruz,15,President,
Amherst,-,4A,Sonski,0,President,
Amherst,-,4A,David E. West,0,President,
Amherst,-,4A,All Others,7,President,
Amherst,-,4A,No Preference,0,President,
Amherst,-,4A,Blanks,5,President,
Amherst,-,4A,Total Votes Cast,863,President,
Amherst,-,4B,"Kamala Harris",473,President,
Amherst,-,4B,Donald J. Trump,28,President,
Amherst,-,4B,Jill E. Stein,16,President,
Amherst,-,4B,Shiva Ayyadurai,1,President,
Amherst,-,4B,Chase Russell Oliver,2,President,
Amherst,-,4B,De La Cruz,6,President,
Amherst,-,4B,Sonski,0,President,
Amherst,-,4B,David E. West,2,President,
Amherst,-,4B,All Others,4,President,
Amherst,-,4B,No Preference,0,President,
Amherst,-,4B,Blanks,4,President,
Amherst,-,4B,Total Votes Cast,536,President,
Amherst,-,5A,"Kamala Harris",610,President,
Amherst,-,5A,Donald J. Trump,42,President,
Amherst,-,5A,Jill E. Stein,15,President,
Amherst,-,5A,Shiva Ayyadurai,1,President,
Amherst,-,5A,Chase Russell Oliver,8,President,
Amherst,-,5A,De La Cruz,8,President,
Amherst,-,5A,Sonski,0,President,
Amherst,-,5A,David E. West,0,President,
Amherst,-,5A,All Others,2,President,
Amherst,-,5A,No Preference,0,President,
Amherst,-,5A,Blanks,7,President,
Amherst,-,5A,Total Votes Cast,693,President,
Amherst,-,5B,"Kamala Harris",2171,President,
Amherst,-,5B,Donald J. Trump,152,President,
Amherst,-,5B,Jill E. Stein,37,President,
Amherst,-,5B,Shiva Ayyadurai,4,President,
Amherst,-,5B,Chase Russell Oliver,8,President,
Amherst,-,5B,De La Cruz,9,President,
Amherst,-,5B,Sonski,0,President,
Amherst,-,5B,David E. West,3,President,
Amherst,-,5B,All Others,12,President,
Amherst,-,5B,No Preference,0,President,
Amherst,-,5B,Blanks,15,President,
Amherst,-,5B,Total Votes Cast,2411,President,
Andover,-,1,"Kamala Harris",1049,President,
Andover,-,1,Donald J. Trump,343,President,
Andover,-,1,Jill E. Stein,9,President,
Andover,-,1,Shiva Ayyadurai,7,President,
Andover,-,1,Chase Russell Oliver,11,President,
Andover,-,1,De La Cruz,5,President,
Andover,-,1,Sonski,0,President,
Andover,-,1,David E. West,0,President,
Andover,-,1,All Others,10,President,
Andover,-,1,No Preference,0,President,
Andover,-,1,Blanks,16,President,
Andover,-,1,Total Votes Cast,1450,President,
Andover,-,10,"Kamala Harris",1417,President,
Andover,-,10,Donald J. Trump,687,President,
Andover,-,10,Jill E. Stein,17,President,
Andover,-,10,Shiva Ayyadurai,11,President,
Andover,-,10,Chase Russell Oliver,22,President,
Andover,-,10,De La Cruz,3,President,
Andover,-,10,Sonski,0,President,
Andover,-,10,David E. West,1,President,
Andover,-,10,All Others,19,President,
Andover,-,10,No Preference,0,President,
Andover,-,10,Blanks,25,President,
Andover,-,10,Total Votes Cast,2202,President,
Andover,-,2,"Kamala Harris",1354,President,
Andover,-,2,Donald J. Trump,664,President,
Andover,-,2,Jill E. Stein,17,President,
Andover,-,2,Shiva Ayyadurai,16,President,
Andover,-,2,Chase Russell Oliver,9,President,
Andover,-,2,De La Cruz,5,President,
Andover,-,2,Sonski,1,President,
Andover,-,2,David E. West,1,President,
Andover,-,2,All Others,8,President,
Andover,-,2,No Preference,0,President,
Andover,-,2,Blanks,29,President,
Andover,-,2,Total Votes Cast,2104,President,
Andover,-,3,"Kamala Harris",1565,President,
Andover,-,3,Donald J. Trump,661,President,
Andover,-,3,Jill E. Stein,17,President,
Andover,-,3,Shiva Ayyadurai,16,President,
Andover,-,3,Chase Russell Oliver,11,President,
Andover,-,3,De La Cruz,10,President,
Andover,-,3,Sonski,0,President,
Andover,-,3,David E. West,0,President,
Andover,-,3,All Others,25,President,
Andover,-,3,No Preference,0,President,
Andover,-,3,Blanks,15,President,
Andover,-,3,Total Votes Cast,2320,President,
Andover,-,4,"Kamala Harris",749,President,
Andover,-,4,Donald J. Trump,465,President,
Andover,-,4,Jill E. Stein,4,President,
Andover,-,4,Shiva Ayyadurai,3,President,
Andover,-,4,Chase Russell Oliver,2,President,
Andover,-,4,De La Cruz,2,President,
Andover,-,4,Sonski,0,President,
Andover,-,4,David E. West,0,President,
Andover,-,4,All Others,17,President,
Andover,-,4,No Preference,0,President,
Andover,-,4,Blanks,18,President,
Andover,-,4,Total Votes Cast,1260,President,
Andover,-,4A,"Kamala Harris",421,President,
Andover,-,4A,Donald J. Trump,247,President,
Andover,-,4A,Jill E. Stein,16,President,
Andover,-,4A,Shiva Ayyadurai,3,President,
Andover,-,4A,Chase Russell Oliver,1,President,
Andover,-,4A,De La Cruz,3,President,
Andover,-,4A,Sonski,0,President,
Andover,-,4A,David E. West,0,President,
Andover,-,4A,All Others,3,President,
Andover,-,4A,No Preference,0,President,
Andover,-,4A,Blanks,6,President,
Andover,-,4A,Total Votes Cast,700,President,
Andover,-,5,"Kamala Harris",1291,President,
Andover,-,5,Donald J. Trump,788,President,
Andover,-,5,Jill E. Stein,18,President,
Andover,-,5,Shiva Ayyadurai,4,President,
Andover,-,5,Chase Russell Oliver,13,President,
Andover,-,5,De La Cruz,4,President,
Andover,-,5,Sonski,0,President,
Andover,-,5,David E. West,0,President,
Andover,-,5,All Others,11,President,
Andover,-,5,No Preference,0,President,
Andover,-,5,Blanks,24,President,
