city_town,ward,precinct,"Alice R, Harris",Donald J. Trump,Jill E. Stein,Shiva Ayyadurai,Chase Russell Oliver,De La Cruz,Sonski,David E. West,All Others,No Preference,Blanks,Total Votes Cast
Worcester,8,1,346,228,7,3,0,3,0,0,5,0,10,602
Worcester,8,2,302,212,3,3,1,6,0,0,4,0,8,539
Worcester,8,3,251,73,5,1,0,5,0,0,3,0,1,339
Worcester,8,4,446,211,7,8,8,7,0,0,4,0,6,697
Worcester,8,5,392,275,2,7,3,4,0,0,3,0,3,689
Worcester,8,6,388,239,4,3,1,2,0,0,2,0,3,642
Worcester,9,1,690,302,17,6,9,11,0,0,4,0,11,1050
Worcester,9,2,1155,459,15,5,8,9,0,0,12,0,22,1685
Worcester,9,3,596,326,11,5,4,10,0,0,5,0,6,963
Worcester,9,4,1232,617,22,10,3,3,0,0,10,0,20,1917
Worcester,9,5,1376,636,18,23,13,5,0,0,17,0,21,2109
Worcester,9,6,1092,609,21,9,7,3,0,0,11,0,17,1769
Worcester,10,1,440,192,15,0,2,4,0,0,2,0,4,659
Worcester,10,2,561,190,20,5,4,19,0,0,9,0,9,817
Worcester,10,3,503,213,11,3,3,8,0,0,3,0,10,754
Worcester,10,4,386,233,5,3,2,10,0,0,2,0,7,648
Worcester,10,4A,0,0,0,0,0,0,0,0,0,0,0,0
Worcester,10,5,403,233,7,3,2,5,0,0,0,0,12,665
Worcester,10,6,348,231,4,2,2,10,0,0,3,0,10,610
Worthington,-,1,536,295,11,11,7,10,0,0,5,0,3,878
Wrentham,-,1,955,919,7,14,19,4,0,0,7,0,25,1950
Wrentham,-,2,1005,879,13,10,19,6,0,0,21,0,27,1980
Wrentham,-,3,990,867,10,18,9,3,0,0,22,0,16,1935
Wrentham,-,4,1007,955,11,14,10,4,0,0,20,0,25,2046
Yarmouth,-,1,1315,865,11,7,9,8,0,0,16,0,22,2253
Yarmouth,-,2,1282,833,12,10,7,5,0,0,14,0,13,2176
Yarmouth,-,3,841,749,9,6,7,4,0,0,6,0,7,1629
Yarmouth,-,4,1091,795,4,10,5,2,0,0,9,0,11,1927
Yarmouth,-,5,897,837,9,6,5,2,0,0,13,0,17,1786
Yarmouth,-,6,1053,700,9,6,5,3,0,0,15,0,16,1807
Yarmouth,-,7,1369,858,7,4,4,3,0,0,12,0,28,2285
Yarmouth,-,8,761,572,5,7,7,1,0,0,5,0,17,1375
Yarmouth,-,8A,137,127,0,2,1,0,0,0,1,0,1,269
