city_town,ward,precinct,"Alice R, Harris",Donald J. Trump,Jill E. Stein,Shiva Ayyadurai,Chase Russell Oliver,De La Cruz,Sonski,David E. West,All Others,No Preference,Blanks,Total Votes Cast
Abington,-,1,1019,905,15,19,12,5,0,0,6,0,20,2001
Abington,-,2,833,882,11,5,8,3,0,0,11,0,21,1774
Abington,-,3,872,985,7,13,8,3,1,0,7,0,13,1909
Abington,-,4,978,954,6,11,13,5,0,0,5,0,30,2002
Abington,-,5,1012,913,8,13,11,6,0,0,5,0,21,1989
Acton,-,1,1051,359,14,8,6,2,0,0,16,0,17,1473
Acton,-,2,1504,397,20,10,16,9,0,0,18,0,30,2004
Acton,-,3,1744,388,24,7,21,4,0,0,26,0,27,2241
Acton,-,4,1583,377,30,10,13,5,0,0,16,0,23,2057
Acton,-,5,1561,354,15,13,16,5,0,0,24,0,12,2000
Acton,-,6,1097,220,15,8,11,4,0,0,12,0,8,1375
Acton,-,6A,467,90,8,3,3,1,0,0,4,0,8,584
Acton,-,7,1170,351,23,9,8,5,0,0,7,0,24,1597
Acushnet,-,1,745,1148,7,9,12,0,0,0,2,0,7,1930
Acushnet,-,2,670,1201,6,12,4,1,0,0,9,0,15,1918
Acushnet,-,2A,92,138,1,1,0,0,0,0,0,0,1,233
Acushnet,-,3,804,1321,3,18,10,7,0,0,9,0,18,2190
Adams,-,1,463,277,3,6,3,1,0,0,5,0,7,765
Adams,-,2,539,357,7,4,3,2,0,0,4,0,8,924
Adams,-,3,529,362,4,5,5,1,0,0,3,0,6,915
Adams,-,4,475,303,3,5,5,2,0,0,1,0,8,802
Adams,-,5,597,360,4,9,7,4,0,0,2,0,6,989
Agawam,-,1,746,949,7,12,11,5,0,0,8,0,8,1746
Agawam,-,2,929,1190,20,8,7,3,0,0,10,0,23,2190
Agawam,-,3,807,1039,22,15,6,4,0,0,12,0,14,1919
Agawam,-,4,796,807,8,8,6,1,0,0,12,0,16,1654
Agawam,-,5,989,1114,16,13,8,1,0,0,10,0,28,2179
Agawam,-,6,858,1051,15,12,5,3,0,0,10,0,18,1972
Agawam,-,7,907,1174,8,14,3,4,0,0,9,0,20,2139
Agawam,-,8,910,1050,13,15,15,3,0,0,10,0,17,2033
Alford,-,1,252,58,3,0,3,1,0,0,0,0,9,326
Amesbury,-,1,1324,710,7,8,16,2,0,0,0,0,28,2095
Amesbury,-,2,1130,528,10,10,13,7,0,0,0,0,22,1720
Amesbury,-,3,1205,540,4,6,18,2,0,0,0,0,27,1802
Amesbury,-,4,856,533,7,7,4,1,0,0,0,0,21,1429
Amesbury,-,5,1096,729,9,16,13,2,0,0,0,0,30,1895
Amesbury,-,6,956,460,17,10,12,1,0,0,0,0,24,1480
Amherst,-,1A,871,102,33,0,5,26,0,0,12,0,12,1061
Amherst,-,1B,478,49,7,3,3,9,0,0,4,0,3,556
Amherst,-,2A,552,62,10,3,2,8,0,2,0,0,2,641
Amherst,-,2B,1502,171,34,1,2,11,0,0,9,0,14,1744
Amherst,-,3A,511,63,5,2,2,4,0,0,8,0,11,606
Amherst,-,3B,1397,165,32,2,4,16,0,0,9,0,7,1632
Amherst,-,4A,751,55,22,3,5,15,0,0,7,0,5,863
Amherst,-,4B,473,28,16,1,2,6,0,2,4,0,4,536
Amherst,-,5A,610,42,15,1,8,8,0,0,2,0,7,693
Amherst,-,5B,2171,152,37,4,8,9,0,3,12,0,15,2411
Andover,-,1,1049,343,9,7,11,5,0,0,10,0,16,1450
Andover,-,2,1354,664,17,16,9,5,1,1,8,0,29,2104
Andover,-,3,1565,661,17,16,11,10,0,0,25,0,15,2320
Andover,-,4,749,465,4,3,2,2,0,0,17,0,18,1260
Andover,-,4A,421,247,16,3,1,3,0,0,3,0,6,700
Andover,-,5,1291,788,18,4,13,4,0,0,11,0,24,2153
Andover,-,6,1171,751,19,14,14,7,0,0,19,0,36,2031
Andover,-,7,1371,722,17,15,11,5,0,1,8,0,39,2189
Andover,-,8,1490,709,19,13,12,5,1,0,24,0,22,2295
Andover,-,9,1237,653,21,13,12,2,0,0,13,0,24,1975
Andover,-,10,1417,687,17,11,22,3,0,1,19,0,25,2202
Aquinnah,-,1,304,37,2,1,1,2,0,0,4,0,0,351
Arlington,-,1,756,186,11,4,8,8,0,0,5,0,10,988
Arlington,-,2,1131,188,13,2,10,13,0,0,9,0,17,1383
Arlington,-,3,1118,140,19,3,2,4,0,0,5,0,21,1312
Arlington,-,4,1006,172,24,3,6,11,2,0,4,0,13,1241
Arlington,-,5,1148,193,16,11,9,4,2,0,8,0,13,1404
Arlington,-,6,1055,135,25,5,8,9,0,1,4,0,17,1259
Arlington,-,7,1045,182,23,5,6,11,0,1,3,0,20,1296
Arlington,-,8,1193,190,13,4,3,5,0,0,8,0,13,1429
Arlington,-,9,887,194,8,4,1,5,0,0,11,0,9,1119
Arlington,-,10,1242,133,10,5,3,9,2,0,11,0,18,1433
Arlington,-,11,1149,283,13,4,6,9,0,0,8,0,17,1489
Arlington,-,12,1255,214,19,5,6,5,0,0,12,0,16,1532
Arlington,-,13,1028,348,5,5,2,7,3,0,15,0,18,1431
Arlington,-,14,1029,160,11,1,8,6,0,0,7,0,11,1233
Arlington,-,15,1011,208,18,5,6,7,0,0,8,0,14,1277
Arlington,-,16,1094,208,18,5,7,2,0,1,7,0,12,1354
Arlington,-,17,947,202,18,7,4,9,0,0,5,0,13,1205
Arlington,-,18,1027,295,9,5,13,3,0,0,8,0,11,1371
Arlington,-,19,1095,223,7,2,4,4,0,1,5,0,15,1356
Arlington,-,20,1043,201,10,3,8,11,0,0,7,0,14,1297
Arlington,-,21,1140,164,16,4,7,6,1,1,8,0,8,1355
Ashburnham,-,1,947,936,10,12,11,5,0,0,11,0,14,1946
Ashburnham,-,2,1018,859,13,15,9,5,0,0,14,0,14,1947
Ashby,-,1,936,1009,11,8,13,5,0,0,0,0,21,2003
Ashfield,-,1,919,235,21,8,9,10,0,0,2,0,12,1216
Ashland,-,1,975,476,11,12,9,1,0,0,0,0,14,1498
Ashland,-,2,1359,565,15,13,20,9,0,0,0,0,32,2013
Ashland,-,3,1004,436,19,12,8,0,2,0,0,0,33,1514
Ashland,-,4,985,480,11,4,14,2,0,0,0,0,25,1521
Ashland,-,5,1086,458,4,12,7,5,0,0,0,0,26,1598
Ashland,-,6,1180,506,9,9,16,2,0,0,0,0,40,1762
Athol,-,1,946,1066,8,14,3,2,0,0,17,0,24,2080
Athol,-,2,792,1010,7,22,11,6,0,0,9,0,9,1866
Athol,-,3,864,876,6,16,7,1,0,0,4,0,9,1783
Attleboro,1,A,973,903,19,13,4,4,1,0,12,0,14,1943
Attleboro,1,B,923,862,11,7,12,0,0,1,9,0,13,1838
Attleboro,2,A,1178,918,15,10,9,9,2,0,8,0,12,2161
Attleboro,2,B,989,902,25,13,10,5,0,0,12,0,16,1972
Attleboro,3,A,1078,738,15,4,16,6,0,1,7,0,26,1891
Attleboro,3,B,1167,824,22,9,6,7,0,1,8,0,17,2061
Attleboro,4,A,1005,651,15,14,7,11,0,0,4,0,19,1726
Attleboro,4,B,1324,1102,7,10,6,7,0,0,9,0,18,2483
Attleboro,5,A,837,482,9,5,8,10,0,0,4,0,8,1363
Attleboro,5,B,1072,840,8,13,8,10,0,0,10,0,17,1978
Attleboro,6,A,990,892,22,15,7,6,0,1,6,0,10,1949
Attleboro,6,B,1139,893,21,10,14,2,1,0,6,0,26,2112
Auburn,-,1,1081,837,20,9,11,4,0,0,14,0,19,1995
Auburn,-,2,1022,930,7,15,10,5,0,0,7,0,14,2010
Auburn,-,3,1094,988,13,15,4,2,0,0,9,0,21,2146
Auburn,-,4,1081,867,17,17,13,7,0,0,11,0,27,2040
Auburn,-,5,928,890,7,13,14,7,0,0,9,0,14,1882
Avon,-,1,1375,1125,15,11,10,6,0,0,8,0,33,2583
Ayer,-,1,914,546,12,8,6,1,0,0,0,0,32,1519
Ayer,-,2,1075,609,9,7,14,6,0,0,0,0,38,1758
Ayer,-,3,881,483,9,19,11,5,0,0,0,0,19,1427
Barnstable,-,1,1622,942,10,8,11,4,0,0,13,0,26,2636
Barnstable,-,2,1297,1029,13,17,13,6,0,0,17,0,18,2410
Barnstable,-,3,990,780,7,3,8,5,0,0,14,0,9,1816
Barnstable,-,4,1250,862,7,8,10,3,0,0,22,0,27,2189
Barnstable,-,5,1389,1211,10,13,15,1,0,0,23,0,35,2697
Barnstable,-,6,1283,1109,7,16,13,8,0,0,6,0,16,2458
Barnstable,-,7,1536,1063,13,10,19,6,0,0,30,0,23,2700
Barnstable,-,8,852,681,4,7,8,3,0,0,4,0,12,1571
Barnstable,-,9,508,341,2,4,2,3,0,0,7,0,6,873
Barnstable,-,10,1074,1033,9,11,14,5,0,0,12,0,21,2179
Barnstable,-,11,1265,1156,7,7,12,5,0,0,14,0,18,2484
Barnstable,-,12,1274,1105,12,9,11,9,0,0,11,0,23,2454
Barnstable,-,13,887,607,2,7,6,6,0,0,7,0,8,1530
Barre,-,1,760,767,5,4,10,2,2,1,3,0,17,1571
Barre,-,2,648,858,7,9,5,3,0,6,0,0,18,1554
Becket,-,1,743,448,8,7,9,4,0,0,16,0,12,1247
Bedford,-,1,1610,523,22,14,14,2,0,0,27,0,26,2238
Bedford,-,2,941,452,9,10,5,4,0,0,18,0,16,1455
Bedford,-,2A,271,141,1,2,4,2,0,0,8,0,7,436
Bedford,-,3,1578,557,24,9,20,4,0,0,15,0,23,2230
Bedford,-,4,1474,519,19,12,12,7,0,0,11,0,19,2073
Belchertown,-,A,1477,834,19,11,20,5,1,0,0,0,32,2399
Belchertown,-,B,1361,1175,14,18,12,2,2,0,0,0,27,2611
Belchertown,-,C,1361,1026,6,15,10,9,0,0,9,0,13,2449
Belchertown,-,D,1404,685,23,8,15,12,1,0,2,0,22,2172
Bellingham,-,1,912,876,6,11,12,5,0,0,15,0,10,1847
Bellingham,-,2,1034,1002,13,15,3,5,0,0,23,0,25,2120
Bellingham,-,3,1156,1017,16,9,8,3,0,0,12,0,17,2238
Bellingham,-,4,904,931,14,12,14,4,0,0,6,0,13,1898
Bellingham,-,5,888,1043,6,9,9,3,0,0,10,0,15,1983
Belmont,-,1,1379,310,21,13,13,5,0,1,11,0,40,1793
Belmont,-,2,1506,509,20,12,14,7,0,0,33,0,39,2140
Belmont,-,3,1357,329,18,13,13,12,0,0,12,0,24,1778
Belmont,-,4,1144,336,23,6,7,13,0,0,9,0,12,1550
Belmont,-,5,1362,338,31,8,7,11,0,1,12,0,20,1790
Belmont,-,6,1680,356,31,4,9,10,0,2,12,0,35,2139
Belmont,-,7,1411,315,21,12,9,11,0,1,13,0,22,1815
Belmont,-,8,1157,374,20,12,16,8,0,0,27,0,35,1649
Berkley,-,1,888,1323,7,10,10,1,0,0,8,0,20,2267
Berkley,-,2,724,1226,6,7,5,2,0,0,12,0,14,1996
Berlin,-,1,1385,941,16,14,26,9,0,0,16,0,22,2429
Bernardston,-,1,878,491,14,5,10,0,0,0,7,0,6,1411
Beverly,1,1,1260,705,11,12,7,6,0,0,1,0,25,2027
Beverly,1,2,1453,762,17,15,23,5,0,0,6,0,34,2315
Beverly,2,1,1422,593,20,8,10,24,0,0,7,0,41,2125
Beverly,2,2,1411,475,21,15,9,10,3,0,1,0,25,1970
Beverly,3,1,947,407,12,7,12,11,1,0,0,0,21,1418
Beverly,3,2,1137,667,10,11,10,7,0,0,4,0,24,1870
Beverly,4,1,715,293,6,5,5,4,1,0,0,0,25,1054
Beverly,4,2,1796,552,15,10,16,8,1,0,3,0,27,2428
Beverly,5,1,1206,734,7,10,15,6,0,0,3,0,28,2009
Beverly,5,2,1206,677,10,19,16,4,0,0,9,0,26,1967
Beverly,6,1,1554,676,20,9,18,3,0,0,10,0,34,2324
Beverly,6,2,1429,872,12,11,16,3,2,0,13,0,43,2401
Billerica,-,1,835,675,17,9,10,3,0,0,12,0,11,1572
Billerica,-,2,1078,960,8,11,9,6,0,0,25,0,10,2107
Billerica,-,3,979,1058,18,6,6,3,0,0,11,0,14,2095
Billerica,-,4,908,849,13,7,4,3,0,0,18,0,17,1819
Billerica,-,5,1147,1204,14,9,9,2,0,0,14,0,17,2416
Billerica,-,6,926,785,18,11,3,9,0,0,13,0,17,1782
Billerica,-,7,1042,800,20,9,13,4,0,0,13,0,17,1918
Billerica,-,8,976,960,15,7,9,3,0,0,8,0,15,1993
Billerica,-,9,987,1153,17,12,6,4,0,0,8,0,11,2198
Billerica,-,10,1065,1211,8,13,9,2,0,0,9,0,19,2336
Billerica,-,11,845,837,18,6,9,3,0,0,7,0,10,1735
Billerica,-,12,955,891,12,10,8,2,0,0,16,0,16,1910
Blackstone,-,1,712,826,5,7,9,1,0,0,1,0,13,1574
Blackstone,-,2,746,916,10,11,5,2,0,0,4,0,12,1706
Blackstone,-,3,787,1041,10,7,10,2,0,0,4,0,13,1874
Blandford,-,1,308,492,1,5,5,0,0,0,4,0,5,820
Bolton,-,1,2459,1098,25,18,37,9,0,0,30,0,30,3706
Boston,1,1,812,231,20,3,8,8,0,1,6,0,10,1099
Boston,1,2,602,215,11,4,6,11,0,0,7,0,4,860
Boston,1,3,1610,500,29,12,14,18,0,0,10,0,19,2212
Boston,1,4,630,206,14,7,4,10,0,0,3,0,4,878
Boston,1,5,690,220,16,3,8,11,0,0,6,0,6,960
Boston,1,6,549,195,10,7,5,17,0,0,6,0,8,797
Boston,1,7,624,217,12,1,6,5,0,0,7,0,3,875
Boston,1,8,776,262,9,2,4,20,0,0,5,0,10,1088
Boston,1,9,562,210,7,6,4,5,0,0,3,0,7,804
Boston,1,10,301,149,3,2,1,8,0,0,4,0,10,478
Boston,1,11,690,349,5,2,3,14,0,0,9,0,9,1081
Boston,1,12,566,393,11,5,6,16,0,0,3,0,10,1010
Boston,1,13,775,490,24,6,5,14,0,0,10,0,17,1341
Boston,1,14,395,249,5,5,1,0,0,0,8,0,19,682
Boston,1,15,0,0,0,0,0,0,0,0,0,0,0,0
Boston,2,1,1008,467,7,8,7,5,0,0,20,0,22,1544
Boston,2,2,979,341,11,6,6,3,0,0,21,0,17,1384
Boston,2,3,1139,338,9,2,15,6,0,0,28,0,20,1557
Boston,2,4,1060,273,12,6,6,2,0,0,12,0,15,1386
Boston,2,5,1086,330,6,7,9,1,0,0,17,0,19,1475
Boston,2,6,888,339,5,4,9,4,0,0,12,0,13,1274
Boston,2,7,621,209,11,5,9,4,0,0,14,0,8,881
Boston,2,8,566,221,6,12,1,10,0,0,2,0,9,827
Boston,3,1,904,386,13,7,8,4,0,0,9,0,19,1350
Boston,3,2,943,409,11,1,8,2,0,0,16,0,11,1401
Boston,3,3,597,239,6,2,12,0,0,0,6,0,7,869
Boston,3,4,685,263,5,5,2,2,0,1,6,0,8,977
Boston,3,5,1004,218,21,5,9,6,0,0,11,0,16,1290
Boston,3,6,678,169,9,8,5,6,0,0,10,0,19,904
Boston,3,7,1008,105,7,2,3,2,0,0,19,0,9,1155
Boston,3,8,865,201,19,4,9,7,0,1,8,0,12,1126
Boston,3,9,657,154,13,3,4,5,0,0,6,0,8,850
Boston,3,10,1114,282,14,9,13,5,0,0,17,0,15,1469
Boston,3,11,783,288,5,3,7,5,0,0,10,0,15,1116
Boston,3,12,1014,210,9,7,9,7,0,0,9,0,15,1280
Boston,3,13,638,237,10,3,10,0,0,0,7,0,15,920
Boston,3,13A,0,0,0,0,0,0,0,0,0,0,0,0
Boston,3,14,766,227,8,9,5,5,0,0,3,0,15,1038
Boston,3,15,913,159,15,4,11,4,0,4,4,0,6,1120
Boston,3,16,1269,149,11,5,3,3,0,0,5,0,9,1454
Boston,3,17,740,140,6,2,6,5,0,0,9,0,10,918
Boston,4,1,955,130,7,2,6,3,0,0,9,0,8,1120
Boston,4,2,776,178,7,4,7,3,0,0,9,0,6,990
Boston,4,3,1115,159,12,4,13,5,0,1,13,0,8,1330
Boston,4,4,1190,175,6,2,11,4,0,0,11,0,14,1413
Boston,4,5,955,152,10,5,5,3,0,0,12,0,14,1156
Boston,4,6,754,159,2,3,3,1,0,0,6,0,9,937
Boston,4,7,642,107,11,5,5,10,1,0,3,0,4,788
Boston,4,8,636,152,13,3,3,5,0,0,6,0,7,825
Boston,4,9,213,39,5,2,0,3,0,0,0,0,2,264
Boston,4,10,236,35,2,0,1,3,0,0,1,0,0,278
Boston,4,11,49,7,2,0,0,0,0,0,0,0,0,58
Boston,4,12,221,33,5,0,1,1,0,0,3,0,1,265
Boston,5,1,528,147,12,4,2,4,0,0,3,0,25,725
Boston,5,2,738,110,16,0,6,14,0,0,7,0,11,902
Boston,5,3,1206,240,14,4,12,8,1,0,21,0,18,1524
Boston,5,4,716,99,6,2,4,5,0,0,7,0,6,845
Boston,5,5,803,196,4,1,5,5,0,0,12,0,11,1037
Boston,5,6,943,207,11,1,12,6,0,0,23,0,15,1218
Boston,5,7,1219,272,11,4,4,3,0,0,23,0,16,1552
Boston,5,8,1028,240,9,5,12,3,0,0,19,0,19,1335
Boston,5,9,1033,217,9,6,14,2,0,2,7,0,12,1302
Boston,5,10,538,115,11,3,3,3,0,0,8,0,9,690
Boston,5,11,488,88,7,3,4,2,0,0,4,0,5,601
Boston,5,12,573,91,8,3,4,4,0,0,6,0,5,694
Boston,5,13,889,187,6,1,11,2,0,0,7,0,11,1114
Boston,5,14,819,120,7,4,3,2,0,0,6,0,11,972
Boston,5,15,654,125,9,5,6,9,0,0,10,0,3,821
Boston,6,1,1134,307,11,7,11,6,2,0,9,0,10,1497
Boston,6,2,599,347,10,4,4,6,0,0,4,0,11,985
Boston,6,3,741,411,6,3,10,2,0,0,10,0,13,1196
Boston,6,4,572,344,2,6,4,2,0,0,10,0,10,950
Boston,6,5,794,372,7,13,13,2,0,0,16,0,15,1232
Boston,6,6,737,525,5,8,8,2,0,0,14,0,7,1306
Boston,6,7,679,495,5,6,7,4,0,0,11,0,13,1220
Boston,6,8,812,561,6,4,11,4,0,0,10,0,18,1426
Boston,6,9,736,576,3,5,8,5,0,0,12,0,14,1359
Boston,6,10,686,322,7,6,13,0,0,0,12,0,15,1061
Boston,6,11,852,251,21,7,14,6,0,0,16,0,13,1180
Boston,6,12,1366,659,12,6,10,2,0,0,19,0,25,2099
Boston,6,12A,0,0,0,0,0,0,0,0,0,0,0,0
Boston,7,1,585,457,6,4,10,1,0,0,13,0,7,1083
Boston,7,2,693,497,5,8,8,2,0,0,7,0,40,1260
Boston,7,3,814,532,8,4,9,1,0,0,15,0,16,1399
Boston,7,4,588,390,12,4,9,4,0,0,10,0,9,1026
Boston,7,5,767,361,10,3,11,9,0,0,13,0,11,1185
Boston,7,6,636,285,6,4,9,5,0,0,9,0,7,961
Boston,7,7,351,214,2,8,4,4,0,0,4,0,2,589
Boston,7,8,666,265,13,1,4,5,0,0,8,0,8,970
Boston,7,9,518,199,8,3,5,11,0,0,3,0,6,753
Boston,7,10,593,92,4,2,1,15,0,0,3,0,10,720
Boston,8,1,1125,213,13,10,6,4,0,0,10,0,10,1391
Boston,8,2,792,97,12,2,5,7,0,0,4,0,6,925
Boston,8,3,707,114,7,13,1,14,0,0,3,0,6,865
Boston,8,4,497,115,14,1,3,2,0,0,4,0,2,638
Boston,8,5,802,129,7,5,3,6,0,0,2,0,8,962
Boston,8,6,147,47,4,1,1,4,0,0,0,0,2,206
Boston,8,6A,0,0,0,0,0,0,0,0,0,0,0,0
Boston,9,1,1013,171,6,10,6,6,0,1,4,0,9,1226
Boston,9,2,982,95,6,4,5,8,0,0,10,0,12,1122
Boston,9,3,714,170,9,2,2,12,0,0,4,0,13,926
Boston,9,4,698,133,10,6,5,5,0,0,3,0,10,870
Boston,9,5,767,66,22,3,1,12,1,0,4,0,9,885
Boston,9,6,916,111,15,5,3,7,0,0,12,0,8,1077
Boston,9,7,273,65,2,4,3,3,0,0,1,0,3,354
Boston,10,1,440,76,8,5,0,5,0,1,3,0,3,541
Boston,10,2,421,66,6,5,6,6,0,0,6,0,6,522
Boston,10,3,346,72,4,2,3,3,0,0,2,0,3,435
Boston,10,4,704,212,19,10,3,9,0,0,4,0,7,968
Boston,10,5,460,83,9,0,4,14,0,0,12,0,7,589
Boston,10,6,573,97,13,5,1,11,0,0,8,0,7,715
Boston,10,7,711,146,10,3,6,13,0,0,2,0,7,898
Boston,10,8,1016,128,16,4,3,17,0,1,10,0,5,1200
Boston,10,9,1228,94,31,2,5,26,0,0,9,0,14,1409
Boston,10,9A,0,0,0,0,0,0,0,0,0,0,0,0
Boston,11,1,513,42,19,2,2,10,0,0,0,0,2,590
Boston,11,2,793,100,16,6,3,7,0,0,8,0,7,940
Boston,11,3,562,98,10,4,1,7,0,0,4,0,10,696
Boston,11,4,1012,116,22,5,2,24,0,0,11,0,19,1211
Boston,11,5,840,110,21,7,1,23,0,3,3,0,10,1018
Boston,11,6,803,63,19,1,4,11,1,2,4,0,6,914
Boston,11,7,975,117,27,2,6,23,0,0,7,0,9,1166
Boston,11,8,1464,94,36,2,9,37,0,0,17,0,12,1671
Boston,11,9,737,40,23,1,3,23,0,0,5,0,7,839
Boston,11,10,857,44,16,1,5,21,0,1,5,0,4,954
Boston,12,1,777,94,18,7,1,9,0,0,3,0,8,917
Boston,12,2,950,132,8,3,1,18,0,0,5,0,9,1126
Boston,12,3,425,70,11,3,1,5,0,0,5,0,5,525
Boston,12,4,552,74,10,5,1,14,0,0,0,0,6,662
Boston,12,5,314,41,0,3,3,7,0,0,3,0,9,380
Boston,12,6,468,39,10,2,1,3,0,0,3,0,3,529
Boston,12,7,994,196,16,10,0,17,3,0,1,0,14,1251
Boston,12,8,355,60,6,3,1,5,0,0,2,0,2,434
Boston,12,9,481,60,5,3,2,7,0,0,4,0,7,569
Boston,13,1,623,108,9,8,1,6,0,0,1,0,9,765
Boston,13,2,261,41,2,2,0,2,0,0,1,0,5,314
Boston,13,3,652,131,25,7,4,7,0,0,3,0,4,833
Boston,13,4,477,101,6,2,0,6,0,0,4,0,5,601
Boston,13,5,453,81,9,3,0,9,0,0,1,0,4,560
Boston,13,6,646,101,7,5,2,10,0,0,5,0,10,786
Boston,13,7,610,279,12,7,5,11,0,0,4,0,7,935
Boston,13,8,562,191,9,1,4,10,0,0,7,0,6,790
Boston,13,9,701,157,10,3,4,7,0,0,2,0,6,890
Boston,13,10,905,369,7,4,13,10,0,0,12,0,6,1326
Boston,14,1,952,190,13,11,0,9,0,0,3,0,11,1189
Boston,14,2,1070,172,5,13,1,12,0,1,2,0,9,1285
Boston,14,3,276,43,1,1,0,3,0,0,1,0,4,329
Boston,14,4,613,94,6,3,2,3,0,0,4,0,8,733
Boston,14,5,493,39,2,2,1,3,0,0,1,0,3,544
Boston,14,6,495,73,3,6,2,5,0,0,5,0,5,594
Boston,14,7,472,67,5,4,1,1,0,0,6,0,6,562
Boston,14,8,610,56,3,10,1,3,0,0,2,0,7,692
Boston,14,9,494,121,1,6,0,4,0,1,2,0,3,632
Boston,14,10,571,111,10,2,2,4,0,0,2,0,6,708
Boston,14,11,580,74,2,4,1,1,0,0,1,0,5,668
Boston,14,12,348,29,2,3,1,1,0,0,0,0,4,388
Boston,14,13,519,53,3,3,0,4,0,0,4,0,11,597
Boston,14,14,574,63,1,6,0,2,0,0,4,0,11,661
Boston,15,1,707,114,2,5,1,3,1,0,2,0,6,841
Boston,15,2,424,74,5,4,2,6,0,0,0,0,8,523
Boston,15,3,294,62,6,2,1,7,0,0,1,0,5,378
Boston,15,4,754,216,10,4,3,10,0,0,2,0,5,1004
Boston,15,5,544,72,6,2,0,7,0,0,1,0,5,637
Boston,15,6,353,194,2,4,2,6,0,0,1,0,8,570
Boston,15,7,462,70,2,3,1,4,0,0,2,0,6,550
Boston,15,8,332,165,8,5,4,4,0,0,3,0,7,528
Boston,15,9,403,145,5,3,1,8,0,0,6,0,3,574
Boston,16,1,436,188,6,2,5,9,0,0,5,0,13,664
Boston,16,2,439,228,6,3,4,5,0,0,4,0,6,695
Boston,16,3,638,152,7,6,1,10,0,0,4,0,6,824
Boston,16,4,604,198,6,2,1,11,0,1,1,0,8,832
Boston,16,5,676,285,9,7,2,4,0,0,4,0,12,999
Boston,16,6,855,307,13,8,6,7,0,1,5,0,10,1212
Boston,16,7,576,352,7,6,7,8,0,0,7,0,13,976
Boston,16,8,965,451,14,5,2,16,1,1,11,0,22,1488
Boston,16,9,587,588,4,9,5,6,0,0,11,0,22,1232
Boston,16,10,550,411,5,3,1,5,0,0,3,0,7,985
Boston,16,11,398,229,12,1,1,2,0,0,1,0,4,648
Boston,16,12,480,526,2,4,3,3,0,0,12,0,14,1044
Boston,17,1,544,85,2,2,1,3,0,0,5,0,4,646
Boston,17,2,407,72,8,3,1,2,0,0,2,0,3,498
Boston,17,3,926,118,10,5,1,6,0,0,6,0,10,1082
Boston,17,4,1071,229,11,6,6,4,0,1,6,0,11,1345
Boston,17,5,407,60,3,4,1,3,0,0,2,0,6,486
Boston,17,6,737,92,8,3,1,9,0,0,4,0,4,858
Boston,17,7,356,46,2,1,0,4,0,0,3,0,2,414
Boston,17,8,577,87,6,5,3,7,0,0,3,0,4,692
Boston,17,9,557,43,3,2,4,11,0,0,3,0,5,628
Boston,17,10,776,99,3,5,2,13,0,0,3,0,8,909
Boston,17,11,311,36,3,1,1,7,0,0,3,0,2,364
Boston,17,12,574,68,2,1,2,7,0,2,1,0,1,658
Boston,17,13,688,185,11,11,4,5,0,1,5,0,11,921
Boston,17,14,798,121,5,4,1,6,0,0,8,0,7,950
Boston,18,1,1228,101,3,10,3,2,0,0,2,0,9,1358
Boston,18,2,734,66,4,3,0,6,0,0,2,0,6,821
Boston,18,3,898,77,6,3,2,6,0,1,1,0,8,1002
Boston,18,4,934,88,3,9,3,2,0,0,2,0,8,1049
Boston,18,5,995,78,5,4,1,4,0,1,4,0,6,1098
Boston,18,6,1262,89,9,4,2,9,0,0,3,0,7,1385
Boston,18,7,821,191,14,4,5,13,0,0,2,0,6,1056
Boston,18,8,1438,226,14,14,2,8,0,0,7,0,18,1727
Boston,18,9,887,207,9,2,4,5,0,2,1,0,16,1133
Boston,18,10,1304,272,16,0,7,12,0,0,11,0,11,1633
Boston,18,11,693,131,2,5,1,7,0,1,3,0,6,849
Boston,18,12,873,207,8,6,4,8,0,0,6,0,11,1123
Boston,18,13,538,93,6,3,1,6,0,0,3,0,3,653
Boston,18,14,532,102,1,6,1,11,0,0,3,0,4,660
Boston,18,15,874,108,3,4,1,6,0,0,4,0,13,1013
Boston,18,16,858,320,7,4,4,8,0,0,13,0,13,1227
Boston,18,17,846,223,5,3,2,6,0,0,4,0,11,1100
Boston,18,18,1000,285,5,6,2,11,0,0,11,0,5,1325
Boston,18,19,1370,354,16,10,5,11,2,1,12,0,20,1801
Boston,18,20,944,508,6,10,5,8,0,0,6,0,19,1506
Boston,18,21,1086,96,10,6,0,6,0,0,5,0,11,1220
Boston,18,22,956,353,12,6,4,11,0,0,10,0,11,1363
Boston,18,23,641,159,3,6,0,5,0,0,2,0,5,821
Boston,19,1,918,45,18,2,4,24,1,2,7,0,9,1030
Boston,19,2,1025,207,26,3,5,8,2,1,11,0,13,1301
Boston,19,3,570,46,21,2,0,4,0,0,4,0,3,650
Boston,19,4,1288,52,18,1,5,25,0,0,8,0,9,1406
Boston,19,5,873,68,22,3,4,16,1,1,4,0,10,1002
Boston,19,6,1293,58,15,4,7,23,0,2,6,0,14,1422
Boston,19,7,1048,103,28,2,2,19,0,0,3,0,6,1211
Boston,19,8,828,58,8,0,1,5,0,0,10,0,3,913
Boston,19,9,624,48,7,1,7,4,0,0,3,0,5,699
Boston,19,10,1119,176,17,1,6,9,0,1,10,0,11,1350
Boston,19,11,752,149,6,5,0,9,0,1,2,0,13,937
Boston,19,12,841,111,11,1,2,6,1,0,5,0,11,989
