iter	RMSE
219	9.687109844
220	9.678574698
221	9.659022427
222	9.645865157
223	9.619670714
224	9.597905348
225	9.563328536
226	9.540095614
227	9.531811217
228	9.528290264
229	9.510645597
230	9.492354574
231	9.473088132
232	9.444437258
233	9.423695892
234	9.402796562
235	9.397621779
236	9.37237981
237	9.350362707
238	9.324917413
239	9.309076681
240	9.288021934
241	9.270730359
242	9.25015102
243	9.231204195
244	9.206809475
245	9.203334187
246	9.186128362
247	9.164529111
248	9.146105678
249	9.128144877
250	9.113636363
251	9.103798224
252	9.082334517
253	9.058773189
254	9.03678062
255	9.025697586
256	9.020152183
257	9.001170384
258	8.985886908
259	8.982290207
260	8.963495107
261	8.951222448
262	8.925948028
263	8.90512642
264	8.885387778
265	8.865168961
266	8.846263073
267	8.831651629
268	8.815151431
269	8.794778008
270	8.772121717
271	8.760367239
272	8.746799049
273	8.743761777
274	8.739652271
275	8.719967367
276	8.702315649
277	8.68932164
278	8.671414818
279	8.649331252
280	8.623020134
281	8.611950881
282	8.593892877
283	8.577233234
284	8.560830797
285	8.557393859
286	8.539134856
287	8.525948273
288	8.523103616
289	8.502130176
290	8.483922106
291	8.463567298
292	8.450151446
293	8.438986061
294	8.437593285
295	8.424827148
296	8.412838014
297	8.399531324
298	8.389725703
299	8.388302993
300	8.380339473
301	8.370064875
302	8.368607321
303	8.356099346
304	8.339498455
305	8.32378334
306	8.30467774
307	8.280307661
308	8.265437969
309	8.251106017
310	8.248628653
311	8.235068031
312	8.226365805
313	8.214762825
314	8.19646344
315	8.180832983
316	8.173281558
317	8.171895359
318	8.153650699
319	8.144208315
320	8.128512575
321	8.127037475
322	8.116028942
323	8.092523653
324	8.079595916
325	8.06177182
326	8.048474332
327	8.037878777
328	8.027913947
329	8.016234131
330	7.997885845
331	7.976887802
332	7.968309486
333	7.95188102
334	7.941875361
335	7.933392258
336	7.918662864
337	7.896186405
338	7.875066179
339	7.862853681
340	7.845002823
341	7.833984508
342	7.826590042
343	7.812329457
344	7.791432036
345	7.790432148
346	7.789533602
347	7.776129017
348	7.770101567
349	7.760510636
350	7.745804165
351	7.734136392
352	7.720607281
353	7.705047314
354	7.703111489
355	7.681109334
356	7.679230383
357	7.671430552
358	7.654615606
359	7.653754832
360	7.637377694
361	7.636536683
362	7.617183902
363	7.601814287
364	7.590341457
365	7.574773433
366	7.554990008
367	7.551963797
368	7.544693616
369	7.543058007
370	7.536614439
371	7.534642411
372	7.523918777
373	7.516919176
374	7.507468463
375	7.495649429
376	7.487908556
377	7.470026149
378	7.458304723
379	7.452629228
380	7.438955411
381	7.428310157
382	7.411970961
383	7.390113588
384	7.37036748
385	7.359696901
386	7.35150475
387	7.337622043
388	7.318795572
389	7.302742296
390	7.300795697
391	7.28709664
392	7.276347258
393	7.265210486
394	7.254284764
395	7.244261285
396	7.238090271
397	7.224005863
398	7.202906146
399	7.191889414
400	7.182213139
401	7.168272274
402	7.166411416
403	7.165082321
404	7.163801842
405	7.157832729
406	7.146878329
407	7.139388286
408	7.132350641
409	7.121451554
410	7.099861769
411	7.092392307
412	7.089984674
413	7.081273597
414	7.069572667
415	7.06271476
416	7.060045082
417	7.050786481
418	7.0482391
419	7.037130366
420	7.026593987
421	7.010020641
422	7.005797398
423	6.983948086
424	6.967552713
425	6.947884933
426	6.933791194
427	6.921018201
428	6.914969602
429	6.905100491
430	6.89476215
431	6.886142297
432	6.879648763
433	6.86677574
434	6.857869855
435	6.847134159
436	6.830309087
437	6.818078421
438	6.801737442
439	6.79366626
440	6.778068707
441	6.772334418
442	6.771061819
443	6.751783942
444	6.738091437
445	6.72874603
446	6.715641556
447	6.705270239
448	6.695769057
449	6.685042741
450	6.674279743
451	6.660145434
452	6.656770324
453	6.643083938
454	6.631452621
455	6.617778915
456	6.606540599
457	6.597490959
458	6.587874577
459	6.572208161
460	6.556980548
461	6.550296782
462	6.54240883
463	6.527425892
464	6.51603963
465	6.504478245
466	6.501698195
467	6.48772896
468	6.469415209
469	6.456848338
470	6.447359169
471	6.443602989
472	6.439288786
473	6.424451529
474	6.411340211
475	6.402551321
476	6.398322555
477	6.381885745
478	6.377352761
479	6.371286513
480	6.356471731
481	6.35170524
482	6.336413566
483	6.321170035
484	6.319467989
485	6.312774252
486	6.300526447
487	6.288286784
488	6.280693655
489	6.273176485
490	6.268823046
491	6.266177538
492	6.265097926
493	6.25108648
494	6.246555432
495	6.239290571
496	6.223803937
497	6.209035717
498	6.196914428
499	6.192270844
500	6.189457181
501	6.184539124
502	6.172898319
503	6.170135983
504	6.165900533
505	6.153158194
506	6.144767999
507	6.130283518
508	6.121330508
509	6.11019126
510	6.098913167
511	6.083165854
512	6.075404214
513	6.071945437
514	6.064672365
515	6.061789074
516	6.057430373
517	6.046774176
518	6.038764135
519	6.034433335
520	6.01864686
521	6.004922692
522	6.0021966
523	5.996512418
524	5.994221891
525	5.979098135
526	5.972989361
527	5.962965654
528	5.947402313
529	5.945097208
530	5.938491802
531	5.936204604
532	5.928981476
533	5.918093622
534	5.914398839
535	5.903801748
536	5.902515774
537	5.899653133
538	5.88809731
539	5.885370388
540	5.874243392
541	5.867844503
542	5.863371876
543	5.851600051
544	5.84395244
545	5.837122131
546	5.827243985
547	5.824926444
548	5.813903281
549	5.809770646
550	5.796834865
551	5.785745554
552	5.775079162
553	5.761550836
554	5.747098667
555	5.73885408
556	5.736881097
557	5.732725583
558	5.72338241
559	5.718578486
560	5.71337758
561	5.705718643
562	5.704677987
563	5.701168657
564	5.69407959
565	5.688211671
566	5.68488199
567	5.675386077
568	5.664769671
569	5.655505855
570	5.64836581
571	5.638415088
572	5.627207711
573	5.622072599
574	5.613092776
575	5.610227009
576	5.603382114
577	5.600337626
578	5.589042014
579	5.586930478
580	5.585959462
581	5.576421602
582	5.575324658
583	5.573549364
584	5.570056825
585	5.560887391
586	5.556465207
587	5.550353573
588	5.544144594
589	5.541100411
590	5.534437005
591	5.522210805
592	5.520094346
593	5.516769342
594	5.514198335
595	5.50987438
596	5.508194392
597	5.502408487
598	5.50054747
599	5.499363224
600	5.4880836
601	5.486747299
602	5.47471803
603	5.461244927
604	5.453481599
605	5.444578413
606	5.439373067
607	5.437802279
608	5.435235777
609	5.425544395
610	5.419567107
611	5.41384332
612	5.408856385
613	5.406797083
614	5.403768925
615	5.395155475
616	5.39416933
617	5.388857541
618	5.38205383
619	5.368833014
620	5.357763384
621	5.354845738
622	5.350997263
623	5.337778667
624	5.332851484
625	5.32198345
626	5.320920332
627	5.31297105
628	5.307420063
629	5.30111884
630	5.290505625
631	5.280228315
632	5.274751903
633	5.266208411
634	5.257915685
635	5.252762628
636	5.246284863
637	5.239420041
638	5.2339307
639	5.228851986
640	5.222055191
641	5.213184079
642	5.206179622
643	5.200825091
644	5.196324385
645	5.185655224
646	5.184365117
647	5.180838694
648	5.170627998
649	5.166143814
650	5.165472755
651	5.164781772
652	5.164150181
653	5.161898491
654	5.151638092
655	5.150808202
656	5.145095169
657	5.13248585
658	5.131623074
659	5.127989277
660	5.122250041
661	5.115221118
662	5.111348056
663	5.099789796
664	5.099106883
665	5.08892171
666	5.080497771
667	5.072629203
668	5.071896675
669	5.059878854
670	5.051818744
671	5.04752119
672	5.046591134
673	5.040422554
674	5.039723691
675	5.027881821
676	5.019381873
677	5.016414997
678	5.014907137
679	5.014063053
680	5.012075983
681	5.010964013
682	4.998795965
683	4.992548721
684	4.992026803
685	4.984417893
686	4.978074528
687	4.967145476
688	4.956928698
689	4.952384444
690	4.942924741
691	4.935821045
692	4.928439822
693	4.923642061
694	4.916003564
695	4.907243531
696	4.899807678
697	4.895279281
698	4.894677851
699	4.884326741
700	4.875410233
701	4.869794819
702	4.866270399
703	4.858696467
704	4.852847039
705	4.851827871
706	4.842968489
707	4.834366396
708	4.826529642
709	4.82100142
710	4.817290796
711	4.808297513
712	4.803861012
713	4.797920931
714	4.789835432
715	4.785236333
716	4.776594168
717	4.768252454
718	4.759968114
719	4.753054102
720	4.747038382
721	4.745915564
722	4.740852079
723	4.729810171
724	4.726195268
725	4.725252762
726	4.719533823
727	4.711929581
728	4.711355121
729	4.704012472
730	4.693017968
731	4.680451137
732	4.675267539
733	4.669433856
734	4.668919607
735	4.658331422
736	4.654145626
737	4.651955789
738	4.650780547
739	4.647987606
740	4.641969244
741	4.635462785
742	4.633441905
743	4.632547334
744	4.63211149
745	4.623567289
746	4.622567817
747	4.618243193
748	4.617830193
749	4.615395512
750	4.614535229
751	4.607007783
752	4.600111236
753	4.59323641
754	4.583087015
755	4.579135582
756	4.57435198
757	4.568659602
758	4.562653811
759	4.557573737
760	4.548097
761	4.543287136
762	4.535007988
763	4.525399897
764	4.518746223
765	4.512816701
766	4.508286214
767	4.507881476
768	4.506735516
769	4.500704799
770	4.494604809
771	4.485156196
772	4.478579548
773	4.471047655
774	4.464063373
775	4.454373609
776	4.451817398
777	4.450079078
778	4.443660602
779	4.441137675
780	4.432979337
781	4.425850129
782	4.423357866
783	4.415957144
784	4.41050994
785	4.406629706
786	4.398962138
787	4.396462695
788	4.390033864
789	4.388385664
790	4.387491177
791	4.386344776
792	4.381689728
793	4.374903562
794	4.369230318
795	4.363873676
796	4.357174539
797	4.352447474
798	4.344770589
799	4.340285184
800	4.337769052
801	4.334364963
802	4.333748966
803	4.332551715
804	4.326577909
805	4.326232404
806	4.317096607
807	4.311012952
808	4.30445383
809	4.298748436
810	4.29489871
811	4.286366078
812	4.286080228
813	4.278318531
814	4.276797681
815	4.272329844
816	4.26586314
817	4.260395405
818	4.254384347
819	4.248481306
820	4.245289024
821	4.241799744
822	4.23375598
823	4.23235322
824	4.225267528
825	4.21969479
826	4.219367182
827	4.218208741
828	4.214789306
829	4.211867877
830	4.207647899
831	4.202480074
832	4.194400771
833	4.188866698
834	4.180580075
835	4.174581071
836	4.169537696
837	4.166015839
838	4.15303846
839	4.148714501
840	4.140110357
841	4.131505243
842	4.127795476
843	4.124977192
844	4.118922551
845	4.11558277
846	4.107929665
847	4.100868111
848	4.09657
849	4.096145946
850	4.090879768
851	4.090542167
852	4.083044355
853	4.076684739
854	4.071836171
855	4.063980697
856	4.057014772
857	4.052934832
858	4.046413386
859	4.041870747
860	4.035602187
861	4.029076591
862	4.025003338
863	4.017369318
864	4.005984457
865	4.003696901
866	3.994749561
867	3.994518995
868	3.991034946
869	3.987612865
870	3.976751429
871	3.976467085
872	3.974187453
873	3.972041274
874	3.968303597
875	3.962773409
876	3.957481957
877	3.952203672
878	3.94758815
879	3.940326826
880	3.933847667
881	3.927678786
882	3.926830501
883	3.922407125
884	3.914850977
885	3.914570647
886	3.911609028
887	3.908655182
888	3.901272387
889	3.89671599
890	3.891333791
891	3.887107635
892	3.88292516
893	3.88105627
894	3.877595107
895	3.870107616
896	3.863428976
897	3.857833301
898	3.851838874
899	3.847858921
900	3.842305142
901	3.837521018
902	3.831830278
903	3.827314666
904	3.82118225
905	3.816648664
906	3.814797968
907	3.8091291
908	3.807090727
909	3.806823461
910	3.798991554
911	3.793966069
912	3.793617082
913	3.791440868
914	3.786593849
915	3.786245498
916	3.781601286
917	3.776900634
918	3.774824057
919	3.76711938
920	3.762793343
921	3.760868798
922	3.755990941
923	3.752614814
924	3.745654386
925	3.740840816
926	3.73799957
927	3.737468956
928	3.735292316
929	3.730126505
930	3.72758274
931	3.716923715
932	3.715399058
933	3.714477005
934	3.714164315
935	3.712937181
936	3.71215088
937	3.711355255
938	3.710643396
939	3.703860343
940	3.70113601
941	3.698026954
942	3.692952157
943	3.687279265
944	3.684268907
945	3.678230311
946	3.672266425
947	3.672027094
948	3.667884833
949	3.656308288
950	3.650790831
951	3.645348864
952	3.64511082
953	3.639963004
954	3.630384913
955	3.625847573
956	3.620278621
957	3.613631429
958	3.607609939
959	3.597775282
960	3.594774453
961	3.589992753
962	3.582888587
963	3.581645326
964	3.58013569
965	3.575557335
966	3.564339156
967	3.561430818
968	3.559367933
969	3.558252793
970	3.55520223
971	3.545208173
972	3.545026172
973	3.535335613
974	3.535111183
975	3.534034317
976	3.531489324
977	3.524864556
978	3.522490265
979	3.516222373
980	3.511414455
981	3.505738561
982	3.498080754
983	3.49268444
984	3.487011006
985	3.483854557
986	3.482998084
987	3.480839704
988	3.47489019
989	3.472734854
990	3.463067204
991	3.457963558
992	3.45524465
993	3.452077289
994	3.450933193
995	3.450512105
996	3.441771277
997	3.432320709
998	3.429499919
999	3.422560667
