district,gender_female,total_population,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_multiracial,race_hispanic,total_households,ed_25yrs_older_total,median_age,median_household_income,median_family_income,ancestry_afghan,ancestry_albanian,ancestry_alsatian,ancestry_american,ancestry_arab,ancestry_armenian,ancestry_assyrian,ancestry_australian,ancestry_austrian,ancestry_basque,ancestry_belgian,ancestry_brazilian,ancestry_british,ancestry_bulgarian,ancestry_cajun,ancestry_canadian,ancestry_carpatho_rusyn,ancestry_celtic,ancestry_croatian,ancestry_cypriot,ancestry_czech,ancestry_czechoslovakian,ancestry_danish,ancestry_dutch,ancestry_eastern_european,ancestry_english,ancestry_estonian,ancestry_european,ancestry_finnish,ancestry_french,ancestry_french_canadian,ancestry_german,ancestry_german_russian,ancestry_greek,ancestry_guyanese,ancestry_hungarian,ancestry_icelander,ancestry_iranian,ancestry_irish,ancestry_israeli,ancestry_italian,ancestry_latvian,ancestry_lithuanian,ancestry_luxembourger,ancestry_macedonian,ancestry_maltese,ancestry_new_zealander,ancestry_northern_european,ancestry_norwegian,ancestry_pennsylvania_german,ancestry_polish,ancestry_portuguese,ancestry_romanian,ancestry_russian,ancestry_scandinavian,ancestry_scotch_irish,ancestry_scottish,ancestry_serbian,ancestry_slavic,ancestry_slovak,ancestry_slovene,ancestry_soviet_union,ancestry_subsaharan_african,ancestry_swedish,ancestry_swiss,ancestry_turkish,ancestry_ukrainian,ancestry_welsh,ancestry_west_indian,ancestry_yugoslavian,ancestry_other,poverty_total,below_poverty_level,above_poverty_level,ed_college_degree,ed_some_college,race_minority,vote_male_eligible,vote_female_eligible,vote_eligible,gender_female_pct,below_poverty_pct,ed_college_degree_pct,ed_some_college_pct,race_minority_pct,race_white_pct,race_black_pct,race_asian_pct,race_hispanic_pct,race_native_pct,poverty_pct,vote_female_pct,wwc_pct,white_college_pct,ancestry_french_candadian_pct,ancestry_portuguese_pct,area_m2,very_low_density_pct,low_density_pct,medium_density_pct,high_density_pct,density_type
Second Franklin,21295.74929630622,42310.519504924865,37920.957073152225,549.2638031574836,19.462962962962962,341.9558603476009,2.1,168,1419.3835205104724,1889.396284794111,17119.053743337423,30777.634782100646,45.241002570694086,83400.27266530335,97354.13924050632,7,0,0,1820.8277772645624,8.877593550410245,21,0,12,24.939003612076604,0,0,5.91044776119403,98.49805167669388,3.7241379310344827,4,193.27237501310574,0,18,0.04504504504504504,0,14.61937700619377,0,11,47.79547853181065,109.5668669430561,1952.6847898282672,0,573.7039967478372,151.10155603579196,1323.2951471150154,1641.3063031292725,805.1679281501581,0,58.8632949562,0,6.010689794271883,0,0,1593.8696145797664,0,979.0602552719361,0,101.02422559849825,0,55,0,0,23.467244996531722,70.64437118130834,8,1014.2475350719561,92.27301070167809,148.61088179507266,13.323304066193167,19.608073366332835,41.27178256295362,209.5475082306054,0,0,0.3515981735159817,0,0,25.235294117647058,183.06437966055512,2.626865671641791,0,11.33152472264423,50.61603287808683,137.3947203088964,0,2767.86252751807,42001.63122599863,6228.056301717308,35773.57492428131,8451.063971537596,17396.834718530197,4389.562431772631,16082.051977715444,17421.503244440344,33503.55522215579,0.5033204400581145,0.14828129574791843,0.19973907364937715,0.4111704352035961,0.1037463610264037,0.8962536389735961,0.012981731483905565,0.008082052982303795,0.044655473553667634,4.6000293049338497e-4,0.14828129574791843,0.5199896885247439,0.4854802680438803,0.18797436312620144,0.03879192036245803,0.00218085270002269,698086115.85,0.5925925925925926,0.2962962962962963,0.07407407407407407,0.037037037037037035,very low
First Hampden,21449.26414553318,42197.77865490504,37223.117153233376,874.498306024919,14,537.2505504352279,0,148,1843.8614423554993,1557.0512028560242,18017.729081206573,31593.76807571292,45.759249084249085,98230.50972762646,121416.7637947725,0,0,0,4212.737547660872,176.82863827854214,42.888888888888886,0,0,3.0761904761904764,0,0,9.864864864864865,35.96225234619395,0,0,52.067902386430234,0,0,0,0,9.864864864864865,0,5.918918918918919,105.1286249753403,28.794294294294296,1745.7861635581023,0,203.61904761904762,6,1223.7321291973662,1473.580615756403,468.5278530613259,0,6.260869565217392,0,0,6,0,2224.2756881407036,0,1548.7048572443555,0,49,0,0,0,0,13,34.941030481657705,0,2274.072020708476,192.66867250525786,0,93.0589966992827,38,37.06666666666666,415.1415361107617,0,0,7,0,0,72.96584869157927,64.61065064657367,3,9,85.6351469074206,12.36260301221938,128.92992606878818,0,1766.8464410247823,41952.22984769472,2904.019880972672,39048.20996672205,10235.198520927412,19171.352574891214,4974.6615016716705,16731.44682721407,17107.806534091225,33839.253361305295,0.5083031578734519,0.06922206260586286,0.2425530169403284,0.4543213691809521,0.11788917948393994,0.8821108205160602,0.020723799543492506,0.01273172587658896,0.03689889023755599,3.317710184342286e-4,0.06922206260586286,0.5055609930700705,0.46364290619218607,0.21918657070040182,0.03492081011674568,0.004565848692674304,510679441.365,0.56,0.44,0,0,very low
Second Hampden,21440.867968177336,42208.264138219885,34869.96046286015,1169.4627660265432,0,1928.8322543942127,0,58.398041795665634,1511.8697335249888,2669.7408796183176,15921.975548767536,30208.050747572855,45.106827309236955,124001.43960674158,154451.49054054054,0,15,0,2665.51460825978,139.61159420289854,110.73533834586466,0,0,3.4285714285714284,2.294117647058824,0,1.0705882352941178,12.933333333333334,0,0,419.95503515822804,0,0,0,0,0,0,3.0701754385964914,17,80,858.5258145363408,0,324.2978033318591,31,823.5193984962407,620.5876160990712,635.8919836676089,0,335.95896262395115,22,15.368421052631579,0,70.28421052631579,2448.3922653180266,6,2215.1177093629212,0,91,0,0,0,0,52,18.840579710144926,0,915.3144708318109,223.45463659147867,12,173.27028209910966,0,62.88421052631578,104.52366132723112,29,0,8,0,0,139.51798806479113,133.6475100795467,0,17,121.54396861719516,7.536231884057971,91.39174406604747,0,4393.566339634252,42243.23068463999,2711.791073591908,39531.43961104808,15215.461700587855,22660.032392053254,7338.303675359728,16034.631074104698,16734.478585979014,32769.10966008371,0.5079779613292004,0.06419468941275695,0.36048536966034916,0.5368624570261451,0.1738594046731915,0.8261405953268084,0.02770696189250736,0.045697976303357174,0.06325161515469309,0,0.06419468941275695,0.5106784639426258,0.29632501772046077,0.3180240078606431,0.014702988354764503,0.005294096811461595,185779285.303,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.058823529411764705,very low/low
Third Hampden,22089.160000709355,43909.53651438595,39233.45773626033,822.9623696923468,13,558.8691101730032,0,145.98491655969192,1087.918364224936,2047.3440174756438,18214.02636812196,33399.376599616226,48.19353327085287,97858.23617619494,118135.0222007722,86,15.75,0,4564.979410923663,232.0701923696576,13,0,0,0.4025279533300924,0,0,17.11764705882353,77.98461538461538,0,0,85.14843725431962,0,0,0,0,51.3372630043753,1.0588235294117647,44.12730015082956,4.529411764705882,24.48420029168692,1217.4585701105757,0,197.10772970345164,61.529411764705884,834.4910145293835,1276.7465879738609,630.703589701718,0,44.324725274725274,0,17.12177929022849,0,0,1674.3099120299655,0,2375.7585526014673,0.9948717948717949,46.35294117647059,0,0,0,0,13.68965010034529,39.80672268907563,0,1417.8117839644578,194.03619909502262,23.529411764705884,505.45291977497857,8.585055643879175,12.682034976152623,80.79516081066883,0,25.137396694214875,38.209631544925664,0.008264462809917356,0,170.28627450980392,77.2820176258679,0.0371900826446281,119.04761904761904,389.66162814398115,26.90818250377074,99,0,2168.991956276849,42914.871276523016,2706.1176340665647,40208.75364245645,11567.673463145951,21513.64503638634,4676.078778125622,17278.119651383688,17772.523211260243,35050.64286264393,0.5030606504687735,0.06305780615371372,0.2634433059742288,0.4899538174204569,0.10649346700786996,0.89350653299213,0.018742224013745215,0.012727738767862023,0.04662640920395228,2.960632480313439e-4,0.06305780615371372,0.5070527031674429,0.4545001502616918,0.23511046998508167,0.02907674936526748,0.004418999026132993,789097837.575,0.4074074074074074,0.4444444444444444,0.1111111111111111,0.037037037037037035,very low/low
Fourth Hampden,22464.827694235588,44188.55,37087.99085213033,278.7052631578947,41,1297.5464912280702,10,130.03947368421052,1424.4111528822054,3918.856766917293,17173.233709273183,30316.452506265665,43.10659186535764,102550.07648725212,122668.83805031447,0,225,15,3744.0459308807135,132.51170568561872,14,0,15.942028985507246,0,0,0,0,110.01538461538462,0,0,51.09230769230769,0,0,0,0,45.768115942028984,11,0.22564102564102564,8,94.63768115942028,980.740022296544,0,266.6202898550725,17,738.8515050167224,827.0167224080267,682.7763656633222,14,110.02051282051282,0,0,0,0,1973.6704570791528,0,1147.591973244147,0.005128205128205128,126,0,0,0,0,19.04102564102564,7,0,1668.4691192865107,327.1794871794872,40,887.0352285395763,11,18,84.31482720178371,0,0,56.01025641025641,50,0,16.066666666666666,36.04102564102564,0,0,760.275585284281,10.89520624303233,117.97101449275362,0,3895.5010033444814,41919.76365663322,4001.6234113712376,37918.14024526198,10360.519674185463,19773.476441102757,7100.559147869673,16723.77369007804,18058.816276477144,34782.589966555184,0.508385717436657,0.09545911193938796,0.2344616348394655,0.44747963988641304,0.16068776069524057,0.8393122393047594,0.006307182814504994,0.029363862159497656,0.08868489160466439,9.278421672582603e-4,0.09545911193938796,0.5191912475132358,0.39658052582962844,0.20734263390847701,0.018715633855558206,0.0074041688894405265,190358329.413,0.2777777777777778,0.5555555555555556,0.05555555555555555,0.1111111111111111,low
Fifth Hampden,21756.407843137255,41891.95810202869,17285.192462439525,1128.9197860962568,12,328.1818181818182,0,69,770.8196587726001,22297.844376538495,17157.42283337577,28869.800475341654,42.55035260930888,64601.07131537243,85574.30861723446,0,0,0,2570.149690721649,97.91752577319588,0,0,0,0,0,0,0,11,0,0,133.30666666666667,0,0,0,0,0,0,0,17,12,284.64852233676976,0,38.480000000000004,11,488.7429553264605,468.2515463917526,355,0,4.266666666666667,0,0,0,0,1862.1883161512028,0,405,0,15,0,0,0,0,0,0,0,992.924673539519,28.144329896907216,48,95.93278350515465,0,46.05154639175258,132.62886597938143,0,0,0,0,0,169.28481099656358,16,0,0,12.061855670103093,18,70.89333333333333,0,14628.076426116839,39722.35106529209,10534.149828178693,29188.2012371134,7165.178728461082,14283.77650454121,24606.765639589168,14227.86268041237,16331.996288659793,30559.858969072164,0.5193456889780395,0.2651945201044014,0.1710394799643919,0.3409670292745159,0.5873863804518018,0.4126136195481982,0.026948365205244174,0.007834005213662365,0.5322702825738451,2.8645116016715576e-4,0.2651945201044014,0.5344264286425028,0.21354692820240703,0.1327889962017008,0.011177599892831857,6.7183132925802e-4,60705898.2727,0.08695652173913043,0.34782608695652173,0.34782608695652173,0.21739130434782608,low/medium
Sixth Hampden,22537.3772453463,43288.39513285805,30511.146409600635,1586.979524340394,29,2386.059011519881,0,283.4230769230769,1201.4756436799914,7290.311466794076,18755.777726876706,31144.086867210648,42.19863636363636,74504.13539967373,96458.90737564322,16,84.25,0,2339.662463508721,829.1888927182197,10,0,6.057971014492754,16,0,0,84,9.5,51,0.9836065573770492,112.84943497780148,0,17,0,0,35.481884057971016,0,0,0,35.36231884057971,554.0846411393311,0,116.14221014492753,0,801.917682892103,845.2672193177569,182.94444910749257,0,139.8842701014832,0,6,0,16,1403.1878551739794,0,1612.0086887943808,0,0.46875,0,0,0,0,3,31.428571428571427,0,1564.0035775489023,332.2373894715906,159,178.00479885163617,19.2972972972973,41.61632766787406,167.07053211244155,0,2.875,1.3095238095238095,0,0,244.59195400316625,1.80327868852459,0,451.95238095238096,739.9751129692567,4.255434782608695,92.02898550724638,51,8440.009923589518,43955.348807028764,5776.842562188177,38178.50624484059,9923.056745953678,18807.905008290945,12777.24872325742,16323.910917630537,17125.614669665614,33449.52558729615,0.5206332361404479,0.13142524673275757,0.22923133822583278,0.43447914736887083,0.29516568318234676,0.7048343168176533,0.03666062277129321,0.05512006172085468,0.16841260676029005,6.699255056925766e-4,0.13142524673275757,0.5119837835957165,0.35595384374256095,0.18350923700220825,0.019526416184372633,0.007674975901784028,63052214.6392,0,0.34615384615384615,0.38461538461538464,0.2692307692307692,low/medium
Seventh Hampden,21591.019436261995,42597.28476231622,36228.16406137492,795.0049382716049,42.01234567901235,559.9,0,298,1289.285913095846,3384.917503894846,17174.598186769308,31436.102423314092,47.77912205567452,95397.85492801772,114116.81691648823,0,30,0,2809.270063784603,34.53442772457821,83.248645494707,0,0,35.366190428204064,0,0,218.89335580163697,46.36208492421613,0,5.825581395348838,71.60956843688535,0,0,0,0,1.9418604651162792,0,9,34.33026726830961,52.664796174167925,956.2563777101724,0,564.4573643410853,13.651162790697676,1318.9156305757738,1404.357331870281,357.37840759575323,0,79.50468587296078,0,10.949323151683444,0,71.5891472868217,1629.241315560087,0,631.0115253791499,19,9.833044081916002,0,0,0,0,0,80.65081568899687,2.5891472868217056,1812.8616107055736,3029.98385230636,49.53867757984273,83.46345903859635,2,71.83853985884531,168.34621755380311,0,0,22.83433358339585,2,0,93.74593648412103,165.52111535346523,5.343283582089552,333.7849462365591,71.92831541218638,21.314687392948617,64.44878548434299,0,3289.0123467360845,42268.89534858107,3249.2680568810624,39019.62729170001,12108.769269340037,21006.844932772998,6369.120700941309,16859.27902176012,17700.763708486385,34560.04273024651,0.5068637486341039,0.07687137385742297,0.2842615283322491,0.49314985802467737,0.14951940567291194,0.8504805943270882,0.018663277312334886,0.013144030262119352,0.07946322219319764,9.862681603635605e-4,0.07687137385742297,0.5121742425681349,0.40173909789925993,0.25031589825880063,0.03296823587950021,0.07113091524995137,767741498.58,0.41379310344827586,0.5172413793103449,0.034482758620689655,0.034482758620689655,low
Eighth Hampden,22041.75692832317,42471.913687534405,28552.128947551453,1867.4330567131078,0,947.0446775446776,0,52.57692307692308,1365.276954276187,9687.453128372055,19335.13537122156,31578.49131209796,45.674805194805195,71987.96602658789,90854.91224862888,0,0,0,1593.095902117903,151.08878602987588,0,0,0,0,0,0,0,54.5,0,11.01639344262295,379.1913887030222,0,0,0,0,0,0,25,12,25,721.3927458182867,0,79.95750000000001,57,1557.9329141847716,1857.903874321826,287,0,257.503825136612,0,0,0,29,1360.2066583989517,0,618.1760308631649,0,80.53125,0,0,0,0,0,15,0,2630.08715095959,340.2849472981689,0,174.2801516815954,0,35.06185567010309,104.15463917525773,0,0,10,0,0,558.1232350002701,20.19672131147541,0,0,75.26111205002536,0,167.10666666666668,0,7054.067020278535,42269.99188387633,6962.00258753028,35307.98929634605,7316.048993575334,16693.408317882742,13919.784739982952,16009.331845133187,17886.72383687352,33896.05568200671,0.5189725400763487,0.1647031919631359,0.17225616550738587,0.39304582413441597,0.3277409358662461,0.6722590641337539,0.04396865821615199,0.022298140001698045,0.22809080842560064,0,0.1647031919631359,0.527693369537638,0.4117014803423199,0.1439955991358121,0.043744293887730434,0.008011999407458847,54164995.0059,0.043478260869565216,0.2608695652173913,0.6521739130434783,0.043478260869565216,medium
Ninth Hampden,22542.694987133607,41646.649163684604,10390.804380101323,6341.271836174662,4.684210526315789,435.2519671504966,0,124.2186974789916,1222.0968376824412,23128.32123457038,15356.689643058182,26728.840616581558,36.080434782608684,65507.88555347092,82985.51434878587,0,0,0,1467.3885159744068,149.39326823047753,33,0,0,1,0,0,0,0,0,0,26.123063683304647,0,0,0,0,0,4.090909090909091,0,0,31.633333333333333,172.44797821574295,9.6610169491525415,30.5,0,465.07920726750024,181.24531955131428,30.594700558747732,0,196.4548192771084,0,0,0,5,645.7171815161269,0,257.2944160827957,0,0,0,0,0,0,1.1111111111111112,0,0,514.91560491718,196.77349768875192,0,33.37602357481875,0,112.88274743997636,18.919600479841446,0.3488372093023256,0,0,0,0,213.42814893686,0.27906976744186046,0,0.7674418604651163,0,0,754.3250072823685,0,19560.297514142854,41169.89788637536,7605.164128786194,33564.73375758917,4677.61933325962,11913.593815588438,31255.84478358329,13409.255450517127,16320.012743445432,29729.268193962558,0.5412847237369237,0.1847263296541482,0.11231682325449728,0.28606368230885076,0.7505008304686857,0.2494991695313145,0.1522636745936376,0.010451068114503467,0.5553465092394038,1.1247508792136791e-4,0.1847263296541482,0.5489544053680983,0.15811359078430215,0.047353564578939036,0.004351978447028533,0.004724833849546199,26253996.5076,0,0.13043478260869565,0.6521739130434783,0.21739130434782608,medium
Tenth Hampden,22785.11062296836,45345.61712884639,7326.174516195878,7367.519960457499,36.72727272727273,1902.753572279114,0,119.88235294117646,761.379721362229,27831.179732883214,18178.477482192728,27789.50624530269,32.27735849056604,38724.46838407494,61145.76779026217,0,0,0,807.2620204357046,163.6965367965368,0,0,0,0,30.705882352941174,0,5.929411764705883,12,0,0,19.499115435647944,0,0,0,0,0,0,0,18.90909090909091,41.36666666666667,44.93381180223285,0,68.16510393631137,0,204.17359307359305,259.9983102552762,93.18288770053476,0,74.93691045796308,0,0,0,13.652631578947368,538.395255002995,0,577.2478462713758,0,0,0,0,0,0,0,0,8.181818181818182,129.74081996434936,13,0,40.338655462184875,0,17.790225563909775,2.357142857142857,0,0,0,0,0,1055.2834988540872,0,0,10.909090909090908,0,0,1024.1058408052215,0,23602.68607996751,43252.041167398136,17657.672448088546,25594.368719309587,3934.376550152634,10457.982877107414,38019.442612650506,13578.016993738975,15488.572779954824,29066.5897736938,0.5024765802222091,0.40825061595932904,0.08676420786100185,0.23062830631220188,0.8384369872973816,0.16156301270261836,0.1624747974985809,0.041961135226643256,0.6137567750771341,8.099409612822064e-4,0.40825061595932904,0.5328651520713477,0.08724184948664056,0.04074949911357934,0.005733703204799468,2.866870234241473e-4,15746156.2983,0,0.14285714285714285,0.32142857142857145,0.5357142857142857,high
Eleventh Hampden,21011.2442446872,41826.464841520705,11765.847545604549,9807.747191727261,59.588516746411486,814.6588768300843,0,115.18201680672269,1664.8608816158041,17598.579812189873,14120.148898663256,24889.684006514643,36.30017825311943,66168.33555555556,74476.056206089,0,0,0,3208.8194503052678,107.15269955484402,23.235294117647058,0,0,0,0,7.0588235294117645,10,17.647058823529413,0,0,29.99370451062524,0,0,0,0,0,0,5.294117647058823,1.0909090909090908,5.490196078431373,238.2264935109896,0,165.8455575558615,0,262.2217628109523,279.28089138103286,85.35365133603302,0,99.07654087057085,0,0,0,5.063157894736842,835.9939639031585,0,650.0885686206035,0,0,0,0,0,0,25.114241001564945,0,6.818181818181818,138.60749355224823,65.28887047776857,0,15.287312243626914,0,61.28955721832554,42.14298865719714,4.651162790697675,17.647058823529413,0,0,0,128.61486962649752,19.395440036479705,0,20.323467230443974,3,0,1403.897007717796,0,17927.038180970038,38560.80097350917,9437.39493093061,29123.40604257855,5540.720864963211,11917.964539652814,30060.617295916156,15205.653949560477,16392.28334538399,31597.937294944466,0.5023432968647533,0.24474063537772445,0.1324692604540414,0.2849383658124024,0.7186984941188548,0.28130150588114516,0.23448663971216643,0.019477115264625013,0.4207522648368777,0.0014246606059630117,0.24474063537772445,0.5187770072575808,0.12063886849428658,0.05812247724952257,0.006677133543062276,0.001560946418138522,20341958.02,0,0,0.44,0.56,high
Twelfth Hampden,22435.958883705323,43497.451933819524,29695.016605368433,3951.5051239209133,6,821.5319007746639,13,526.3188909774436,1871.8254235690852,6612.253989208978,16247.945567594461,30986.699052501604,42.13936324167873,103619.98408104197,115408.4200913242,0,0,0,3111.7877344047165,89.55169831669237,31.480980439714088,0,0,4.742549923195084,0,0.9411764705882353,0.12903225806451613,47.3624649859944,0,0,98.33174242514166,0,0,0,0,0,4.909090909090908,10.635706914344684,0,34.509803921568626,820.4810006571095,15.338983050847457,184.9058208902538,13,615.9088370479036,932.4363846870044,307.1233166064013,0,94.31189720518904,32,15.631578947368421,0,0,2359.8318833944777,0,1823.3692352355715,0,0,0,0,0,0,10.774647887323944,29.579710144927535,0,878.430036306946,355.67293941794026,0.21505376344086025,169.3525713407567,11,25.08659258480587,95.58769597265008,0,27.352941176470587,26.107526881720432,0,0,352.6701675959717,80.19847701094169,0,2.2150537634408605,83.20404447303392,19.231884057971016,578.2804001285665,0,7615.604645587227,42653.97893109331,3900.0885555598284,38753.89037553348,12122.044237834978,21021.339061105893,13802.435328451083,15912.331299339465,17465.73401936985,33378.06531870931,0.5157993833257445,0.0914355155907107,0.27868400788805786,0.48327748239343826,0.31731595104584986,0.68268404895415,0.09084451958089515,0.018886897145713448,0.15201474328356948,1.3793911443660828e-4,0.0914355155907107,0.523269813651537,0.29885025578661084,0.21602627889152554,0.021436574862033004,0.008176868382062686,120786025.742,0.12,0.36,0.4,0.12,low/medium
First Hampshire,23924.09756097561,42891.682926829264,35113.292682926825,859,52,1388.3170731707316,16,228.97560975609755,2080.707317073171,3153.390243902439,18499.658536585368,30357.219512195123,48.04913242009133,92510.40128558311,117135.7595526561,0,4,0,1414.5294117647059,32.23529411764706,80,0,3,23.647058823529413,0,8,39.88235294117647,184,0,0,69.41176470588235,0,0,3,0,8.470588235294118,12.941176470588236,23.647058823529413,109.47058823529412,249.70588235294116,2012.1176470588234,0,905.8823529411765,49.470588235294116,451.11764705882354,631,726.8235294117646,0,75,3,33.88235294117647,31,127,1936.1764705882351,5,879.1176470588235,4,136.64705882352942,0,15,0,0,43.294117647058826,78.76470588235294,0,1202.8235294117646,60.11764705882353,9.470588235294118,270.29411764705884,4.117647058823529,103.58823529411765,271.1764705882353,0,8,2.4705882352941178,0,0,129.6470588235294,72.70588235294117,18,3,59.76470588235294,29.941176470588236,93,0,4195.64705882353,39440.23529411765,4497.470588235294,34942.76470588235,17874.19512195122,24226.634146341465,7778.390243902439,14778.823529411764,19953.705882352944,34732.529411764706,0.5577794091639804,0.11403254962087088,0.41672869662035794,0.5648329114917385,0.18134961636203278,0.8186503836379672,0.020027192718583796,0.03236797855516932,0.07351985347093844,0.0012123562530458177,0.11403254962087088,0.5744961919068919,0.24407446832388138,0.37118261565961946,0.014711476839844442,0.001401615487118581,598453976.816,0.5416666666666666,0.25,0.125,0.08333333333333333,very low
Second Hampshire,22794.19577792803,42144.703543567055,36145.777383169436,484.4827542712992,0,1175.7743888117861,0,172.63793103448276,906.4457314686309,3259.585354811414,18327.29340355622,30254.874807144075,46.08718662952645,99824.69274537696,116527.64925373135,0,13.88888888888889,0,1759.3255127808698,310.03814935064935,17.080357142857142,0,0,0,0,20,13.3125,171.7640692640693,0,0,107.30426716141002,0,0,0,0,9.589285714285714,15,12,59,93.31261595547309,1461.8756055452486,0,563.9180581323438,35,981.4595444238302,1404.5152803545661,407.16554576376006,0,48.31122448979592,12,6.920454545454546,0,15,2245.5215419501137,0,725.4300144300145,0,18.8265306122449,0,0,0,0,35.535714285714285,0,20,2040.0809369202227,453.15817614924754,0,224.88369666048237,18,98.98079004329004,198.60844413522986,0,0.11607142857142856,0,0,0,20.869318181818183,98.58580705009277,30.8968253968254,9.886363636363637,8,13.048701298701298,146.89772727272728,161,2406.6861343022056,39210.79947433519,2884.6034322820037,36326.19604205318,13724.802619123875,21252.22249346603,5998.926160397614,15785.20307668522,19193.644261492478,34978.8473381777,0.5408555254010637,0.0735665549020513,0.32565901442243794,0.504267931829122,0.14234116403728475,0.8576588359627151,0.011495697288995414,0.027898508945408296,0.07734270455697524,0,0.0735665549020513,0.5487214623148418,0.3425609174412292,0.2966127135035531,0.03332602111918167,0.010752434779397501,181740155.688,0.2857142857142857,0.4642857142857143,0.17857142857142858,0.07142857142857142,very low/low
Third Hampshire,21174.80422207197,41263.29645643295,27908.22261683056,1865.517245728701,5,5456.225611188214,0,31.362068965517242,2554.554268531369,3442.414645188585,10827.70659644378,14924.125192855929,34.264570230607966,103643.06962025317,143331.9787878788,0,14.11111111111111,0,1111.6744872191302,307.96185064935065,103.91964285714286,0,0,15,0,0,219.6875,20.23593073593074,12,0,53.69573283858998,0,0,6,0,65.41071428571429,0,10,92,219.6873840445269,1150.1243944547516,0,523.0819418676562,24,242.54045557616985,361.4847196454339,432.83445423624,0,93.68877551020408,0,0.07954545454545454,0,105,1278.4784580498865,0,834.5699855699855,0,22.173469387755105,0,0,0,0,133.46428571428572,0,19,446.9190630797774,110.84182385075243,4,219.11630333951763,0,60.01920995670996,72.39155586477015,0,21.88392857142857,18,0,0,423.1306818181818,197.41419294990723,16.103174603174605,68.11363636363636,49,27.951298701298704,135.10227272727275,0,6093.313865697794,24888.20052566481,5258.396567717997,19629.803957946817,10493.197380876125,12923.77750653397,13355.073839602386,17024.79692331478,17693.355738507526,34718.15266182231,0.5131631750368992,0.21128070558156734,0.25429857238757364,0.31320273987753955,0.32365503938113815,0.6763449606188617,0.04521008755804014,0.132229513387256,0.08342558498260534,1.2117306248857633e-4,0.21128070558156734,0.5096283754165285,0.08137671919577219,0.18995925665841382,0.00876044210445233,0.0026862086495629987,109561205.911,0.5714285714285714,0.35714285714285715,0.07142857142857142,0,very low
First Middlesex,21663.38626126126,43179.87621275122,37233.38487525987,821.4893162393163,0,1635.9807692307693,0,106.11111111111111,1292.8559136059134,2090.0542273042274,15828.743618618619,30772.239864864867,44.523087621696796,143053.33240611962,163107.50141242938,0,0,0,1502.7163218390804,51.390344827586205,20.51724137931034,0,9,4,0,0,32,81.6,13,6,195.41379310344828,0,0,21,0,12,0,0,9.114022988505747,66.06666666666666,1613.423908045977,0,379.5885057471264,230.06758620689655,671.3066666666666,1115.711264367816,488.24689655172415,0,153.77333333333334,0,24.96,0,8,3026.045977011494,0,1042.6363218390804,7,68.53977011494253,0,0,0,0,57,20.066666666666666,0,448.53977011494254,153.17241379310346,57,124,17,92.75862068965517,267.50850574712643,0,38,17,0,0,312.70666666666665,207.17333333333335,0,1.28,81.09333333333333,14,36,11,2832.8763218390804,42520.42022988506,2423.766896551724,40096.653333333335,14637.145616770618,22494.404481404483,5946.491337491338,16379.288735632184,16344.517241379312,32723.805977011496,0.5017009811358367,0.0570024210355335,0.33898072205330226,0.5209464791092148,0.13771441372810864,0.8622855862718912,0.019024818695444215,0.03788757432212501,0.04840343258527047,0,0.0570024210355335,0.4994687125593322,0.33575231612161527,0.29206086932189756,0.025838686032136918,0.0035473101645407436,365950829.638,0.2,0.75,0,0.05,low
Second Middlesex,21468.821743378205,43109.169188739324,31715.119702561875,270.9185663627153,37,7513.226403965842,0.2857142857142857,240.85714285714286,1652.4244897959184,1679.3371689101173,15367.406223766102,29849.534140251846,44.47619699042407,172498.89245810057,202029.72366621066,26,0,0,1686.0127489331437,468.08840682788053,88.96776315789474,0,0,0,0,0,49.8125,19.494736842105265,0.55,0,13.552364864864865,0,0,10,0,52,13,3.0526315789473686,15,182.55263157894737,1438.8298719772406,0,399.09188596491225,11,486.551173541963,590.7284435751541,501.58266358463726,0,220.91538051209105,2,128.57083333333333,0,9.157894736842106,2172.8316085822667,66,1287.5335941204362,16.825438596491228,36.483333333333334,0,0,0,13,92.57894736842105,73.91058558558558,0,311.68532479848267,175.69780701754382,55.60526315789474,316.2,34,132.64988738738737,274.92942152678995,0,0.8648648648648649,0.5416666666666666,1,0,28.227927927927926,173.36711711711712,7,108,56.04831081081081,17.2972972972973,35.91891891891892,0,6930.56129089616,42751.07942152679,1556.9077406353722,41194.17168089141,20258.180344478216,24984.548422347663,11394.04948617745,15131.98629682314,15020.630322427689,30152.616619250828,0.49801056590499404,0.0364179749775256,0.46992741279203115,0.5795646005832549,0.26430686790302893,0.7356931320969711,0.006284476631330737,0.1742837207340195,0.03895545194939136,8.582860838261036e-4,0.0364179749775256,0.4981534608455116,0.18245002389441378,0.3498158385629659,0.013703081147048875,0.004075648181673572,139016441.333,0.09090909090909091,0.9090909090909091,0,0,low
