district,gender_female,total_population,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_multiracial,race_hispanic,total_households,ed_25yrs_older_total,median_age,median_household_income,median_family_income,ancestry_afghan,ancestry_albanian,ancestry_alsatian,ancestry_american,ancestry_arab,ancestry_armenian,ancestry_assyrian,ancestry_australian,ancestry_austrian,ancestry_basque,ancestry_belgian,ancestry_brazilian,ancestry_british,ancestry_bulgarian,ancestry_cajun,ancestry_canadian,ancestry_carpatho_rusyn,ancestry_celtic,ancestry_croatian,ancestry_cypriot,ancestry_czech,ancestry_czechoslovakian,ancestry_danish,ancestry_dutch,ancestry_eastern_european,ancestry_english,ancestry_estonian,ancestry_european,ancestry_finnish,ancestry_french,ancestry_french_canadian,ancestry_german,ancestry_german_russian,ancestry_greek,ancestry_guyanese,ancestry_hungarian,ancestry_icelander,ancestry_iranian,ancestry_irish,ancestry_israeli,ancestry_italian,ancestry_latvian,ancestry_lithuanian,ancestry_luxembourger,ancestry_macedonian,ancestry_maltese,ancestry_new_zealander,ancestry_northern_european,ancestry_norwegian,ancestry_pennsylvania_german,ancestry_polish,ancestry_portuguese,ancestry_romanian,ancestry_russian,ancestry_scandinavian,ancestry_scotch_irish,ancestry_scottish,ancestry_serbian,ancestry_slavic,ancestry_slovak,ancestry_slovene,ancestry_soviet_union,ancestry_subsaharan_african,ancestry_swedish,ancestry_swiss,ancestry_turkish,ancestry_ukrainian,ancestry_welsh,ancestry_west_indian,ancestry_yugoslavian,ancestry_other,poverty_total,below_poverty_level,above_poverty_level,ed_college_degree,ed_some_college,race_minority,vote_male_eligible,vote_female_eligible,vote_eligible,gender_female_pct,below_poverty_pct,ed_college_degree_pct,ed_some_college_pct,race_minority_pct,race_white_pct,race_black_pct,race_asian_pct,race_hispanic_pct,race_native_pct,poverty_pct,vote_female_pct,wwc_pct,white_college_pct,ancestry_french_candadian_pct,ancestry_portuguese_pct,area_m2,very_low_density_pct,low_density_pct,medium_density_pct,high_density_pct,density_type
First Middlesex,90821.88235294117,178595.86274509804,97732.19607843137,14277.843137254902,13,29552.450980392157,10,1636,7366.823529411765,28007.549019607843,65128.098039215685,120631.3137254902,38.72159139784945,107054.78596961572,119983.08146341464,33,73,0,3237.42,1335.35,102.11,0,9,19.07,0,0,3226,87.11,0,0,322,0,0,0,0,14,0,11,0,87,2738.05,16,1152.3899999999999,31,4017.52,3440.69,859.19,0,1539.45,11,75.19,0,65,11709.21,6,4581.6,0,378.23,0,0,0,0,36,112,0,1489.19,4089.23,28,154,63,320,507.12,0,0,9,0,0,6374.38,191.16,6,148,168.09,40,1464.07,11,42468.49,173338.33,23460.03,149878.3,41358.43137254902,68678.98039215687,80863.66666666667,59514.72,63503.95,123018.67,0.5085329579138528,0.1353424254173904,0.2315755288888079,0.3845496717366814,0.452774579566156,0.547225420433844,0.07994498258693167,0.16547108385467507,0.15682081650223767,7.279004003891358e-5,0.1353424254173904,0.5162139210251582,0.24306408520760367,0.157825940459943,0.019265227912422273,0.0228965550329482,243386629.959,0.04,0.42,0.1,0.44,low/high
Middlesex and Worcester,90818.66282225237,178958.09362279513,123579.3670284939,4905.724559023067,103,19101.316824966078,81,3265,13262.264586160109,14660.420624151966,69024.41994572591,126969.70488466758,43.96186714542191,164966.7163498099,194747.18436578172,0,70,0,5253.6112101406225,829.1501947580379,667.2098765432099,0,25,105,14,45,6164.714530930217,299,30,28,267.37433155080214,8,39,0,0,24,0,83,355,1053.192513368984,5367.331814880834,98,2605.5867828612927,232.11764705882354,1331.096256684492,1769.661187033736,2382.600184855087,0,541.4308443916286,2,172.1851851851852,0,573.1975308641975,9602.451772628243,8,5522.853502343698,27,469.1604938271605,0,0,36,13,185,181.81514491318413,0,1248.7536805968177,2236.7499834950813,158.07486631016042,1412.0242292203075,133.06951871657753,290,943.9035452564864,61,22,19,0,0,1807.6729385356837,258.33689839572196,100,250.35261107810126,396,84.34970621245131,411.4575163398693,37,27105.27259523338,176637.7862943157,10680.217468805704,165957.56882551,78587.27476255088,100800.96132971506,55378.72659430122,60356.83065953654,63130.34917805506,123487.1798375916,0.5074856408209087,0.06046394541545157,0.43913786279035705,0.563265730479794,0.3094508075786031,0.6905491924213968,0.027412700145114814,0.10673625561315775,0.08192097002917875,5.755537395089918e-4,0.06046394541545157,0.511229985663962,0.18856003367853041,0.32775578729504007,0.009888690425836778,0.012498736090750192,513632377.042,0.0625,0.78125,0.140625,0.015625,low
Middlesex and Norfolk,88641.93282085563,176071.98585115865,112444.3159536542,5802.454545454545,111.25,19173.642825311945,71,4934.176470588235,14442.731060606062,19092.414995543673,66828.91265597148,123677.62811942959,42.48294993234102,151214.7123287671,176496.0271514036,0,55,9,3769.863826825663,853.8420604512559,140.79012345679013,0,21,46,0,22,12043.975308641975,310.9178705189941,0.056179775280898875,0,677.8295234405269,0,12,6.4523809523809526,35,91,0,9,487,738.0901090385786,4731.100308044063,11,2109.753258618298,134.615569823435,551.376764266342,857.8924162257495,1518.203260224118,9,809.8115054594456,8,137.59571369121932,10,312.8024691358025,10600.06059646296,308,7137.433582952891,35,249.59812686249467,0,27,0,0,38,251.3827160493827,0,1222.9700398448301,921.9188941436778,172,2455.2057007284957,85.25697865353038,182.32584269662922,769.4396095602992,0,16,41,0,35,2070.223188447391,618.7743215069834,47,78.15961199294533,436.1264367816092,69.69049224867382,798.7777777777778,0,32563.97961018896,172363.2167620934,11389.8884614675,160973.32830062584,74687.310271836,95385.88992869874,63627.66989750446,56185.6709931551,58631.67150565077,114817.34249880587,0.5034414327318857,0.06608073738371073,0.424186220827727,0.5417437048124885,0.3613730463135215,0.6386269536864785,0.03295501278868754,0.1088966125566407,0.10843527948667159,6.318438419502152e-4,0.06608073738371073,0.5106517032151354,0.1658625032780044,0.3096936314122831,0.004872395867398028,0.005236033941952675,295022011.517,0.016666666666666666,0.6666666666666666,0.23333333333333334,0.08333333333333333,low
"Norfolk, Worcester and Middlesex",90006.25607676002,179390.6872952923,141448.7841004354,4152.191698086859,61.75,9099.375518067729,14.548387096774192,2000.7595050215207,10642.44217705321,11970.835909530797,64851.96506478666,123405.14431279984,43.34697674418604,167704.96030781692,186661.23448831588,48,86.0421052631579,0,6021.697746266124,880.9599676755334,551.9050552688941,0,82,74.75645361269339,14,61,4375.105263157895,609.1433912179573,119.9438202247191,0,269.2681261321227,0,7,18.547619047619047,0,17,52,23,107.46506727595836,1219.2475974816198,5036.261034842789,0,2425.625466615511,45.45811438709132,1601.0203846625675,2730.8356448149557,1692.329683281077,0,848.1579318916298,44,165.96167538102125,0,71.98659558263519,12653.366027799122,103.9751461988304,8434.311230727293,103.24137931034483,207.83906084347095,20,0,0,0.06315789473684211,135.02959719048826,97.66336633663366,0,1322.3337377737685,1571.5261778039128,615.1241379310345,1238.8845592621058,125.57379057723887,270.8531046717918,978.295185417058,0,0,156.85501708065544,0,0,1292.408179884038,653.706187378751,4,41.917059563099166,593.5324949237211,108.33160001903248,941.6603276071709,30,19031.385421213585,175134.01348969428,9095.301473028881,166038.7120166655,71943.53376630525,95309.67068489433,37941.90319485689,62635.300445520945,65934.8627435335,128570.16318905444,0.5017331581354727,0.05193338113937583,0.4010438604757675,0.5312966471219686,0.2115043080937713,0.7884956919062287,0.023146082779938286,0.05072378982020056,0.06673053150092337,3.442207671480418e-4,0.05193338113937583,0.5128317574473353,0.22605342010380328,0.3435656799636266,0.015222839524103993,0.00876035540918045,470512506.623,0.0273972602739726,0.7123287671232876,0.1917808219178082,0.0684931506849315,low
Third Middlesex,85357.34482220215,168932.85969344925,113702.41522542435,7548.937988947701,273,22765.609300481836,106,1573.38921901528,7313.3881210766585,15650.119838503424,63781.69148829349,115898.78551081057,43.932502044153715,170769.01992914084,200059.69771528998,63,258,13,3371.647308494172,1169.5395415937237,1442.159467678143,0,0,95.79340645510013,0,0,699.4685980774061,254.67465552299217,206.22471910112358,0,554.6430841121496,0,22,0.056179775280898875,3.235955056179775,0.07865168539325842,26,60.29689424884912,147.93900622965128,1173.089860999763,4585.411903340775,0,2052.729758207758,34,718.6994357613667,1556.5784114488283,1800.875660694311,11,1103.8391627232672,72,285.81163432073544,18,542.6518396274431,9091.503358570182,119.88341775217717,6617.242273229267,30.989690721649485,183.53914166570138,0,133,0,0,314,175.3279655106204,0,1775.9033781535688,432.5020618556701,232.25608500152688,920.496966406742,117.86163522012579,327.32676937333486,728.2117235651571,0.07865168539325842,50,181.62069754145227,0,0,1663.7811931985916,351.5640186915888,57.52823704856384,181.31263579188106,395.4192968086104,85.30927835051546,1874.5850604197583,9.962264150943396,30895.682150032648,159086.1804855393,9792.847336971841,149293.33314856744,75325.22609005033,94102.52787074268,55230.4444680249,59281.95501305628,63016.94103461238,122298.89604766865,0.5052737814128891,0.06155687003788488,0.4458885395460528,0.5570409927441233,0.3269372493205156,0.6730627506794844,0.044686024984400524,0.13476128529282586,0.09264106383389598,0.0016160266303157016,0.06155687003788488,0.5152699089781657,0.1629998784799158,0.3304789186074945,0.009214183754856475,0.002560200914378065,339098560.57,0.043478260869565216,0.5507246376811594,0.2318840579710145,0.17391304347826086,low
Fourth Middlesex,91933.4444076402,180042.8376810975,129002.04186659279,4896.924254607478,51,24800.1717473168,80,1358.25,9565.266384642986,10289.183427937432,70276.72515126887,132549.2642480914,44.24250102165918,162551.92488059052,181822.5,6.872727272727273,389.4041327437011,0,3834.119955156803,1180.0939969791084,1148.7839493162123,9.135135135135135,0,48.272918549149395,0.32432432432432434,38,2406.0855328621174,304.74528781706357,254,0,423.23461372957706,0,0,2.8444444444444446,10,68,0,394.0908331011424,125.08420028217382,809.5609939663301,4054.2976262246893,0,1652.9774707415154,96.78205128205128,653.3691646004045,1221.9885298882396,1543.9381934543642,0,2231.3336547253316,0,189.45294673352228,13.899280575539569,463.45603782852174,11972.861116071483,151.18425927944028,9762.702270169671,19.010309278350515,171.71514172023686,0,63,0,51.70909090909091,319.3021582733813,210.20012437702005,10,1194.9124387804127,1750.8940820679475,81.25866812670937,1441.9663385409872,92.32432432432432,241.6592301416599,1088.7565035728567,0,9.534883720930234,26.78181818181818,17,0,1606.4200317257328,568.9982650199036,42.76648285782786,179.76014757642665,254.09724534363488,157.9378355862421,1195.795317046684,57.624242424242425,28232.43519903145,177355.70235216545,10379.609934749766,166976.09241741567,78596.04016980033,103186.07583545629,51040.795814504694,63451.516509140136,66627.85266543072,130079.36917457086,0.5106198368772555,0.05852425265774396,0.43654077652905177,0.573119581786561,0.28349250918223784,0.716507490817762,0.027198661816701643,0.1377459501679502,0.057148529541409705,2.8326591969370205e-4,0.05852425265774396,0.5122092234012444,0.23164040090758406,0.3130544962935577,0.006787209897528374,0.0097248749498674,172677286.717,0,0.3548387096774194,0.3870967741935484,0.25806451612903225,low/medium
Norfolk and Middlesex,97257.45691644472,183033.05190772252,122270.43794557877,4652.371839453228,63,32524.298337156146,65.45161290322581,2099.92328098472,11168.515984027763,10189.052907618696,69154.54157970638,120999.31286005545,42.42774847870183,202890.93395427603,227869.8114164905,47,501,0,3691.4535834361604,1288.0076268735388,362.9507744359922,0,40,204.4346751526161,0,93,611.9198940748097,681.7591323049094,144.77528089887642,0,618.8331196581197,0,0,85.36939674463524,20.764044943820224,54.92134831460674,0,252.125786163522,356.5218002239322,3252.016871576086,3977.999239179636,9,2810.68873562321,146,811.3951593610269,598.3974908037266,2656.883788949561,0,486.21911001603627,0,246.78615162767073,45,961.0663234524122,6543.0468083145215,921.8538175964254,5404.720271875243,127.75862068965517,454.1712126123499,0,24.296296296296298,0,8,332.8934797325886,223.1048400720222,0,1612.254574475534,349.36639185361946,549.418558698179,3428.622255696062,36.22298016448959,391.45537417850323,651.3526072821807,173.92134831460675,91,53.74246719607413,0,0,989.1836713071781,349.96666092558644,146.51432564640112,441.1157346866762,1151.1329691880683,53.716981132075475,711.094147576786,18.037735849056602,40532.7523481056,170807.79917797353,10239.92880125914,160567.87037671445,101369.3404549021,111734.93877257906,60762.613962143776,58840.0274990983,69903.09563621164,128743.12313530994,0.5313655424675855,0.059950007262780936,0.5538307939377431,0.6104631792344863,0.3319761831473897,0.6680238168526105,0.025418206116121344,0.17769631221334556,0.055667830489738994,3.4420012857438407e-4,0.059950007262780936,0.542965666311691,0.07074841632782208,0.4001608085888594,0.0032693411630671664,0.0019087612221521343,91986215.1215,0.05555555555555555,0.1111111111111111,0.3194444444444444,0.5138888888888888,high
Norfolk and Suffolk,95013.17990198293,183122.72528104926,123357.09392125571,18770.620555024132,40,10126.470158482089,20,2027.220476749171,7923.340441661922,20857.979727876278,72818.3352150655,132592.71085332002,43.72843737250103,146401.61805265356,175913.09785407726,0,1164.8806732190321,0,2772.1372324809145,1709.2768093315233,272.2377408914174,0,52,66.91578947368421,0,66.67803599908862,1671.196478551548,193.13503737184075,100.75,0,218.05531979943743,0,10,31,0,38.2974175035868,0,10,117.85833346980887,438.2598450285757,3146.93693742175,0,1758.1597556676747,27.007396870554764,511.5925582820706,917.9427296961594,1820.8046486517458,69,1756.793005783718,150,142.140350877193,3,123.48261490831149,19043.884390748248,30,6243.793213333716,348,297.3828354063063,0,10.87719298245614,0,5.936842105263158,114.59561487796783,194.3046365914787,0,1098.4275906537212,945.7774083419215,59.3,1225.7897154273317,85.08461538461539,430.2702387653626,679.5724350148404,53,9,26,0,0,3111.9351470503707,324.149106554989,80.6891891891892,238.12727479801782,211.36567460317463,57.84210526315789,6627.822973445655,0,27827.167909345728,180023.68441078824,11808.189376245131,168215.49503454304,79904.32175040728,103305.666334863,59765.631359793595,63123.15072857712,69442.15989045908,132565.3106190362,0.5188497482011618,0.06559242143550699,0.4363430132867092,0.5641335130651517,0.326369276495136,0.6736307235048643,0.1025029554699765,0.05529881746211671,0.11390164544495668,2.1843274742995244e-4,0.06559242143550699,0.5238335697792065,0.1772688905595728,0.33165739603280947,0.005012718810772057,0.0051647189440326485,170024262.775,0.06756756756756757,0.28378378378378377,0.20270270270270271,0.44594594594594594,low/high
First Essex,85648.60797695142,167224.025124821,51342.90405713726,4809.445494421038,18.307692307692307,4215.07328863665,0,811.6087752826883,4065.27203426675,101961.41378276896,59761.682359536186,109804.09751913711,37.24012107870115,85799.15349105597,96116.10557532622,0,17,0,1813.8649215992923,1973.5369370432552,166.20162194941955,0,0,1.558021559923906,0.8421052631578947,0,891.9814338386274,32.70069617489146,0,0,160.23951071643768,0,0,15.285714285714285,0,19.626506024096386,0,26.880000000000003,0,93.19402985074626,1298.3710696988517,0,468.383951507432,24.36,1648.8412887630343,1423.4471649203401,781.2367784231529,54,302.1822309487095,1,5.368421052631579,0,0,4833.38422976713,0,4236.025667659899,0,119.58868119562408,0,4.857142857142857,0,0,8,181.12765957446808,0,689.3628630598128,1090.1022121986164,24,269.07022483685364,0.15789473684210525,92.47921007337621,169.94425591547636,0,15.120000000000001,0,0,0,1411.0668747059156,102.36054490963582,0,0,23.029850746268657,3.571428571428571,1514.5709219858156,9.036144578313253,81026.37500459737,164990.72541161173,23954.992301786144,141035.73310982555,24851.395742234614,51785.386397075774,115881.12106768378,49322.850959541945,52973.10756171745,102295.9585212594,0.5121788445949722,0.14518993259787338,0.14861139554370129,0.3096767127715149,0.6929693324938606,0.30703066750613967,0.028760493540513243,0.025206146577864002,0.6097294554814233,1.0948003610143279e-4,0.14518993259787338,0.5178416462142876,0.1654426355855593,0.08072143115057123,0.008512216853157534,0.0065188133785497124,87158821.3547,0,0.2391304347826087,0.21739130434782608,0.5434782608695652,high
Second Essex and Middlesex,92046.58600063963,182272.91325052912,144566.8837579888,3901.730976167197,59.69230769230769,9976.210324808728,0,1073.3912247173118,7847.0493943046795,14847.955264850092,68870.01652001563,128233.78483380403,44.30415849352684,140641.35642368102,168179.65866346538,0,83.1948051948052,0,4658.000879266509,1194.2422837359657,505.11439536659776,0,43,87.4419784400761,15.157894736842104,11,1127.0185661613725,361.2993038251085,48,0,587.6955542186273,0,24,38.714285714285715,0,51.373493975903614,0,78.12,19,202.04406538734898,5300.321570993788,0,2207.9666978432174,13.64,2234.753949332204,2883.799588326414,1250.1095419231672,0,1278.4952582287797,0,99.63157894736842,0,174.38095238095238,13708.148237765337,0,10021.474332340102,6,211.41131880437592,0,29.142857142857142,26,0,66,144.87234042553192,0,1529.9812927843432,1841.6835020870976,123,1048.5250132583844,208.8421052631579,286.27403667987056,955.393406422186,0,11.88,67.16883116883118,0,0,960.8811772421363,315.7585027094118,45,55.896103896103895,177.97014925373134,107.42857142857143,775.4160910011974,93.96385542168674,20328.3392811169,178857.03216414587,10785.085620291773,168071.94654385408,64686.30453787743,94231.84749648164,37706.029492540314,67019.51917032819,71722.77771966784,138742.29688999604,0.5049932233986084,0.0603000367935982,0.3548870942166151,0.5169821769785539,0.2068657861451658,0.7931342138548342,0.021405983514425835,0.05473227012670116,0.08146002058156598,3.274886357374573e-4,0.0603000367935982,0.5169496204645821,0.2899033100244518,0.29318334964647375,0.0158213282319283,0.010103988953947063,363704486.432,0,0.5694444444444444,0.25,0.18055555555555555,low
First Essex and Middlesex,90966.57935285824,178016.07750668182,157720.29201320806,1726.1738502558183,27.475,4582.553279719806,1,1156.0479949874687,6177.194715147184,6625.340653363481,70099.22525584699,131039.548993596,48.739457417582415,145630.59667359668,172645.01055594653,10,183.05694667651187,0,4500.8695867052675,316.0920919840571,194.52583650040324,0,23,64.80994968836825,0,26.089285714285715,982.1467837952913,318.57391391781215,32.83673469387755,0,732.7404362471086,11.755102040816325,31,5,0,125.04224790753288,2.8671428571428574,284.87312176688135,145.7013821421592,283.46782432509866,7623.120646271801,10.775510204081632,2691.5652037609025,185.47472275573364,1495.299304476389,2424.698554022927,2593.076500771249,0,1588.8893436352423,0,18,0,95.705855315099,13127.951420328916,12.663212435233161,10618.281056877879,21.26027397260274,188.00043446389168,0,2.756756756756757,0,0,105.72413793103448,330.3553392877262,11,1677.6657651916241,1876.2747535456665,49.05484693877551,609.5676085191061,222.58911184921678,582.0582133473935,1505.2080656229734,0,11.510204081632653,107.83116883116884,21,0,740.0442557442557,416.6081263765855,27.702127659574465,91.4916512059369,200.37869572536474,139.84596028093597,330.8809374739563,21.816326530612244,9591.100701507548,174213.74263648444,9055.884539643537,165157.8580968409,74422.52283628994,102951.75902825053,20295.785493473755,66994.81274066994,72013.021603144,139007.83434381394,0.5110020433375958,0.05198145911221026,0.41806629984584676,0.5783284322978426,0.11401096899639278,0.8859890310036073,0.009696730061873353,0.025742356218065754,0.03721765329378634,1.5433999212216508e-4,0.05198145911221026,0.5180500936733621,0.2866589574589707,0.38044491727998986,0.01362067172798994,0.010539917404231316,766837858.911,0.04477611940298507,0.8059701492537313,0.07462686567164178,0.07462686567164178,low
Second Essex,88887.89115541324,167985.14433485904,128230.28270815278,6018.222742691912,61,4026.2274192583022,81,1524.43841991342,6898.903706379266,21145.069338463356,69540.47567218861,122496.15576918384,43.93774050320672,114698.02085505734,143659.36462882097,0,1448.9015841673804,0,3783.0453859362055,1047.0476240079183,111.53126809198324,0,0,46,0,18.64656334231806,2126.3116322451992,257.4108028817409,0.8448275862068966,0,355.9099311657928,0.24489795918367346,0,9,16,34.411764705882355,80.76078167115902,19.710144927536234,90.66614942162848,415.49283200939294,3357.1722075159128,0.22448979591836732,1631.1678623345665,134.76569308559456,1282.9839670652561,1990.1494784549566,905.0801159261935,0,1589.9861039723653,2.8235294117647056,121.64499633770694,0,153.84275014105296,11792.05880003026,21.98148148148148,10802.15603727492,9,190.37121732644204,0,0,0,0,180.81182336182337,401.4578299999,0,1460.9449117438508,2761.4107912747863,75.63265306122449,782.7139387387824,138.85834807712604,445.806340319466,939.8895024959515,0,0,129,0,0,2156.3130903391016,327.2863502627934,77.86387818748854,138.74716981132076,296.7667608115403,168.86907970735464,1247.480652089896,83.09562510509542,19673.002517149802,161583.20741823336,14101.669108574555,147481.53830965882,55092.90337473548,84295.10497779585,39754.86162670625,60080.78700428899,70317.02785952309,130397.81486381209,0.5291413803724541,0.08727187270193583,0.3279629493005293,0.5018009497897223,0.23665700788076544,0.7633429921192345,0.03582592238451322,0.023967758787244196,0.12587463863062257,3.6312734820409786e-4,0.08727187270193583,0.539250047502425,0.30819532010818285,0.2806076860858334,0.011847175453133062,0.016438422589144144,141103886.038,0,0.38461538461538464,0.34615384615384615,0.2692307692307692,low/medium
Fifth Middlesex,93515.29943458839,184773.25844741464,120819.57966275104,10255.671703009633,56,28682.645995728406,1,2239.620689655172,11006.695174825176,11712.045221445222,73606.29566123532,135088.41965666518,42.19958041958042,141364.7234906139,172544.86570247935,0.12727272727272726,370.6666666666667,0,3286.1182389937107,2230.871126357919,292,0,11,25,0,0,4112.105889079474,146.23636363636365,252.9090909090909,0,274,15,0,6,0,5.6000000000000005,0,33,239.14545454545453,355.07272727272726,3580.230874785592,0,1114.7162950257289,30,623.5090909090909,1404.9151515151516,1207.6617495711835,0,566.770154373928,18,36,0,486.6,13443.569010863352,0,12119.674442538593,9,119,0,65,0,0.2909090909090909,47.78181818181818,75,74.28301886792453,1066.7610062893082,915.060606060606,15,372.2,65,261.2363636363636,393.38833619210976,258.07547169811323,65,57,15,0,1317.444253859348,306.8727272727273,30.999999999999996,89,260.93962264150946,20,3848.9097770154376,326.3818181818182,29538.214065180102,183807.27798742137,12644.095940537449,171163.18204688394,75982.6803535545,98552.60654357138,63953.678784663614,62740.13333333333,66365.57815894797,129105.7114922813,0.5061084067054124,0.06878996348230962,0.41122119614066727,0.5333705070293971,0.3461197757838126,0.6538802242161875,0.055504090739019664,0.155231586197801,0.06338604038191165,3.030741594890327e-4,0.06878996348230962,0.514040605886872,0.1941654473780218,0.3032479784482966,0.007603454976765385,0.004952343286845411,96051817.4269,0,0.19047619047619047,0.3492063492063492,0.4603174603174603,medium/high
Third Essex,92528.51768373241,181219.4962552698,98171.19969377028,12497.428815628815,139,8646.62269146975,92,2539,6636.967173023055,52497.27788137788,67380.7469109322,125755.0630280395,43.42763944223109,129970.24127149557,152303.8364849833,97,768.3333333333334,0,3406.0147768498305,1328.5019061446633,583.5382431914078,0,46,51.735849056603776,0,0,1328.8170926282808,172.5777839109061,82.15517241379311,0,370.62855437480306,0,31,0,0,11,0,69.71698113207547,130.4353453609204,392.9129736540853,2932.866677568608,0,763.5675632069107,53.03665090742718,863.5468579608395,1256.7111129120174,900.9976188098848,0,1428.667656427121,0,53.233740724574425,0,51.30292448712353,8748.708416315689,0,7305.043143988075,11,105.60620524164015,0,0,0,0,39,201.78717049803302,0,1238.6937394029387,883.5735125315732,353,1244.7078365535654,45.58227848101266,128.23455717914757,559.7626966884363,194,0,45,22.566037735849058,0,3356.0388327925766,280.7324033682057,153.1483162168617,19.8,617.619733257499,10.810126582278482,3285.4894334207866,209.11757575757576,48408.912390577825,179697.80279359364,18527.54967417142,161170.2531194222,48335.9757817346,75349.84670949964,83048.2965614995,58440.33879055598,62895.35503632734,121335.69382688332,0.5105880967321236,0.10310392996542493,0.2667261347733109,0.41579326875161476,0.45827462429602955,0.5417253757039704,0.06896293761916576,0.04771353452660483,0.28968890746406806,7.67025639472044e-4,0.10310392996542493,0.5183582262781123,0.21212255275995992,0.20563316558508438,0.0069347456475752824,0.004875708909856763,108270409.397,0,0.24561403508771928,0.3684210526315789,0.38596491228070173,medium/high
Third Suffolk,87528.54604581044,174935.1846885769,95080.43353323214,6647.240048243885,115.28571428571428,11706.129004556115,0.8333333333333333,2033.409420289855,6444.353917977448,52907.499716658356,76458.65130566251,127927.65373565203,39.86474639949904,125948.54480796587,155908.49002849002,0,717.2517171236311,0,3077.28252063167,3175.990027901417,128.99477426235336,0,21.556701030927833,59.60317460317461,0,34.601960784313725,2767.367050024097,336.1704948646125,104.00812769199669,0,140.34615384615384,0,0,47.91666666666667,0,45.130718954248366,10,103.50226244343892,85.766013071895415,661.4765637021741,2188.4668711270665,61,1762.960771386242,22.88888888888889,764.8892714225261,763.4659079236683,1349.5590726721564,0,745.8882777403851,12,165.6907707412862,0.6666666666666666,394.10130718954247,7439.206515826851,77.09411764705882,12874.288332746672,0,123.51631903903113,0,2,28,1.3333333333333333,84.8047619047619,123.01760160333892,0,1004.8562023414769,739.6969998062892,156.30459770114942,802.7914579414308,61.15985060690943,137.87701149425288,343.7626897974044,106.45,0,53.6,14.222222222222221,11,1283.5162027953186,230.37741777123222,75.316091954023,424.8222919937206,213.08802842976272,81.45,2044.4427114575983,365.6887341585617,49593.6204639711,165879.41760677303,22040.08865521,143839.32895156302,61735.69189925255,81889.90917257166,79854.75115534471,54533.02313340988,59033.01659875038,113566.03973216025,0.5003484359171684,0.13286813381185925,0.352906089241885,0.4681157156483626,0.45648193242259255,0.5435180675774071,0.03799830240027147,0.06691694998576529,0.30244058569947113,6.590195934051129e-4,0.13286813381185925,0.5198122320543779,0.1728343702516992,0.24741197492781353,0.004364278742911585,0.00422840608722089,38558576.1096,0.075,0.025,0.0625,0.8375,high
Middlesex and Suffolk,89393.14888620918,182869.66052714785,76355.02914906282,15799.012690759682,107.00840336134453,23663.413549431978,86.42105263157895,3468.49391124871,12282.476027177512,51107.80574347422,70225.38784106425,124625.7527277955,33.897998708844426,118613.40977443609,150007.73120138288,7.934210526315789,333.791933161364,0,2562.1680180927096,2205.733747427904,140.2514705882353,0,20.958333333333336,77.4,48.375,120.175,6120.936235383606,252.73462065006183,60.54545454545455,11,366.9679619811199,0,0,14.338235294117649,10.676470588235293,127.9542042042042,0,64.3741683991684,158.94401544401543,643.3398585273585,1534.9866692974913,7,1608.4992344899078,109.76190476190476,548.2065851565851,371.6983420020776,1463.1333325824726,0,387.9879569886923,12.824324324324325,92.3937908496732,0,340.981748461702,4754.864529518166,442,6111.139184326281,33,58.020833333333336,0,10.431372549019608,9.772727272727273,0,232.75357710651826,103.36058558558558,0,742.4877996619643,1748.962714983303,118.19558823529411,861.6495317560776,86,87.54695945945946,302.092901706137,47.65833333333333,0,95.60795454545455,22.87323943661972,0,3555.9028179608868,299.7277874009647,121.26771330153683,288.147937715043,402.2590852130326,96.36619718309859,3341.7493296966195,251.99696356275302,57524.91463932457,167783.51484924872,25060.031387996165,142723.48346125256,63905.427584543984,81148.54042904,106514.63137808503,54827.076707318774,56665.08305226716,111492.15975958593,0.488835319257009,0.14935931822928059,0.34945888454283497,0.44375070306970427,0.5824620173244782,0.41753798267552183,0.08639493640014849,0.12940043461128992,0.2794766808017726,5.851621480177607e-4,0.14935931822928059,0.5082427605174737,0.10936645051128785,0.20435523321185547,0.0020325861650894094,0.009563985135323534,27055758.3175,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.9428571428571428,high
