State_Rep,Biden_20,Trump_20,Clinton_16,Trump_16,Harris_24,Trump_24,dem_pct_24,dem_pct_20,dem_pct_16,PVI_N,PVI,PVI_N_20,PVI_20,shift_20_24,pvi_shift
Third Berkshire,19821,6313,16423,5770,18323,6661,0.7333893691962856,0.7584372847631438,0.7400081106655252,23.843976597052553,D+24,23.251702348802784,D+23,-0.025047915566858148,0.5922742482497689
Third Bristol,12687.121925159481,9012.967272198926,10102.393595744274,8198.51637239479,11456,10207,0.5288279555001616,0.5846575933293356,0.5520159168769212,4.901133835618121,D+5,5.226654576332956,D+5,-0.05582963782917405,-0.3255207407148353
Third Essex,12323.123234445882,7731.115764075001,10114.328015302886,7456.750949913445,10701,8484,0.5577795152462861,0.614489696435491,0.5756236162460592,7.900742394426608,D+8,7.888206862771019,D+8,-0.0567101811892049,0.012535531655588628
Third Hampden,11882.999999999998,13532.999999999998,9458,12557,10917,14153,0.4354607100119665,0.46754013220018886,0.42961617079264136,-5.614496466112351,R+6,-6.751930666420542,R+7,-0.03207942218822235,1.1374342003081903
Third Hampshire,11867.341313773913,1737.681579070458,13305.237505628604,2062.2623595204186,10368,1797,0.8522811344019728,0.8722764678342143,0.8658036520177695,35.50821563275488,D+36,35.13860694199907,D+35,-0.01999533343224147,0.36960869075581115
Third Middlesex,18436,7922.000000000001,14487.000000000002,7743,17429,8185,0.6804481923947842,0.6994460884740875,0.6516869095816465,18.232780959673367,D+18,16.013817996461878,D+16,-0.018997896079303356,2.2189629632114887
Third Norfolk,12795.91746765881,7078.580064006411,10475.87455188504,6935.834109141414,11126,7716,0.5904893323426388,0.6438360238930116,0.6016568939804134,11.011869493554126,D+11,10.668233341742416,D+11,-0.05334669155037286,0.3436361518117099
Third Plymouth,18344.718309859156,8825.763380281689,14372.261971830985,8525.814084507043,17694,9330,0.6547513321492007,0.6751708901986736,0.6276624261562291,15.723339499327583,D+16,13.59865221212343,D+14,-0.02041955804947293,2.1246872872041536
Third Suffolk,14763.992592755327,3206.3787857270604,12337.528910676721,2752.2201450632797,13091,3654,0.7817856076440729,0.821574150127673,0.8176099460039489,29.462678802554176,D+29,30.230764320219873,D+30,-0.03978854248360009,-0.7680855176656962
Third Worcester,10854.481964704313,6860.968752324411,9315.740774757096,6193.172613273017,9534,7494,0.5599013389711064,0.6127127182979656,0.6006701141259225,7.907419229523526,D+8,8.963419927747097,D+9,-0.0528113793268592,-1.0560006982235706
Thirteenth Bristol,9437.85414747062,5242.902467717547,9130.126906681828,4208.118700708641,8290,6238,0.5706222466960352,0.6428724618802389,0.6845073314306791,9.918097010773707,D+10,14.523533269037614,D+15,-0.07225021518420371,-4.605436258263907
Thirteenth Essex,15611.637276440655,11889.963791819975,12485.470245118635,11342.326336312442,14338,12565,0.5329517154220719,0.5676628512533373,0.5239876126376083,4.274293049761491,D+4,2.9931107162143644,D+3,-0.034711135831265394,1.2811823335471266
Thirteenth Middlesex,21336.742421223393,5651.423100877342,17460.69708124492,5382.750848025563,20398,5681,0.7821618927106101,0.7905962487057757,0.7643634680416012,27.86960088148549,D+28,26.111369601694168,D+26,-0.008434355995165621,1.758231279791321
Thirteenth Norfolk,21291,6386,17099,6356,19738,6611,0.7490986375194505,0.7692669003143404,0.7290130036239608,25.167533242032636,D+25,23.334473514824726,D+23,-0.020168262794889924,1.8330597272079103
Thirteenth Suffolk,14040.978326901211,5290.51594204621,13312.1249044217,3800.6816976339605,11567,5273,0.68687648456057,0.7263265907724229,0.7779042452815772,20.02048881911377,D+20,23.30883124444626,D+23,-0.03945010621185285,-3.288342425332491
Thirteenth Worcester,13469.202663253598,5673.438802349208,11280.531894948259,5180.02841989938,12054,5951,0.6694806998056095,0.7036229920231362,0.6853066772443385,17.931933535709444,D+18,17.769763123103488,D+18,-0.034142292217526626,0.16217041260595622
Thirtieth Middlesex,16553.494982435903,9187.497795149111,13202.600452659348,8943.576302395039,15169,9618,0.6119740186388026,0.6430791199650431,0.596157097393623,12.006489684580778,D+12,10.39221795893166,D+10,-0.031105101326240447,1.6142717256491181
Thirty-Fifth Middlesex,15093.468645950128,5405.024254928682,12981.5986984847,5281.738237248965,13066,5702,0.6961849957374254,0.7363208953426543,0.7108010296346872,20.93820374884944,D+21,20.68396381651666,D+21,-0.0401358996052289,0.25423993233277997
Thirty-First Middlesex,17283,8538,14089,8391,15626,8676,0.6429923463089458,0.6693389101893807,0.6267348754448399,14.88095383836776,D+15,13.205325105056453,D+13,-0.026346563880434992,1.6756287333113082
Thirty-Fourth Middlesex,17903.766185441542,3348.9644149637056,16504.371080851757,3386.649587160946,15494,3533,0.8143164976086614,0.8424219231904324,0.8297397783811512,32.13904068076408,D+32,31.88336063827395,D+32,-0.028105425581770982,0.255680042490134
Thirty-Second Middlesex,19270.816879655336,7577.360377911971,15722.66274480841,7824.819805317717,17815,7580,0.7015160464658398,0.7177700256811195,0.6677003671767959,20.21137813826417,D+20,17.691775690109203,D+18,-0.016253979215279712,2.5196024481549664
Thirty-Seventh Middlesex,18125.491807055783,6681.805650386091,14516.059230929115,6524.053566324801,17290,6796,0.7178443909324919,0.7306516091948729,0.6899230707937888,21.658715710360298,D+22,19.450351783787113,D+19,-0.01280721826238107,2.2083639265731847
Thirty-Sixth Middlesex,12701,12154,9678,11454,11656,12763,0.4773332241287522,0.5110038221685778,0.45797842135150485,-1.3437822130037413,R+1,-3.0819583056697075,R+3,-0.03367059803982558,1.7381760926659662
Thirty-Third Middlesex,12843.830221904365,4176.266782850964,10541.774459226272,3818.5079640505924,10091,4510,0.691117046777618,0.7546273219427518,0.7340924188328568,21.75462237371607,D+22,22.777303298461447,D+23,-0.06351027516513386,-1.0226809247453765
Twelfth Bristol,12078.794650600721,12423.657805899125,9420.33896472257,10993.866679045324,11214,13981,0.44508831117285175,0.49296268085999445,0.46145998179451264,-3.9063387261890234,R+4,-3.8812115530461044,R+4,-0.047874369687142704,-0.025127173142919013
Twelfth Essex,12855.515731874144,9243.774281805745,11057.637482900136,8679.129958960328,11944,10339,0.5360140017053359,0.5817162326896624,0.5602557518840481,5.101521832852751,D+5,5.413482827245164,D+5,-0.045702230984326575,-0.31196099439241287
Twelfth Hampden,14190.221281092956,10041.930270688312,11624.458984925524,9470.910470924504,13161,10473,0.5568672251840568,0.5855947727452149,0.5510431570897141,6.365518143554672,D+6,5.205738460271469,D+5,-0.02872754756115803,1.1597796832832028
Twelfth Middlesex,22192.01481918329,4319.664747091545,19703.40025901526,3912.5382291379556,19383,4439,0.81365964234741,0.8370655945696275,0.8343263711031151,31.823267801381196,D+32,31.83179906618244,D+32,-0.02340595222221753,-0.008531264801245442
Twelfth Norfolk,16070.013810030248,9052.414124854453,12752.388364832263,8812.66992852518,14000,9495,0.5958714620131943,0.6396680229985104,0.5913449521608901,11.07474571348057,D+11,9.989037332264761,D+10,-0.043796560985316146,1.0857083812158095
Twelfth Plymouth,14860.734011826353,12025.913950935339,11074.98450504391,11447.198141168936,14021,13861,0.502869234631662,0.5527179897028679,0.49173673258112016,1.9585330530625722,D+2,0.7463600430562156,D+1,-0.0498487550712059,1.2121730100063566
Twelfth Suffolk,19135.72958045163,1990.0666321590081,17742.829199802603,1517.2509542301977,16212,2333,0.8741978970072796,0.9057992128613322,0.9212230197332534,38.32711596561465,D+38,39.569773658289456,D+40,-0.03160131585405268,-1.242657692674804
Twelfth Worcester,14857,10008,11492,9374,14087,10547,0.5718519119915564,0.5975065352905691,0.5507524202051184,7.6983773553922275,D+8,5.871660043299798,D+6,-0.02565462329901269,1.8267173120924296
Twentieth Middlesex,16002.118122977347,12315.131787126933,12463.70622078389,11905.357784969434,14873,13049,0.5326624167323257,0.565101419586208,0.5114560911260817,4.124059686428949,D+4,2.283167037861533,D+2,-0.03243900285388224,1.840892648567416
Twenty-Eighth Middlesex,9339.117218907935,3613.268188233526,8426.017355888753,3501.10468643408,6719,4007,0.6264217788551184,0.7210345372952457,0.7064585510225707,17.04208786819762,D+17,19.658976511057148,D+20,-0.09461275844012729,-2.6168886428595286
Twenty-Fifth Middlesex,17506.538446508366,890.2394481180539,17156.38159088713,849.8868832195935,15328,981,0.9398491630388129,0.95160894732669,0.9528004992016117,43.83274567908123,D+44,43.47412210937518,D+43,-0.011759784287877051,0.35862356970604736
Twenty-First Middlesex,17823.472890637797,8140.558614656564,14337.50465112103,8046.658361776541,15778,8148,0.6594499707431246,0.6864678502259323,0.6405200249328008,16.575544501110095,D+17,14.773789492849287,D+15,-0.02701787948280765,1.8017550082608071
Twenty-Fourth Middlesex,21684.180066337056,4298.669043314006,18854.218125374493,4478.221406813604,20027,4137,0.8287949015063731,0.8345574411346094,0.808068873353954,32.4025364207801,D+32,30.456784932170688,D+30,-0.005762539628236252,1.9457514886094138
Twenty-Ninth Middlesex,21643.554211650833,3168.473477784812,19044.525111419764,3302.142642963054,19239,3422,0.8489916596796258,0.8723009051318337,0.8522310941721765,35.341904736686026,D+35,34.533349288787065,D+35,-0.023309245452207916,0.8085554478989607
Twenty-Second Middlesex,13326.236864287723,10729.869064343917,10098.624613655522,10317.769317223938,11743,11383,0.5077834472022832,0.5539648396886547,0.4946331192396087,2.3574020739756008,D+2,0.926977751655711,D+1,-0.04618139248637154,1.4304243223198898
Twenty-Seventh Middlesex,23207.523934347202,2168.863694234094,21366.234019157244,2155.450090934187,20937,2207,0.9046405115796751,0.9145322129383257,0.9083632753145664,40.20586051555074,D+40,39.41076269531324,D+39,-0.009891701358650584,0.7950978202375012
Twenty-Sixth Middlesex,18786.629861659647,1873.3970734605846,16677.705730239697,1679.919111082229,17431,2277,0.8844631621676476,0.9093226219237899,0.9084892993727146,38.943071882759114,D+39,39.14734364609569,D+39,-0.024859459756142233,-0.20427176333657826
Twenty-Third Middlesex,21654.264077722335,4784.797508511117,18623.6673169634,5073.062281556717,20373,4649,0.8142035009191911,0.8190254410919595,0.7859171975413208,30.892554878958112,D+31,28.591968709549075,D+29,-0.00482194017276838,2.300586169409037
