State_Rep,Biden_20,Trump_20,Clinton_16,Trump_16,Harris_24,Trump_24,dem_pct_24,dem_pct_20,dem_pct_16,PVI_N,PVI,PVI_N_20,PVI_20,shift_20_24,pvi_shift
Sixteenth Suffolk,9069.48613449519,5945.155997548102,8200.508631063483,5702.833074705794,6546,6583,0.49859090562876074,0.6040427773592865,0.5898228501181576,4.7094201039646455,D+5,7.9748934236899665,D+8,-0.10545187173052573,-3.265473319725321
Sixteenth Worcester,9244.547426595847,4681.825488863733,8228.135548252538,3976.590098182148,7578,5076,0.5988620199146515,0.6638158752975466,0.6741761991721779,12.513826996228584,D+13,15.119763124354602,D+15,-0.06495385538289511,-2.605936128126018
Sixth Bristol,9761.635974974564,7281.325155635148,8945.95872029247,6154.274564111711,8195,8117,0.5023908778813144,0.5727664283316558,0.5924384446121129,3.059446756812234,D+3,6.455083917440652,D+6,-0.07037555045034138,-3.3956371606284175
Sixth Essex,17589.335810403696,7590.035147620003,13873.533440449892,7293.564972886123,16149,7700,0.6771353096565894,0.6985613675467397,0.6554291556422811,18.038372152331327,D+18,16.140515564345982,D+16,-0.021426057890150285,1.8978565879853448
Sixth Hampden,10778.663964023548,9064.774061614473,8784.405595184551,8164.436107397466,9426,9433,0.49981441221697864,0.5431853064019124,0.5182894353096896,1.4296139833125832,D+1,1.4259588854992455,D+1,-0.043370894184933784,0.0036550978133376155
Sixth Middlesex,10245.68422614744,3214.2173171208306,9336.103784843646,2755.4882251248,8167,3501,0.6999485773054508,0.7612005327982236,0.7721153490083734,22.50032190825575,D+23,24.89085798673132,D+25,-0.06125195549277285,-2.39053607847557
Sixth Norfolk,15626.564565751538,8275.321571600589,12586.211829340118,7989.484324244728,13899,8767,0.6132092120356482,0.6537795584814321,0.6117028427807172,12.62774305373381,D+13,11.685741194677114,D+12,-0.040570346445783945,0.9420018590566954
Sixth Plymouth,16548.34697862703,12616.702385929364,12440.282704086037,11863.896344081208,14971,13453,0.526702786377709,0.5674033591295015,0.5118577623803404,3.9559625849599045,D+4,2.469826584739543,D+2,-0.04070057275179251,1.4861360002203616
Sixth Suffolk,16364.43058152345,1282.1302796091102,15980.056487878415,768.9624088596538,12703,1859,0.8723389644279632,0.9273439006218449,0.9540891073321668,39.471998654366494,D+39,42.29104389946232,D+42,-0.05500493619388169,-2.819045245095829
Sixth Worcester,10337.84011250242,10201.165609365067,8486.903746395039,9181.784450986353,9562,11094,0.4629163439194423,0.5033271937548525,0.48033581506367,-2.4690926880335584,R+2,-2.476200365774922,R+2,-0.040410849835410156,0.0071076777413634495
Tenth Bristol,14376.085185903015,11751.632247878686,11726.230854908576,10490.272981570806,13524,12939,0.5110531685749915,0.5502235402819968,0.5278162100219462,2.2758180549442453,D+2,2.246917909975199,D+2,-0.039170371707005325,0.02890014496904625
Tenth Essex,10433.192327513043,4201.010498238028,9484.764569373607,3793.7380212554726,7794,4892,0.614378054548321,0.7129320573003319,0.7142947410400934,15.94136852972362,D+16,19.612319582680005,D+20,-0.09855400275201098,-3.6709510529563847
Tenth Hampden,8883.486497187838,2542.1351268108856,10681.536191420168,1375.7272117583525,6933,2807,0.7118069815195072,0.777505748880104,0.885900542622658,23.95171648675214,D+24,31.57038342885804,D+32,-0.06569876736059688,-7.6186669421059
Tenth Middlesex,13877.144724519234,4431.578382734074,12232.156240837081,4311.858305707488,12199,4620,0.7253106605624591,0.7579526241795405,0.7393704959835112,23.456848285416122,D+23,23.167488611409848,D+23,-0.03264196361708138,0.28935967400627405
Tenth Norfolk,16439.11816065192,9618.568102444702,12619.56286379511,9190.381257275903,15372,10294,0.5989246473934388,0.6308740536159307,0.5786150938187459,10.726500953100015,D+11,8.96061755813613,D+9,-0.03194940622249198,1.7658833949638844
Tenth Plymouth,12740,4158,10966,4274,10811,4610,0.7010570001945399,0.7539353769676885,0.7195538057742782,22.094916515831752,D+22,22.017435325642275,D+22,-0.05287837677314866,0.07748119018947719
Tenth Suffolk,20539.395783622727,6306.977110420782,17879.730773500836,6064.947329097723,18936,6533,0.743492088421218,0.7650715373986282,0.7467100078309454,24.681057552928166,D+25,23.895815902333663,D+24,-0.021579448977410265,0.7852416505945037
Tenth Worcester,13052.000000000002,8703,10659,8306,11612,9247,0.556690157725682,0.5999540335555046,0.5620353282362246,7.102161568604492,D+7,6.483660210932518,D+6,-0.04326387582982261,0.618501357671974
Third Barnstable,17703.117297572757,11521.4950829481,13675.977540795971,11063.51271055923,17392,12124,0.5892397343813525,0.6057605509721817,0.5527994878571444,8.97038541605909,D+9,6.402378657974395,D+6,-0.016520816590829268,2.568006758084695
