city_town,ward,precinct,Biden_20,Trump_20,Clinton_16,Trump_16
Boston,7,4,933,359,826,333
Boston,7,5,873.9447322970639,240.18307426597585,779.0518134715026,239.72193436960276
Boston,7,6,730.0552677029361,247.81692573402415,665.9481865284974,193.27806563039724
Boston,7,7,603.7258302583026,146.74575645756457,571.2250922509224,96.51734317343173
Boston,7,8,824.2741697416974,230.25424354243543,640.7749077490774,168.48265682656827
Boston,7,9,659,184,618,187
Boston,8,1,788.9591264180515,85.99121407717658,704.2742490752502,61.9908363631569
Boston,8,2,723.9833138820954,76.44840781325105,679.2616036054237,63.58209201214347
Boston,8,3,988.032088700636,74.7900015916628,944.6281262099786,38.19878202334891
Boston,8,4,868.557604579636,82.79779292300242,879.7055839692043,45.65895716991875
Boston,8,5,1012.1094527363184,105.6127694859038,966.058872305141,55.52985074626866
Boston,8,6,674.3584136832625,69.35981410900331,628.0715648350019,52.039481685163295
Boston,8,6A,0,0,0,0
Boston,9,1,1205.6516853932585,146.06741573033707,1215.084269662921,101.75280898876404
Boston,9,2,1152.2802379378718,91.20951751487112,858.1295439524125,71.44745538664904
Boston,9,3,1089.859084275742,87.28443578375514,1158.8362446016986,42.746227748465486
Boston,9,4,612.7493398782019,43.39043146879709,620.5306435926653,21.78603622217491
Boston,9,5,973.6102564102564,53.158974358974355,968.5128205128204,24.758974358974356
Boston,9,6,1069.643959021811,84.56267459792906,1047.314421678784,47.84855915399868
Boston,9,7,808.2054370828586,76.32655054533616,839.5920559986978,40.659938140973466
Bourne,-,1,852.2448083688924,801.1376123610912,659.651186176672,801.6694405354806
Bourne,-,2,985.3752787511946,894.4319847085059,731.2965912711055,938.497292131252
Bourne,-,3,531.927531927532,524.8351648351648,385.6474606474606,480.5078705078705
Bourne,-,4,1137,878,863,803
Bourne,-,5,951.1082375501065,690.6842109209199,713.432806934137,695.9804342285383
Bourne,-,5A,208.21452536206382,151.20306971833438,156.1831423688941,152.36250728671018
Bourne,-,6,896.00906002265,561.81087202718,696.5447338618346,551.5322763306908
Bourne,-,7,965.1205580175604,828.8970854288038,704.2440787398962,777.4501789794574
Boxborough,-,1,2526,786,1987,756
Boxford,-,1,1010,755,786,711
Boxford,-,2,1092,781,852,776
Boxford,-,3,1015,735,816,707
Boylston,-,1,1877,1318,1424,1125
Braintree,-,1A,1060.673538569965,840.2454383599348,869.5319500559046,801.0140223775619
Braintree,-,1B,974.785764979408,750.6860481633901,827.1917209885659,667.6535978033971
Braintree,-,2A,1133,724,912,765
Braintree,-,2B,1048.7413407544173,762.7201057133436,865.2242520584082,764.0226902842079
Braintree,-,3A,973.984867591425,644.8196721311475,870.5409836065573,629.046658259773
Braintree,-,3B,1049.6665724781012,689.092116417067,897.3741169821983,678.1624752755016
Braintree,-,4A,988.7756428369596,646.4213054535179,806.1466515964962,613.0161062447019
Braintree,-,4B,977.6956767448432,513.6281435433739,794.7719694829048,455.95761514552134
Braintree,-,5A,1023.0983694199412,705.2873563218391,855.5993049986635,700.2582197273456
Braintree,-,5B,1078.7161186848437,746.2413793103448,907.9117882919004,696.0048115477144
Braintree,-,6A,1177,881,960,864
Braintree,-,6B,1109,831,889,785
Brewster,-,1,1701.7664783294156,807.1496815023554,1329.6420695384556,826.3183666581702
Brewster,-,2,1586.723158382662,703.2578534932702,1239.2588386813502,716.1877002917943
Brewster,-,3,1651.5103632879222,827.5924650043744,1244.0990917801942,827.4939330500354
Bridgewater,-,1,998.2354202401372,938.273156089194,741.3516295025729,913.7431389365352
Bridgewater,-,2,1011.4801806322128,876.1866532865027,781.9643753135975,881.823883592574
Bridgewater,-,3,1073.1395195062817,1099.3828521049152,731.9761957240468,957.52700022041
Bridgewater,-,4,691.6752688410246,603.2153370718956,500.9484217655213,573.8168510630218
Bridgewater,-,5,353.51629602507677,243.38710712719745,285.7948482853149,268.51577995456574
Bridgewater,-,6,890.7689529983652,674.1886153405001,675.5502045068599,620.8512197283376
Bridgewater,-,7,961.311011138372,773.9909108278872,720.2469018824501,748.0327915409167
Bridgewater,-,8,961.5620769848356,699.9677790253813,734.7627220035629,669.1547352546854
Bridgewater,-,9,746.311273633694,663.4075891265267,545.4047010160738,627.5345997089537
Brimfield,-,1,1063,1193,793,1113
Brockton,1,A,1004,189,906,179
Brockton,1,B,1176.2268907563025,335.64787205204664,953.4345351043644,370.6719978313906
Brockton,1,C,1083.0485698866703,352.2153264975715,943.6648677819752,374.7733405288721
Brockton,1,D,1312.7245393570272,612.1368014503819,1039.9005971136603,600.5546616397373
Brockton,2,A,846.8018894866736,112.19599561811192,812.9606847607408,78.63968764889717
Brockton,2,B,836.0395800654151,103.85433150820916,829.5088673278349,91.41315583373998
Brockton,2,C,697.7260273972603,114.05136986301368,722.6448140900195,75.71477495107632
Brockton,2,D,1053.2739726027398,263.9486301369863,888.3551859099804,256.2852250489237
Brockton,3,A,1036.3183591074585,247.0137188637757,923.1090678057748,254.5593877293537
Brockton,3,B,956.6816408925416,168.98628113622436,876.8909321942251,166.44061227064634
Brockton,3,C,1243.1773127753304,520.0611233480176,990.4151982378854,547.8339757709251
Brockton,3,D,1179.8226872246696,585.9388766519824,925.5848017621144,553.1660242290749
Brockton,4,A,759,118,752,108
Brockton,4,B,1055.0012584948402,275.09690410269314,918.8421847470426,258.4243644601057
Brockton,4,C,1140.9987415051598,425.9030958973068,1016.1578152529574,430.5756355398943
Brockton,4,D,1034,379,927,409
Brockton,5,A,948.341216397966,208.11031366191617,865.6366769830283,173.68684293824035
Brockton,5,B,1193.9306103000874,376.0720981044303,1041.6889246944424,343.8511065065448
Brockton,5,C,1024.8068380334414,229.7142500623908,917.9193910656352,217.5253306713252
Brockton,5,D,1194.9213352685051,472.1033381712627,1020.755007256894,514.9367198838897
Brockton,6,A,968.4322395962604,255.0391660461653,805.0102523372218,262.14079258707704
Brockton,6,B,1119.0025316455697,487.95848101265824,876.8577215189874,546.6602531645569
Brockton,6,C,1112.649867395158,338.10265522202286,886.8539277651155,380.0167613382259
Brockton,6,D,1188.915361363012,592.8996977191537,937.2780983786756,629.1821929101402
Brockton,7,A,1004.8868320045964,166.31428318404392,907.9328629654988,155.74802309431908
Brockton,7,B,1169.9824012330146,227.03007284089003,1008.5735814994432,238.34488140717696
Brockton,7,C,1011.0934198637754,200.20111377536836,938.1650854879068,211.98713337503477
Brockton,7,D,1123.195877346525,332.4042030733766,959.8589179585754,371.8671186408321
Brookfield,-,1,946,1054,708,936
Brookline,-,1,1569.420656806217,143.87139633993482,1427.429932313863,162.6781148157433
Brookline,-,10,1648.1860333289524,188.43682442709337,1471.427552647109,171.61886134403662
Brookline,-,11,1744.0302953156822,191.26858452138492,1539.5707739307536,172.42438900203666
Brookline,-,12,1762.7172058341157,201.41570921892637,1586.5912759300666,172.3532092742844
Brookline,-,13,1483.8541776683364,192.39222668506758,1347.7585318257397,161.43538456716684
Brookline,-,13A,292.8781512449683,37.97373118830816,266.0160500043309,31.863573718441422
Brookline,-,14,1426.9197494835134,244.52950549879336,1290.5289154417937,197.66680712758367
Brookline,-,14A,299.40032045426534,51.307869509383124,270.78241153969867,41.47500615825892
Brookline,-,15,1680.9843932612296,406.64752391898617,1398.846843516796,383.9740378581287
Brookline,-,16,1466,279,1292,270
Brookline,-,17,1441.7827599314458,166.0808619691507,1327.933947260817,151.38774079113733
Brookline,-,2,1199.754408350418,132.94646199799365,1146.8869598678118,121.13178098077006
Brookline,-,3,1620.1790482667082,182.94395857772972,1521.1657461055984,172.50963939696763
Brookline,-,4,1462.3438318060446,187.93483423413036,1363.8951874506524,190.95944806538813
Brookline,-,5,943.2325251935771,100.51398648545764,829.0084500523374,105.03381043380182
Brookline,-,5A,756.6106909975545,80.62694482897885,664.9862462155708,84.2525058962694
Brookline,-,6,1672.319529655836,158.61506663661282,1554.5426539749933,154.6364957931034
Brookline,-,7,1510.6916729182296,162.53088272068018,1381.0427606901726,143.7411852963241
Brookline,-,8,1551.8969499552236,122.37516687792254,1452.9903097792817,135.63335907338885
Brookline,-,9,1647.399869315226,189.54208993427093,1480.2802616507652,152.6454463670552
Buckland,-,1,889,268,703,230
Burlington,-,1,1465.7359050295488,936.3858793379496,1202.9122218214038,936.0367790939598
Burlington,-,2,1111.3030441397782,570.7466213976492,905.994950742182,525.4770442325923
Burlington,-,3,1362.9529318958716,788.3555088088352,1049.1795950565345,761.8808835130161
Burlington,-,4,1168.7569955817378,660.1570937653412,931.658321060383,635.052528227786
Burlington,-,5,1501.2430044182622,905.8429062346588,1231.3416789396172,949.947471772214
Burlington,-,6,1421.335581787521,980.85413153457,1217.1399662731872,950.204047217538
Burlington,-,7,1415.6725371472803,723.657858920996,1094.7732661066927,675.401245942894
Cambridge,1,1,1196.1137855579868,143.054704595186,884.7964989059082,141.164113785558
Cambridge,1,2,560.2450457208946,50.413606867429124,548.8049961196327,53.43484456888695
Cambridge,1,2A,99.95922330216807,8.994822934747672,97.91808348055844,9.533873795358769
Cambridge,1,3,1371.5821820824165,172.43511911553065,1170.6458703763208,173.10394792921343
Cambridge,10,1,1340.1840022373967,92.43959287345245,1251.5580100495874,95.83583382655351
Cambridge,10,1A,711.1522446220116,49.05193902788869,664.1239461413609,50.854112739142394
Cambridge,10,2,2168.627512455394,101.15745100498216,2050.448200380787,98.09557876255516
Cambridge,10,3,1698.7102902113786,105.71496336079164,1549.2605775728148,93.38489011727223
Cambridge,11,1,772.7403271132227,60.894156001406365,634.7254713030062,43.44121083365014
Cambridge,11,1A,678.5727035685675,53.47347694893372,557.3766037226712,38.14738127076286
Cambridge,11,2,1392.2348813891103,106.41299323488376,1127.1536577813197,69.7109365151156
Cambridge,11,3,1703.699321176627,150.30168507919603,1560.3256499401039,151.44107972847064
Cambridge,11,3A,193.93054895324295,17.10870453119355,177.6104539560001,17.23840079100987
Cambridge,2,1,1607.3198947893006,198.57153333272743,1398.8202235120582,184.688530746321
Cambridge,2,2,1273.6081295295803,162.59967697738637,1065.911868093523,155.8510899294885
Cambridge,2,3,990.912930726745,119.71971268249801,835.3935985575281,116.14226681126685
Cambridge,2,3A,100.07933748735863,12.09134441373573,84.37233513897196,11.730032736808553
Cambridge,3,1,1447.857491763699,105.48180393835575,1293.913995075494,80.35735870297538
Cambridge,3,2,1030.1923602926238,65.40609066870145,990.7039317604108,64.65809016620993
Cambridge,3,3,1145.9488012701636,65.2582792843296,1064.056170930551,53.53494178174338
Cambridge,3,3A,480.53104223733646,27.36477312455526,446.1909818742265,22.44882261928508
Cambridge,4,1,1907.942616263258,120.91868370954585,1823.5229806907803,122.03399510470491
Cambridge,4,2,1658.5307996026013,80.76812810569704,1569.1683819691018,81.78397846131955
Cambridge,4,2A,245.16082194494507,11.938988819557553,231.9514418337855,12.089149858603166
Cambridge,4,3,1881.4637164655364,76.09331214791274,1723.528015967854,60.475453363623224
Cambridge,5,1,1712.9846328171552,92.58463133311244,1566.3326762679935,73.43097620014706
Cambridge,5,2,452.3151509716831,18.615826195223324,560.799815419909,25.487241710803943
Cambridge,5,3,1484.7921778205225,71.70231813725607,1398.054709882653,67.33905639766152
Cambridge,6,1,1433.9074611173642,59.00171804937734,1290.84493521333,63.47223106788897
Cambridge,6,1A,378.7980806879143,15.586596876326803,341.00497918010535,16.7675808638032
Cambridge,6,2,999.6741035106302,44.65935090952398,1068.0225156785557,45.81605204165983
Cambridge,6,3,1980.7933147632311,143.35097493036213,1834.0629526462396,135.19108635097493
Cambridge,7,1,1712.908953913584,77.24464486197412,1736.181498465951,62.19195779180509
Cambridge,7,2,1129.949230125855,61.8882115699752,1186.0603194748744,54.32479426073183
Cambridge,7,2A,19.365025366338557,1.060637730419455,20.326655003853887,0.9310161827032019
Cambridge,7,3,654.8351393972384,39.636986129704184,710.2648206544468,39.85488637603807
Cambridge,8,1,1727.39278816944,73.58107772281814,1699.7693663223108,78.22960508187154
Cambridge,8,2,1259.568756984051,55.622338559781184,1274.4957209952213,64.73815414999285
Cambridge,8,3,876.5849969501769,46.820633472902145,941.7867734785614,42.86223517928774
Cambridge,9,1,2351.012975716463,136.1838039989599,2150.9534643435804,134.0793333498739
Cambridge,9,2,1871.0325021001363,170.1434969064554,1637.0865878996874,190.1457737390023
Cambridge,9,3,1809.891498285955,199.01571232510295,1661.4612877725017,194.5893486331974
Canton,-,1,1332.5173078039477,693.5166650341404,1045.9348141244177,650.9970008065544
Canton,-,2,1399.3962572532714,744.022679432218,1093.41317477528,721.1618820650174
Canton,-,3,1195.08769982238,611.2400088809947,998.645648312611,578.3692273534635
Canton,-,4,1299.8907346747776,817.8380907814693,979.0465605989704,779.3053345811885
Canton,-,5,1397.2240671793018,756.5065713801217,1121.7325943835572,733.2052588445968
Canton,-,6,1263.994331921749,657.5779694504438,1018.6018746200272,593.3441071918826
Canton,-,7,1333.8896013445722,684.2980150406124,1050.6253331851362,674.6171891572966
Carlisle,-,1,2772,767,2302,732
Carver,-,1,1017,1161,818,1051
Carver,-,2,1066.3389121338912,1160.937238493724,794.7322175732218,1087.9539748953976
Carver,-,3,1193.6610878661088,1182.0627615062765,916.2677824267782,1067.0460251046024
Charlemont,-,1,492,235,407,228
Charlton,-,1,952,907,712,945
Charlton,-,2,887,1145,652,1029
Charlton,-,3,955.5055698371892,1099.566409597258,686.9840045701228,980.9857183661812
Charlton,-,4,941.1598874975815,951.8343906349337,642.0962536049608,879.2155490136457
Charlton,-,4A,23.334542665229293,23.599199767808273,15.919741824916382,21.798732620173034
Chatham,-,1,1601.5609645131938,945.3694267515924,1236.093721565059,925.781619654231
Chatham,-,2,1505.4390354868062,888.6305732484076,1161.9062784349408,870.2183803457689
Chelmsford,-,1,1120.9722135644186,688.504572666067,878.1642671541593,674.4790261343652
Chelmsford,-,10,1149.5152515938566,744.8499223126951,855.0203502466011,667.8621811450803
Chelmsford,-,11,1373.1951758399505,748.1979997456867,1040.840570602421,738.9298896677537
Chelmsford,-,2,1178.5047512052292,647.2948853285129,915.4319388079005,595.2255809117054
Chelmsford,-,3A,623.8248777935432,373.79874401704006,495.6990899683893,374.4285108431697
Chelmsford,-,3B,678.6331647991992,406.64012238095324,539.2504438155205,407.325219544461
Chelmsford,-,4,1361.193419857786,723.2019860749043,1076.1055046191368,736.228994561381
Chelmsford,-,5A,336.8485459021644,177.5885373086689,263.7037424729746,189.40620770714511
Chelmsford,-,5B,1092.682507524401,576.0686534487431,855.4125290854857,614.4032755843969
Chelmsford,-,6,1261.340519353258,705.9024987751102,1009.2324840764333,707.5031847133757
Chelmsford,-,7,1240.4761904761904,687.3015873015872,953.1746031746032,634.1269841269841
Chelmsford,-,8,1218.1300801583814,622.4139254018903,888.8771465153525,629.8766661351929
Chelmsford,-,9,1265.683301931621,721.2365652381404,934.087329461022,691.2042789249888
Chelsea,1,1,383.1803443868299,125.0465614120935,393.8708442276665,70.98818638996657
Chelsea,1,2,383.770802686838,114.81265651133444,387.1624860340331,67.01803489591781
Chelsea,1,3,399.12010538708626,89.87631458892442,380.3089089367726,61.31742016916089
Chelsea,1,4,401.0157439457194,60.93165623936261,371.0387559395906,34.999108466183614
Chelsea,2,1,855.6823825084941,234.76126717021265,689.7695863353426,202.31196138963975
Chelsea,2,2,531.631394591097,107.2785319882988,495.781367634388,67.90431720912864
Chelsea,2,3,418.15979736272755,82.75616643953703,404.480066400014,44.737610112289744
Chelsea,2,4,494.8347191457756,118.97971609118476,446.62413993830694,82.68337664968976
Chelsea,3,1,469.0571781469545,123.15542618871082,453.4329948465339,94.00693277002476
Chelsea,3,2,580.0442827809585,117.64456293154986,547.3713877638902,95.6399810476464
Chelsea,3,3,471.2463941986473,129.96647251271506,455.070613792009,82.84092350826444
Chelsea,3,4,524.9205057682515,130.2370240668559,493.73955550174674,79.21213058999354
Chelsea,4,1,624.0927595226835,180.4156214219688,519.2330081310688,140.79945665104017
Chelsea,4,2,528.3218727139722,237.09144111192393,506.8529626920264,185.75274323335773
Chelsea,4,3,573.9182233244431,213.72008349792,481.11222338240344,172.02756889149222
Chelsea,4,4,536.4885550409451,161.18472864170147,493.36961045358055,116.76493461085543
Cheshire,-,1,1124,775,978,741
Chester,-,1,313,415,238,372
Chesterfield,-,1,510,287,398,267
Chicopee,1,A,762.338037002195,609.4976481655692,615.0893697083726,596.4502978990279
Chicopee,1,B,970.1268774924716,737.452500492104,792.1846347018454,713.7393734721128
Chicopee,2,A,662.4007636900113,355.7069202555987,688.3713122953179,293.76392295500534
Chicopee,2,B,841.109381237525,696.6284420632419,698.194774661204,605.281874146444
Chicopee,3,A,510.1680519857029,411.5164751433774,445.18767375235643,343.4582662250239
Chicopee,3,A1,255.73574808276675,206.28393567483556,223.16254877417558,172.1678892012
Chicopee,3,B,655.5638677219072,466.2136866381156,620.9203873416875,396.5871452173556
Chicopee,4,A,811.210372035307,524.1234422045843,677.9476448690033,483.75064877900303
Chicopee,4,B,780.2940594112837,439.75012350572786,691.635979683737,450.66240623008514
Chicopee,5,A,907.2985119951412,565.945338597024,715.9201336167629,528.2927421803827
Chicopee,5,B,791.6869116307319,552.8457333738232,676.9301548739751,538.2484057090799
Chicopee,6,A,830.2591527280158,609.1812878802393,672.468658392888,598.0110100173076
Chicopee,6,B,865,964,716,943
Chicopee,7,A,695.9407337723425,439.5296331138288,639.8739416745061,391.7262464722483
Chicopee,7,B,785.5323322096231,429.9859025436715,680.7293901317806,391.78669935642046
Chicopee,8,A,833.3311965393568,618.1491234875696,687.102866281645,550.0669718473468
Chicopee,8,B,759.6688034606432,611.8508765124304,633.897133718355,550.9330281526532
Chicopee,9,A,846,631,697,564
Chicopee,9,B,938.3351990049752,766.3389303482587,765.383395522388,729.0730721393035
Chilmark,-,1,793.3729372937294,110.63366336633663,614.963696369637,93.68976897689768
Clarksburg,-,1,583,390,510,327
Clinton,-,1,1364.2633552014995,761.9409559512652,1083.1480787253984,731.4686035613871
Clinton,-,2,1067.7366447985005,621.0590440487348,858.8519212746016,614.5313964386129
Clinton,-,3,1197,757,930,718
Clinton,-,4,1059,746,895,684
Cohasset,-,1,1270.6309252217998,540.1384030418251,964.1401774397972,529.1432192648923
Cohasset,-,2,1288.9990982867448,566.5151036970243,961.5933273219116,553.6251127141569
Cohasset,-,3,1289.3699764914554,558.3464932611505,969.2664952382912,546.2316680209508
Colrain,-,1,670.5579514824798,307.6711590296496,516.2991913746631,258.49865229110515
Concord,-,1,1817.9670877619235,337.48702161033265,1557.1626581891308,320.47393086584776
Concord,-,2,1970.2291689035312,386.812501362301,1736.497048549583,402.35577167592487
Concord,-,3,2067.006163328197,436.8335901386749,1772.153312788906,465.6910631741141
Concord,-,4,2328.993836671803,474.1664098613251,1849.846687211094,437.308936825886
Concord,-,5,1839.803743334545,341.70047702736633,1544.3402932612858,325.1702974582273
Conway,-,1,989,278,865,249
Cummington,-,1,413,162,334,156
Dalton,-,1,1305,560,1091,491
Dalton,-,2,1377,479,1099,449
Danvers,-,1,1317.4652498564044,746.7932222860425,1051.8075818495115,719.2435381964389
Danvers,-,2,1256,796,1033,815
Danvers,-,3,1097.6042865674367,760.239890296739,889.6824843756538,764.1168370794994
Danvers,-,4,1336.7347447073475,773.2029887920299,1004.1581569115816,780.799501867995
Danvers,-,5,1249.930463576159,935.9668874172186,971.5099337748344,883.6396247240618
Danvers,-,6,1278.4765550139598,1049.8702313751855,1044.2266923410152,987.1325984613692
Danvers,-,7,1277,860,952,810
Danvers,-,8,1019.7887002786928,802.9267798327844,805.615150747403,724.0678996706359
Dartmouth,-,1,1013.3228191227204,1260.896007885658,859.7890586495811,1041.150813208477
Dartmouth,-,2,820.5495213028114,710.8492116133995,706.7565917678711,623.8071722480271
Dartmouth,-,3,410.1653546764693,291.75075098675825,479.1513356752474,272.2987119885348
Dartmouth,-,4,974.8096746189176,768.4375933571085,871.290912153781,639.513863187216
Dartmouth,-,5,1154.1526302790812,912.0664361570758,946.0121017535196,810.2294393677452
Dartmouth,-,6,981.4701492537314,860.3159203980099,943.995024875622,728.7487562189054
Dartmouth,-,7,1207.1679104477612,1025.8271144278608,1043.5696517412937,842.2674129353234
Dartmouth,-,8,1596.3619402985075,914.8569651741294,1345.4353233830846,826.9838308457712
Dartmouth,-,9,1634,1033,1390,953
Dedham,-,1,1648.2609167344724,457.4344995931652,1404.1087605098996,434.9837266069975
Dedham,-,2,1635.7390832655276,729.5655004068349,1301.8912394901004,725.0162733930024
Dedham,-,3,1390.947407098453,594.4857203859915,1113.1205570829893,600.0076388238666
Dedham,-,4,1502,639,1212,652
Dedham,-,5,1536.7613065207086,789.3057812301371,1165.1540552587871,809.8733236354542
Dedham,-,6,1551.741258741259,675.3643856143856,1226.7397602397602,658.4567932067932
Dedham,-,7,1494.55002763958,885.844112769486,1197.9856274184633,897.6622443338861
Deerfield,-,1,2425,839,1968,777
Dennis,-,1,1400.108733777622,941.6534549280956,1077.0869870220974,948.1241669589616
Dennis,-,2,1430.1669589617677,932.0098211153982,1182.3335671694142,843.9519466853735
Dennis,-,3,1008.9831208842468,615.3611187666182,771.6392010115087,607.7556967241076
Dennis,-,4,1149.2955462180075,715.0596587570669,903.6613543625522,698.2599844258436
Dennis,-,5,1192.445640158356,733.9159464328214,952.2788904344276,652.9082052057137
Dighton,-,1,714.8237826203928,819.9028786655906,554.7032553134248,746.2760290556901
Dighton,-,2,719.409443430657,837.5214416058394,521.7139598540147,697.9345346715329
Dighton,-,3,704.7667739489502,815.5756797285701,525.5827848325606,704.789436272777
Douglas,-,1,769.7265068049255,991.400194426442,532.9601425793908,901.7874270900844
Douglas,-,2,885.2734931950745,1041.599805573558,675.0398574206092,962.2125729099156
Douglas,-,3,803,923,572,821
Dover,-,1,2761,1142,2063,1137
Dracut,-,1,893,820,654,777
Dracut,-,2,884.5860041164364,829.0402822699207,675.8709203175537,848.5871802411056
Dracut,-,3,978.7662558972186,1004.8340806652476,743.8470701578385,961.0667242941624
Dracut,-,4,1097.271328997815,1184.2588560165484,770.8853346277765,1115.781005177532
Dracut,-,5,894,1010,705,947
Dracut,-,6,923,869,761,824
Dracut,-,7,1012.768154052542,845.5972536163226,774.2486228976994,791.8012122004704
Dracut,-,8,1009.619136089178,1221.15838365072,779.723176962378,1067.3116581514166
Dracut,-,9,973.9891208468098,995.1111437812408,752.4248750367539,954.4522199353132
Dudley,-,1,805.5925312369511,910.220893424983,634.3886157774709,815.6764510326663
Dudley,-,2,647.111959894963,762.8207209357842,473.5488183337312,681.3960372403915
Dudley,-,3,582.2774869109948,699.1884816753926,460.81151832460733,638.4554973821989
Dudley,-,4,709.018021957091,819.76990396384,544.2510475641906,735.4720143447432
Dunstable,-,1,1243,877,954,837
Duxbury,-,1,1326,753,968,697
Duxbury,-,2,1217,680,883,668
Duxbury,-,3,1168,659,828,576
Duxbury,-,4,1122,625,853,631
Duxbury,-,5,1054,714,826,697
Duxbury,-,6,1023,601,779,619
East Bridgewater,-,1,1034,1098,761,1002
East Bridgewater,-,2,1008,1088,791,1042
East Bridgewater,-,3,1111,1159,874,1077
East Bridgewater,-,4,1030,1021,748,952
East Brookfield,-,1,593,741,417,664
East Longmeadow,-,1,1097.775678866588,867.3974025974026,817.1471074380165,843.4318772136954
East Longmeadow,-,2,998.3812172574966,805.5160773680445,787.6725600693571,809.6436304179255
East Longmeadow,-,2A,27.920310623980384,22.526724966346663,22.027720641152886,22.642154384766812
East Longmeadow,-,3,1036.495558216056,902.7348937279626,794.5484199697245,854.5630794598678
East Longmeadow,-,3A,51.80848593409397,45.122555203629695,39.714932026150954,42.71472167058126
East Longmeadow,-,4,858.6382978615708,834.7873189260847,671.784024815483,785.3599281956698
East Longmeadow,-,4A,213.52893712810317,207.59759887514747,167.0614147490723,195.30583616905105
East Longmeadow,-,5,1010.4515141121112,937.317428335382,789.0438202910428,887.3387724884427
Eastham,-,1,2864,1151,2203,1199
Easthampton,-,1,1501.398616627111,475.7757676516033,1190.647927517881,504.32600644141223
Easthampton,-,2,1598.1853748340834,412.7526182817475,1292.974837178634,423.418462056679
Easthampton,-,3,1690.1392809169097,472.63381190796014,1283.3726427437502,487.8552762416482
Easthampton,-,4,1652.276727621896,367.83780215868904,1334.0045925597346,415.40025526026056
Easthampton,-,5,1354,796,1112,768
Easton,-,1,1143.4421790277906,687.6372313443954,876.5495316310455,674.3937188208247
Easton,-,2,1422.95302796135,848.8386710791475,1092.122019780009,827.0284852758515
Easton,-,3,1024.019366044794,634.6348603268884,780.9441326755834,615.4275428093363
Easton,-,4A,654.9192792906056,382.45886030449464,491.5119340918677,367.9921897062675
Easton,-,4B,697.4260594368709,407.2819113338729,523.4129490449457,391.8762981727801
Easton,-,5,1333.979207463011,802.7281208353731,983.5004861564404,731.3536894344268
Easton,-,6,1260.703125,925.39111328125,931.51953125,867.60888671875
Easton,-,7,1177.5577557755776,778.0292314945781,876.4394153701085,755.3191890617634
Edgartown,-,1,2185,854,1787,779
Egremont,-,1,783,174,621,147
Erving,-,1,550,355,420,300
Essex,-,1,1650,796,1272,758
Everett,1,1,508.9004891195632,202.8827641622368,464.9336038066545,186.70776652731368
Everett,1,2,504.5121832151035,213.66485476502208,464.54667506299046,192.5198708583773
Everett,1,3,286.72997032640944,133.32542037586546,267.45400593471805,116.4589515331355
Everett,1,3A,179.3827893175074,83.4104846686449,167.3234421364985,72.85855588526212
Everett,2,1,592.6421404682275,240.80267558528428,519.0635451505017,224.74916387959863
Everett,2,2,302.20060074820543,116.68102865203595,274.5278650217649,107.93410705037209
Everett,2,2A,273.51067029742643,105.60371580532369,248.46509302602772,97.68719815318488
Everett,2,3,529.9192917056923,195.4402447967756,496.8391498142242,179.9240131523828
Everett,3,1,697.9990142927551,270.75160177427307,573.3563331690489,285.29324790537214
Everett,3,2,601.2750897533549,236.60653392935308,525.2324434395898,240.5577680738844
Everett,3,3,555.9277607557549,218.83067548518508,486.2578434379814,222.30935698111645
Everett,4,1,656.8171266443126,297.5754449316482,636.7397472272376,298.2924941965437
Everett,4,2,603.4740476076361,246.15575949379817,595.5514270247112,241.25490333928732
Everett,4,3,588.0168648164209,219.8037317127956,567.085234463303,213.73509682930796
Everett,5,1,620.0664665319481,233.7302485565711,523.0654443256643,232.52364778107605
Everett,5,2,575.3454737867264,199.4217527800621,523.688425086812,209.14945884213037
Everett,5,3,550.8110226989888,179.99226632257017,527.6120512509036,192.80166311441917
Everett,6,1,575.5086206896551,226.8774954627949,480.4813974591651,204.30852994555352
Everett,6,2,636.2128978475932,238.0908717755069,545.9440091842014,213.15464591501828
Everett,6,3,652.7474793767186,233.352428964253,572.8322639780018,207.77956003666364
Fairhaven,-,1,969.922151450814,582.9232130219391,806.9752300070771,587.7728237791932
Fairhaven,-,2,897.5699388709097,676.3725278676735,731.4261057173678,589.8597626752967
Fairhaven,-,3,655.4300611290903,649.6274721323265,593.5738942826322,546.1402373247033
Fairhaven,-,4,905.077848549186,731.0767869780609,730.0247699929229,693.2271762208068
Fairhaven,-,5,874,839,711,759
Fairhaven,-,6,791,796,691,648
Fall River,1,A,765,763,816,640
Fall River,1,B,594.9456521739131,513.6364130434782,595.9372282608696,430.3440217391304
Fall River,1,C,637,613,622,481
Fall River,2,A,523.054347826087,392.3635869565217,515.0627717391304,320.6559782608696
Fall River,2,B,442,395,491,276
Fall River,2,C,522,455,567,372
Fall River,3,A,381.7301544296938,550.3876998103495,685.8553237604985,465.33134651855863
Fall River,3,B,644.2698455703062,515.6123001896505,651.1446762395015,402.66865348144137
Fall River,3,C,713,619,641,456
Fall River,4,A,535,348,551,267
Fall River,4,B,522,319,561,215
Fall River,4,C,561.3640250254358,312.67484436485205,678.0412797075298,228.72543588828896
Fall River,5,A,396,285,438,180
Fall River,5,B,342.9364853318143,195.8217032184563,382.6972372543435,137.17459413272573
Fall River,5,C,482,341,541,244
