Biden_20,Trump_20,Clinton_16,Trump_16,Harris_24,Trump_24,dem_pct_24,dem_pct_20,dem_pct_16,PVI_N,PVI,PVI_N_20,PVI_20,shift_20_24,pvi_shift
2375953.4789746488,1164341.3943737685,1989946.4061891127,1088037.615567138,2126545,1251308,0.6295552233919002,0.6711173967064127,0.6465096609090517,14.306894917802937,D+14,14.221588767604787,D+14,-0.04156217331451251,0.08530615019815002
