City/Town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Clinton_16,Trump_16,Obama_12,Romney_12,County
Fairhaven,-,1,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,832,606,843,576,Bristol
Fairhaven,-,2,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,744,600,884,490,Bristol
Fairhaven,-,3,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,581,536,706,379,Bristol
Fairhaven,-,4,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,705,675,876,509,Bristol
Fairhaven,-,5,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,711,759,882,582,Bristol
Fairhaven,-,6,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,691,648,820,520,Bristol
Marion,-,1,10th Bristol,1st Plymouth and Bristol,9th Congressional,1st District,1861,1159,1727,1458,Plymouth
Mattapoisett,-,1,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,2125,1820,2041,1855,Plymouth
New Bedford,3,A,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,394,121,423,79,Bristol
New Bedford,4,D,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,637,228,720,151,Bristol
New Bedford,4,E,10th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,539,256,674,200,Bristol
New Bedford,1,A,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,610,476,813,436,Bristol
New Bedford,1,B,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,624,493,806,346,Bristol
New Bedford,1,C,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,656,470,789,334,Bristol
New Bedford,2,A,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,272,74,280,55,Bristol
New Bedford,2,B,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,540,237,509,137,Bristol
New Bedford,2,C,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,378,210,474,126,Bristol
New Bedford,2,D,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,435,333,590,206,Bristol
New Bedford,2,E,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,529,374,693,251,Bristol
New Bedford,2,F,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,547,344,725,244,Bristol
New Bedford,3,B,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,537,119,586,101,Bristol
New Bedford,3,C,11th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,436,169,549,94,Bristol
New Bedford,4,A,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,559,80,679,33,Bristol
New Bedford,4,B,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,801,226,1017,119,Bristol
New Bedford,4,C,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,787,182,901,166,Bristol
New Bedford,4,F,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,646,185,820,109,Bristol
New Bedford,5,A,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,483,197,588,133,Bristol
New Bedford,5,B,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,717,233,818,190,Bristol
New Bedford,5,C,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,551,304,731,215,Bristol
New Bedford,5,D,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,811,299,912,231,Bristol
New Bedford,5,E,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,822,501,985,446,Bristol
New Bedford,5,F,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,795,429,931,344,Bristol
New Bedford,6,A,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,634,414,766,294,Bristol
New Bedford,6,B,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,589,337,698,238,Bristol
New Bedford,6,C,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,395,101,428,80,Bristol
New Bedford,6,D,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,311,115,410,75,Bristol
New Bedford,6,E,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,432,150,520,89,Bristol
New Bedford,6,F,13th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,494,223,636,161,Bristol
New Bedford,1,D,8th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,621,534,733,431,Bristol
New Bedford,1,E,8th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,626,431,819,315,Bristol
New Bedford,1,F,8th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,658,539,805,388,Bristol
New Bedford,3,D,9th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,533,209,675,155,Bristol
New Bedford,3,E,9th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,714,392,896,272,Bristol
New Bedford,3,F,9th Bristol,2nd Bristol and Plymouth,9th Congressional,1st District,699,342,854,306,Bristol
Rochester,-,1,10th Bristol,1st Bristol and Plymouth,9th Congressional,1st District,1368,1743,1366,1704,Plymouth
Lynn,1,3,10th Essex,3rd Essex,6th Congressional,6th District,957,648,1006,593,Essex
Lynn,1,4,10th Essex,3rd Essex,6th Congressional,6th District,968,539,966,516,Essex
Lynn,2,1,10th Essex,3rd Essex,6th Congressional,6th District,1075,735,1139,695,Essex
Lynn,2,2,10th Essex,3rd Essex,6th Congressional,6th District,687,237,879,241,Essex
Lynn,2,3,10th Essex,3rd Essex,6th Congressional,6th District,689,125,701,111,Essex
Lynn,2,4,10th Essex,3rd Essex,6th Congressional,6th District,653,172,681,163,Essex
Lynn,3,1,10th Essex,3rd Essex,6th Congressional,6th District,839,446,949,371,Essex
Lynn,3,2,10th Essex,3rd Essex,6th Congressional,6th District,891,266,887,244,Essex
Lynn,3,3,10th Essex,3rd Essex,6th Congressional,6th District,809,291,807,227,Essex
Lynn,4,1,10th Essex,3rd Essex,6th Congressional,6th District,564,86,563,82,Essex
Lynn,4,2,10th Essex,3rd Essex,6th Congressional,6th District,607,99,624,89,Essex
Lynn,5,2,10th Essex,3rd Essex,6th Congressional,6th District,522,91,529,77,Essex
Lynn,5,3,10th Essex,3rd Essex,6th Congressional,6th District,638,94,567,64,Essex
Lynn,4,3,11th Essex,3rd Essex,6th Congressional,6th District,782,202,846,158,Essex
Lynn,5,1,11th Essex,3rd Essex,6th Congressional,6th District,762,336,784,295,Essex
Lynn,5,4,11th Essex,3rd Essex,6th Congressional,6th District,938,306,1004,312,Essex
Lynn,6,1,11th Essex,3rd Essex,6th Congressional,6th District,667,206,692,215,Essex
Lynn,6,2,11th Essex,3rd Essex,6th Congressional,6th District,519,103,492,86,Essex
Lynn,6,3,11th Essex,3rd Essex,6th Congressional,6th District,659,150,761,186,Essex
Lynn,6,4,11th Essex,3rd Essex,6th Congressional,6th District,636,165,661,139,Essex
Lynn,7,1,11th Essex,3rd Essex,6th Congressional,6th District,1070,547,1105,488,Essex
Lynn,7,2,11th Essex,3rd Essex,6th Congressional,6th District,939,421,1030,402,Essex
Lynn,7,3,11th Essex,3rd Essex,6th Congressional,6th District,690,337,755,251,Essex
Lynn,7,4,11th Essex,3rd Essex,6th Congressional,6th District,794,377,821,312,Essex
Lynn,3,4,8th Essex,3rd Essex,6th Congressional,6th District,1003,298,907,274,Essex
Lynn,4,4,8th Essex,3rd Essex,6th Congressional,6th District,900,313,906,287,Essex
Lynn,1,1,9th Essex,3rd Essex,6th Congressional,6th District,930,870,968,841,Essex
Lynn,1,2,9th Essex,3rd Essex,6th Congressional,6th District,976,851,1094,793,Essex
Springfield,1,A,10th Hampden,Hampden,1st Congressional,8th District,664,25,779,9,Hampden
Springfield,1,B,10th Hampden,Hampden,1st Congressional,8th District,686,62,747,30,Hampden
Springfield,1,C,10th Hampden,Hampden,1st Congressional,8th District,550,47,560,30,Hampden
Springfield,1,D,10th Hampden,Hampden,1st Congressional,8th District,626,49,614,50,Hampden
Springfield,1,E,10th Hampden,Hampden,1st Congressional,8th District,694,62,765,40,Hampden
Springfield,1,F,10th Hampden,Hampden,1st Congressional,8th District,613,44,607,39,Hampden
Springfield,1,G,10th Hampden,Hampden,1st Congressional,8th District,674,69,682,69,Hampden
Springfield,1,H,10th Hampden,Hampden,1st Congressional,8th District,676,62,639,56,Hampden
Springfield,3,B,10th Hampden,Hampden,1st Congressional,8th District,570,49,562,36,Hampden
Springfield,3,C,10th Hampden,Hampden,1st Congressional,8th District,429,44,463,47,Hampden
Springfield,3,D,10th Hampden,Hampden,1st Congressional,8th District,569,41,571,29,Hampden
Springfield,3,E,10th Hampden,Hampden,1st Congressional,8th District,481,46,504,41,Hampden
Springfield,3,F,10th Hampden,Hampden,1st Congressional,8th District,441,67,513,91,Hampden
Springfield,3,G,10th Hampden,Hampden,1st Congressional,8th District,401,49,465,48,Hampden
Springfield,3,H,10th Hampden,Hampden,1st Congressional,8th District,550,90,567,79,Hampden
Springfield,6,A,10th Hampden,Hampden,1st Congressional,8th District,581,113,605,133,Hampden
Springfield,6,B,10th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,672,234,688,262,Hampden
Springfield,6,F,10th Hampden,Hampden,1st Congressional,8th District,587,113,600,111,Hampden
Springfield,2,H,11th Hampden,Hampden,1st Congressional,8th District,709,262,738,210,Hampden
Springfield,3,A,11th Hampden,Hampden,1st Congressional,8th District,545,68,617,69,Hampden
Springfield,4,A,11th Hampden,Hampden,1st Congressional,8th District,678,77,801,73,Hampden
Springfield,4,B,11th Hampden,Hampden,1st Congressional,8th District,773,46,875,36,Hampden
Springfield,4,C,11th Hampden,Hampden,1st Congressional,8th District,618,19,700,12,Hampden
Springfield,4,D,11th Hampden,Hampden,1st Congressional,8th District,659,30,718,25,Hampden
Springfield,4,E,11th Hampden,Hampden,1st Congressional,8th District,584,28,703,21,Hampden
Springfield,4,F,11th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,227,17,257,29,Hampden
Springfield,4,G,11th Hampden,Hampden,1st Congressional,8th District,769,54,872,42,Hampden
Springfield,4,H,11th Hampden,Hampden,1st Congressional,8th District,658,30,761,18,Hampden
Springfield,5,A,11th Hampden,Hampden,1st Congressional,8th District,712,64,759,63,Hampden
Springfield,5,B,11th Hampden,Hampden,1st Congressional,8th District,775,172,812,146,Hampden
Springfield,5,E,11th Hampden,Hampden,1st Congressional,8th District,897,174,929,178,Hampden
Springfield,5,F,11th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,774,255,779,214,Hampden
Springfield,6,E,11th Hampden,Hampden,1st Congressional,8th District,539,91,588,120,Hampden
Springfield,7,A,11th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,638,335,697,358,Hampden
Springfield,8,C,11th Hampden,Hampden,1st Congressional,8th District,776,121,836,124,Hampden
Springfield,6,C,12th Hampden,Hampden,1st Congressional,8th District,597,212,676,228,Hampden
Springfield,6,D,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,680,428,738,400,Hampden
Springfield,6,G,12th Hampden,Hampden,1st Congressional,8th District,560,184,615,180,Hampden
Springfield,6,H,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,678,341,699,347,Hampden
Springfield,7,B,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,770,438,812,479,Hampden
Springfield,7,C,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,717,427,781,450,Hampden
Springfield,7,D,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,630,409,718,369,Hampden
Springfield,7,E,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,650,184,728,174,Hampden
Springfield,7,G,12th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,683,532,793,515,Hampden
Springfield,2,E,6th Hampden,Hampden,1st Congressional,8th District,648,238,731,230,Hampden
Springfield,8,E,7th Hampden,Hampden,1st Congressional,8th District,501,152,500,154,Hampden
Springfield,8,F,7th Hampden,Hampden,1st Congressional,8th District,575,280,688,200,Hampden
Springfield,8,G,7th Hampden,Hampden,1st Congressional,8th District,681,265,730,237,Hampden
Springfield,2,A,9th Hampden,Hampden,1st Congressional,8th District,577,105,640,78,Hampden
Springfield,2,B,9th Hampden,Hampden,1st Congressional,8th District,816,222,839,222,Hampden
Springfield,2,C,9th Hampden,Hampden,1st Congressional,8th District,532,127,730,114,Hampden
Springfield,2,D,9th Hampden,Hampden,1st Congressional,8th District,718,224,727,190,Hampden
Springfield,2,F,9th Hampden,Hampden,1st Congressional,8th District,804,179,775,151,Hampden
Springfield,2,G,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,717,313,818,283,Hampden
Springfield,5,C,9th Hampden,Hampden,1st Congressional,8th District,612,209,710,199,Hampden
Springfield,5,D,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,687,386,765,366,Hampden
Springfield,5,G,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,680,488,750,421,Hampden
Springfield,5,H,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,525,360,656,306,Hampden
Springfield,7,F,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,736,471,781,487,Hampden
Springfield,7,H,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,356,187,397,196,Hampden
Springfield,8,A,9th Hampden,1st Hampden and Hampshire,1st Congressional,8th District,623,264,706,238,Hampden
Springfield,8,B,9th Hampden,Hampden,1st Congressional,8th District,651,215,737,164,Hampden
Springfield,8,D,9th Hampden,Hampden,1st Congressional,8th District,480,113,499,81,Hampden
Springfield,8,H,9th Hampden,Hampden,1st Congressional,8th District,662,169,757,118,Hampden
Newton,1,1,10th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,912,394,867,423,Middlesex
Newton,1,4,10th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,976,413,815,501,Middlesex
Newton,1,2,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1206,201,1055,341,Middlesex
Newton,1,3,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1224,162,1038,276,Middlesex
Newton,2,1,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1149,284,996,402,Middlesex
Newton,2,2,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,840,154,817,260,Middlesex
Newton,2,3,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1428,193,1275,356,Middlesex
Newton,2,4,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1389,197,1277,346,Middlesex
Newton,3,1,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1252,295,1071,446,Middlesex
Newton,3,2,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1300,184,1098,386,Middlesex
Newton,3,3,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1138,364,939,460,Middlesex
Newton,3,4,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1136,370,978,444,Middlesex
Newton,4,1,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1083,253,929,379,Middlesex
Newton,4,2,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1141,174,974,253,Middlesex
Newton,4,3,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,836,173,736,247,Middlesex
Newton,4,4,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1030,315,920,385,Middlesex
Newton,7,2,11th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1418,234,1249,501,Middlesex
Newton,5,1,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1044,246,923,351,Middlesex
Newton,5,2,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1260,164,1131,263,Middlesex
Newton,5,3,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1497,202,1331,418,Middlesex
Newton,5,4,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1468,201,1340,407,Middlesex
Newton,6,1,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1030,284,942,370,Middlesex
Newton,6,2,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1313,170,1195,319,Middlesex
Newton,6,3,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1455,151,1349,246,Middlesex
Newton,6,4,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1483,156,1328,350,Middlesex
Newton,7,1,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1038,228,916,460,Middlesex
Newton,7,3,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,496,71,578,215,Middlesex
Newton,7,4,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,590,139,490,262,Middlesex
Newton,8,1,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1245,420,975,615,Middlesex
Newton,8,2,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1133,386,876,651,Middlesex
Newton,8,3,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,1192,339,1043,507,Middlesex
Newton,8,4,12th Middlesex,1st Middlesex and Norfolk,4th Congressional,3rd District,761,247,648,314,Middlesex
Waltham,4,2,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,285,151,285,170,Middlesex
Waltham,5,1,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,1182,476,971,617,Middlesex
Waltham,6,2,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,664,230,665,331,Middlesex
Waltham,7,2,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,496,105,562,152,Middlesex
Waltham,8,1,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,1034,267,879,278,Middlesex
Waltham,8,2,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,1042,341,1039,433,Middlesex
Waltham,9,1,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,853,199,658,270,Middlesex
Waltham,9,2,10th Middlesex,3rd Middlesex,5th Congressional,3rd District,833,243,762,243,Middlesex
Waltham,1,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1113,599,1049,702,Middlesex
Waltham,1,2,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1243,728,1071,802,Middlesex
Waltham,2,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1206,567,1132,641,Middlesex
Waltham,2,2,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,963,329,874,368,Middlesex
Waltham,3,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1055,835,1024,941,Middlesex
Waltham,3,2,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1120,624,1049,732,Middlesex
Waltham,4,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1143,698,1032,826,Middlesex
Waltham,5,2,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1013,317,915,325,Middlesex
Waltham,6,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1055,377,970,415,Middlesex
Waltham,7,1,9th Middlesex,3rd Middlesex,5th Congressional,3rd District,1055,506,969,610,Middlesex
Watertown,-,10,10th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1377,498,1012,506,Middlesex
Watertown,-,11,10th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,929,402,903,451,Middlesex
Watertown,-,12,10th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,941,304,879,387,Middlesex
Watertown,-,1,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,883,297,848,343,Middlesex
Watertown,-,2,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1058,306,990,292,Middlesex
Watertown,-,3,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1208,291,1133,329,Middlesex
Watertown,-,4,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1345,264,1227,333,Middlesex
Watertown,-,5,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1063,263,1000,308,Middlesex
Watertown,-,6,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1035,293,905,314,Middlesex
Watertown,-,7,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1160,374,1087,483,Middlesex
Watertown,-,8,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1168,379,1086,468,Middlesex
Watertown,-,9,29th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,999,270,842,312,Middlesex
Franklin,-,1,10th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1132,843,1068,996,Norfolk
Franklin,-,2,10th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1130,846,988,922,Norfolk
Franklin,-,3,10th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1127,844,1127,984,Norfolk
Franklin,-,4,10th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1236,989,1041,1251,Norfolk
Franklin,-,5,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1252,885,1163,1105,Norfolk
Franklin,-,6,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1139,730,1103,854,Norfolk
Franklin,-,7,10th Norfolk,"Norfolk, Bristol and Middlesex",4th Congressional,2nd District,1355,888,1128,1258,Norfolk
Franklin,-,8,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1156,971,998,1196,Norfolk
Medway,-,2,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1030,707,943,830,Norfolk
Medway,-,3,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1046,727,921,834,Norfolk
Medway,-,4,10th Norfolk,2nd Middlesex and Norfolk,4th Congressional,2nd District,1015,759,953,935,Norfolk
Medway,-,1,10th Worcester,2nd Middlesex and Norfolk,4th Congressional,2nd District,918,755,810,927,Norfolk
Brockton,4,B,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,992,279,979,286,Plymouth
Brockton,4,C,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,943,410,952,388,Plymouth
Brockton,5,B,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,961,387,1019,354,Plymouth
Brockton,5,C,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,979,232,957,237,Plymouth
Brockton,5,D,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,934,480,942,477,Plymouth
Brockton,6,A,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,805,236,776,224,Plymouth
Brockton,6,B,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,956,596,931,543,Plymouth
Brockton,6,C,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,910,402,890,385,Plymouth
Brockton,6,D,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,835,584,905,564,Plymouth
Brockton,1,A,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,906,179,830,210,Plymouth
Brockton,1,B,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,980,381,1020,478,Plymouth
Brockton,1,C,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,908,354,910,369,Plymouth
Brockton,1,D,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1049,611,981,646,Plymouth
Brockton,3,D,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,932,557,924,622,Plymouth
Brockton,7,C,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1018,215,990,226,Plymouth
Brockton,7,D,11th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,941,386,945,384,Plymouth
Brockton,2,A,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,809,60,815,45,Plymouth
Brockton,2,B,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,746,89,737,74,Plymouth
Brockton,2,C,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,754,79,714,59,Plymouth
Brockton,2,D,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,857,253,794,251,Plymouth
Brockton,3,A,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,918,257,905,234,Plymouth
Brockton,3,B,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,882,164,873,149,Plymouth
Brockton,3,C,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,984,544,934,634,Plymouth
Brockton,4,A,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,752,108,717,101,Plymouth
Brockton,4,D,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,927,409,843,317,Plymouth
Brockton,5,A,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,972,151,981,117,Plymouth
Brockton,7,A,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,896,146,940,124,Plymouth
Brockton,7,B,9th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,1047,252,1058,212,Plymouth
E. Bridgewater,-,1,10th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,761,1002,825,926,Plymouth
E. Bridgewater,-,2,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,791,1042,822,983,Plymouth
E. Bridgewater,-,3,7th Plymouth,2nd Plymouth and Bristol,8th Congressional,4th District,874,1077,915,1051,Plymouth
E. Bridgewater,-,4,7th Plymouth,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,748,952,787,918,Plymouth
W. Bridgewater,-,1,10th Plymouth,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,799,1122,881,1109,Plymouth
W. Bridgewater,-,2,10th Plymouth,"Norfolk, Bristol and Plymouth",8th Congressional,2nd District,824,1028,854,1062,Plymouth
Boston,20,1,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,895,231,840,267,Suffolk
Boston,20,5,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,757,381,724,448,Suffolk
Boston,20,6,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,927,358,837,464,Suffolk
Boston,20,7,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,590,207,560,242,Suffolk
Boston,20,10,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,955,474,866,591,Suffolk
Boston,20,11,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,470,165,435,201,Suffolk
Boston,20,12,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,549,263,481,346,Suffolk
Boston,20,13,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,508,229,487,291,Suffolk
Boston,20,14,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,459,245,423,320,Suffolk
Boston,20,15,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,878,462,815,507,Suffolk
Boston,20,16,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,845,510,817,563,Suffolk
Boston,20,17,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,1030,488,873,607,Suffolk
Boston,20,18,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,550,174,516,253,Suffolk
Boston,20,19,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,527,246,464,330,Suffolk
Boston,20,20,10th Suffolk,Norfolk and Suffolk,8th Congressional,2nd District,964,363,847,438,Suffolk
Boston,11,1,11th Suffolk,2nd Suffolk,7th Congressional,4th District,560,19,593,22,Suffolk
Boston,11,2,11th Suffolk,2nd Suffolk,7th Congressional,4th District,1000,25,980,23,Suffolk
Boston,11,3,11th Suffolk,2nd Suffolk,7th Congressional,4th District,768,27,791,18,Suffolk
