City/Town,Ward,Pct,State Rep,State Senate,US House,Gov Council,Clinton_16,Trump_16,Obama_12,Romney_12,County
Yarmouth,-,5,2nd Barnstable,Cape and Islands,9th Congressional,1st District,881,797,882,810,Barnstable
Yarmouth,-,6,2nd Barnstable,Cape and Islands,9th Congressional,1st District,907,753,924,826,Barnstable
Adams,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,439,255,525,164,Berkshire
Adams,-,2,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,476,270,607,172,Berkshire
Adams,-,3,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,475,268,582,169,Berkshire
Adams,-,4,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,446,233,590,129,Berkshire
Adams,-,5,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,577,259,709,185,Berkshire
Cheshire,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,978,741,1219,493,Berkshire
Clarksburg,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,510,327,616,232,Berkshire
Florida,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,191,170,255,127,Berkshire
Hancock,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,189,159,228,142,Berkshire
Lanesborough,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,998,597,1144,430,Berkshire
New Ashford,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,101,39,107,40,Berkshire
N. Adams,1,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,793,367,886,255,Berkshire
N. Adams,2,2,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,721,270,872,209,Berkshire
N. Adams,3,3,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,669,218,786,168,Berkshire
N. Adams,4,4,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,816,414,991,329,Berkshire
N. Adams,5,5,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,731,301,930,191,Berkshire
Williamstown,-,1,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,1162,224,1157,300,Berkshire
Williamstown,-,2,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,580,51,727,94,Berkshire
Williamstown,-,3,1st Berkshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,1174,203,1186,252,Berkshire
Foxborough,-,1,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1002,774,943,795,Norfolk
Foxborough,-,2,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1119,831,1030,1065,Norfolk
Foxborough,-,3,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1048,877,969,1009,Norfolk
Foxborough,-,4,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1031,881,999,986,Norfolk
Foxborough,-,5,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,932,798,846,962,Norfolk
Norton,-,3,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,1007,876,1104,849,Bristol
Norton,-,4,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,991,943,928,964,Bristol
Norton,-,5,1st Bristol,Bristol and Norfolk,4th Congressional,2nd District,590,597,556,602,Bristol
Norton,-,1,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,996,1035,960,1008,Bristol
Norton,-,2,4th Bristol,Bristol and Norfolk,4th Congressional,2nd District,971,977,927,1034,Bristol
Amesbury,-,1,1st Essex,1st Essex,6th Congressional,5th District,930,623,863,718,Essex
Amesbury,-,2,1st Essex,1st Essex,6th Congressional,5th District,901,503,889,519,Essex
Amesbury,-,3,1st Essex,1st Essex,6th Congressional,5th District,960,498,890,609,Essex
Amesbury,-,4,1st Essex,1st Essex,6th Congressional,5th District,805,502,734,455,Essex
Amesbury,-,5,1st Essex,1st Essex,6th Congressional,5th District,745,675,711,677,Essex
Amesbury,-,6,1st Essex,1st Essex,6th Congressional,5th District,833,430,776,449,Essex
Newburyport,1,1,1st Essex,1st Essex,6th Congressional,5th District,1023,335,970,462,Essex
Newburyport,2,1,1st Essex,1st Essex,6th Congressional,5th District,1412,400,1300,499,Essex
Newburyport,3,1,1st Essex,1st Essex,6th Congressional,5th District,1260,463,1187,611,Essex
Newburyport,4,1,1st Essex,1st Essex,6th Congressional,5th District,1386,501,1222,744,Essex
Newburyport,5,1,1st Essex,1st Essex,6th Congressional,5th District,935,577,854,767,Essex
Newburyport,6,1,1st Essex,1st Essex,6th Congressional,5th District,1103,634,991,789,Essex
Newburyport,1,P,1st Essex,1st Essex,6th Congressional,5th District,266,204,270,191,Essex
Salisbury,-,1,1st Essex,1st Essex,6th Congressional,5th District,825,740,793,600,Essex
Salisbury,-,2,1st Essex,1st Essex,6th Congressional,5th District,726,726,810,690,Essex
Salisbury,-,3,1st Essex,1st Essex,6th Congressional,5th District,547,783,677,649,Essex
Ashfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,836,184,892,187,Franklin
Buckland,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,703,230,750,252,Franklin
Chester,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,238,372,331,305,Hampden
Chesterfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,398,267,455,228,Hampshire
Conway,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,865,249,926,288,Franklin
Cummington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,334,156,368,139,Hampshire
Deerfield,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1968,777,2104,839,Franklin
Goshen,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,364,213,395,198,Hampshire
Huntington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,460,611,554,479,Hampshire
Leverett,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,996,185,1004,183,Franklin
Middlefield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,155,115,202,77,Hampshire
Montague,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,729,182,724,170,Franklin
Montague,-,2,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,418,206,539,152,Franklin
Montague,-,3,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,411,218,512,164,Franklin
Montague,-,4,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,490,208,538,176,Franklin
Montague,-,5,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,388,91,420,55,Franklin
Montague,-,6,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,422,190,481,156,Franklin
Plainfield,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,263,107,287,83,Hampshire
Shelburne,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,821,230,873,226,Franklin
Shutesbury,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,980,142,1028,156,Franklin
Sunderland,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1353,387,1366,404,Franklin
Whately,-,1,1st Franklin,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,582,328,627,301,Franklin
Williamsburg,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,1207,347,1240,325,Hampshire
Worthington,-,1,1st Franklin,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,430,229,481,208,Hampshire
Brimfield,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,793,1113,897,1095,Hampden
Holland,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,475,720,593,690,Hampden
Palmer,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,572,743,731,592,Hampden
Palmer,-,1A,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,81,118,95,78,Hampden
Palmer,-,2,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,633,863,775,730,Hampden
Palmer,-,3,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,602,577,682,477,Hampden
Palmer,-,4,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,587,782,735,591,Hampden
Sturbridge,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,904,765,870,810,Worcester
Sturbridge,-,2,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,872,861,837,977,Worcester
Sturbridge,-,3,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,758,789,827,837,Worcester
Wales,-,1,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,365,550,482,434,Hampden
Ware,-,B,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,541,733,701,583,Hampshire
Ware,-,C,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,696,936,912,762,Hampshire
Ware,-,A,5th Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,616,520,780,444,Hampshire
Warren,-,A,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,653,948,864,778,Worcester
Warren,-,B,1st Hampden,"Worcester, Hampden, Hampshire and Middlesex",1st Congressional,7th District,251,318,355,224,Worcester
Hatfield,-,1,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1284,660,1362,638,Hampshire
Montgomery,-,1,1st Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,199,281,220,274,Hampden
Northampton,1,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,817,106,759,98,Hampshire
Northampton,1,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1113,173,1108,223,Hampshire
Northampton,2,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1115,48,1127,90,Hampshire
Northampton,2,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,694,41,695,37,Hampshire
Northampton,3,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1104,100,1068,131,Hampshire
Northampton,3,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1000,97,1000,101,Hampshire
Northampton,4,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,810,52,833,69,Hampshire
Northampton,4,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,974,82,921,112,Hampshire
Northampton,5,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,948,137,883,139,Hampshire
Northampton,5,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,998,114,982,151,Hampshire
Northampton,6,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,868,295,955,273,Hampshire
Northampton,6,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1033,234,976,292,Hampshire
Northampton,7,A,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1037,189,1006,222,Hampshire
Northampton,7,B,1st Hampshire,"Hampshire, Franklin and Worcester",2nd Congressional,8th District,1001,210,946,244,Hampshire
Southampton,-,1,1st Hampshire,2nd Hampden and Hampshire,1st Congressional,8th District,1744,1692,1866,1590,Hampshire
Westhampton,-,1,1st Hampshire,"Berkshire, Hampshire, Franklin and Hampden",1st Congressional,8th District,629,408,639,385,Hampshire
Ashby,-,1,1st Middlesex,"Worcester, Hampden, Hampshire and Middlesex",3rd Congressional,7th District,722,974,827,961,Middlesex
Ayer,-,1,1st Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1078,729,1020,777,Middlesex
Ayer,-,2,37th Middlesex,Middlesex and Worcester,3rd Congressional,3rd District,1084,769,1005,781,Middlesex
Dunstable,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,954,837,821,1036,Middlesex
Groton,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1410,703,1143,958,Middlesex
Groton,-,2,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1247,765,1034,969,Middlesex
Groton,-,3,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1260,670,1052,887,Middlesex
Pepperell,-,1,1st Middlesex,1st Middlesex,3rd Congressional,5th District,965,1053,950,1157,Middlesex
Pepperell,-,2,1st Middlesex,1st Middlesex,3rd Congressional,5th District,1023,1008,1037,1152,Middlesex
Pepperell,-,3,1st Middlesex,1st Middlesex,3rd Congressional,5th District,944,1037,949,1117,Middlesex
Townsend,-,1,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,645,884,664,941,Middlesex
Townsend,-,2,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,699,803,703,848,Middlesex
Townsend,-,3,1st Middlesex,Worcester and Middlesex,3rd Congressional,7th District,738,863,721,939,Middlesex
Randolph,-,5,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,822,286,861,302,Norfolk
Randolph,-,6,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,908,235,843,256,Norfolk
Randolph,-,11,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,957,348,990,358,Norfolk
Randolph,-,12,1st Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,954,320,940,375,Norfolk
Randolph,-,4,5th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,988,289,997,316,Norfolk
Randolph,-,1,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,974,263,967,304,Norfolk
Randolph,-,2,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,930,158,952,221,Norfolk
Randolph,-,3,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,907,244,899,277,Norfolk
Randolph,-,7,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,958,272,964,325,Norfolk
Randolph,-,8,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1070,196,1055,258,Norfolk
Randolph,-,9,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,1051,203,983,223,Norfolk
Randolph,-,10,7th Norfolk,"Norfolk, Bristol and Plymouth",7th Congressional,2nd District,990,284,990,337,Norfolk
Holden,-,1,1st Worcester,1st Worcester,2nd Congressional,7th District,1031,944,978,1090,Worcester
Holden,-,2,1st Worcester,1st Worcester,2nd Congressional,7th District,1159,910,1038,1012,Worcester
Holden,-,3,1st Worcester,1st Worcester,2nd Congressional,7th District,1070,763,984,1001,Worcester
Holden,-,4,1st Worcester,1st Worcester,2nd Congressional,7th District,1193,1025,985,1067,Worcester
Holden,-,5,1st Worcester,1st Worcester,2nd Congressional,7th District,1152,970,1095,1145,Worcester
Paxton,-,1,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,1213,1197,1124,1362,Worcester
Princeton,-,1,1st Worcester,1st Worcester,2nd Congressional,7th District,1183,898,1115,1149,Worcester
Rutland,-,1,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,624,778,653,791,Worcester
Rutland,-,2,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,693,844,659,843,Worcester
Rutland,-,3,1st Worcester,"Worcester, Hampden, Hampshire and Middlesex",2nd Congressional,7th District,705,722,763,698,Worcester
Westminster,-,2,1st Worcester,Worcester and Middlesex,3rd Congressional,7th District,994,1088,986,1187,Worcester
Westminster,-,1,2nd Worcester,Worcester and Middlesex,3rd Congressional,7th District,964,1077,961,1061,Worcester
Lynnfield,-,1,20th Middlesex,3rd Essex,6th Congressional,6th District,829,915,738,1140,Essex
Lynnfield,-,2,20th Middlesex,3rd Essex,6th Congressional,6th District,888,932,653,929,Essex
Lynnfield,-,3,20th Middlesex,3rd Essex,6th Congressional,6th District,721,903,742,1028,Essex
Lynnfield,-,4,20th Middlesex,3rd Essex,6th Congressional,6th District,800,1079,643,1323,Essex
N. Reading,-,1,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1066,1023,928,1274,Middlesex
N. Reading,-,2,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1018,920,1013,998,Middlesex
N. Reading,-,3,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1067,1031,1017,1148,Middlesex
N. Reading,-,4,20th Middlesex,1st Essex and Middlesex,6th Congressional,5th District,1132,1012,1031,1222,Middlesex
Reading,-,1,20th Middlesex,5th Middlesex,6th Congressional,6th District,1173,811,1008,1076,Middlesex
Reading,-,6,20th Middlesex,5th Middlesex,6th Congressional,6th District,893,555,769,620,Middlesex
Reading,-,7,20th Middlesex,5th Middlesex,6th Congressional,6th District,1167,666,1053,890,Middlesex
Reading,-,8,20th Middlesex,5th Middlesex,6th Congressional,6th District,1062,715,853,925,Middlesex
Reading,-,2,30th Middlesex,5th Middlesex,6th Congressional,6th District,1051,655,984,776,Middlesex
Reading,-,3,30th Middlesex,5th Middlesex,6th Congressional,6th District,1189,810,907,827,Middlesex
Reading,-,4,30th Middlesex,5th Middlesex,6th Congressional,6th District,1121,617,927,866,Middlesex
Reading,-,5,30th Middlesex,5th Middlesex,6th Congressional,6th District,1192,544,1014,703,Middlesex
Bedford,-,1,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1419,548,1281,778,Middlesex
Bedford,-,2,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1165,648,1005,770,Middlesex
Bedford,-,3,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1379,512,1201,757,Middlesex
Bedford,-,4,21st Middlesex,3rd Middlesex,6th Congressional,3rd District,1122,503,982,756,Middlesex
Burlington,-,1,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1188,946,1069,1154,Middlesex
Burlington,-,2,21st Middlesex,4th Middlesex,6th Congressional,3rd District,863,495,831,585,Middlesex
Burlington,-,3,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1070,777,1028,875,Middlesex
Burlington,-,4,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1002,683,933,782,Middlesex
Burlington,-,5,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1161,902,1036,1028,Middlesex
Burlington,-,6,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1134,884,1065,965,Middlesex
Burlington,-,7,21st Middlesex,4th Middlesex,6th Congressional,3rd District,1215,747,1021,802,Middlesex
Billerica,-,1,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,1087,834,1093,836,Middlesex
Billerica,-,2,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,999,930,982,919,Middlesex
Billerica,-,3,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,957,929,910,882,Middlesex
Billerica,-,4,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,804,803,770,751,Middlesex
Billerica,-,5,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,953,1093,960,1071,Middlesex
Billerica,-,6,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,795,820,757,790,Middlesex
Billerica,-,7,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,979,876,903,807,Middlesex
Billerica,-,8,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,955,1065,929,1104,Middlesex
Billerica,-,9,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,860,996,854,934,Middlesex
Billerica,-,10,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,859,1061,921,983,Middlesex
Billerica,-,11,22nd Middlesex,4th Middlesex,6th Congressional,3rd District,852,912,760,882,Middlesex
Arlington,-,1,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,802,173,731,189,Middlesex
Arlington,-,3,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1049,169,990,222,Middlesex
Arlington,-,5,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,932,233,857,306,Middlesex
Arlington,-,6,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,946,178,921,230,Middlesex
Arlington,-,7,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,938,173,864,268,Middlesex
Arlington,-,9,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,813,205,871,328,Middlesex
Arlington,-,11,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1007,306,875,419,Middlesex
Arlington,-,13,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,846,375,737,586,Middlesex
Arlington,-,14,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,930,201,879,291,Middlesex
Arlington,-,15,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1000,271,842,380,Middlesex
Arlington,-,16,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,924,199,878,315,Middlesex
Arlington,-,17,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,908,193,789,224,Middlesex
Arlington,-,18,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,958,323,805,505,Middlesex
Arlington,-,19,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1003,268,969,371,Middlesex
Arlington,-,20,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,1014,225,928,308,Middlesex
Arlington,-,21,23rd Middlesex,4th Middlesex,5th Congressional,3rd District,999,159,891,281,Middlesex
Arlington,-,2,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1028,232,941,340,Middlesex
Arlington,-,4,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1022,195,948,237,Middlesex
Arlington,-,8,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1169,153,1100,237,Middlesex
Arlington,-,10,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1129,192,1033,275,Middlesex
Arlington,-,12,24th Middlesex,4th Middlesex,5th Congressional,3rd District,1122,229,1001,382,Middlesex
Medford,3,2,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,1339,725,1199,854,Middlesex
Medford,6,1,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,1793,344,1683,462,Middlesex
Medford,6,2,23rd Middlesex,2nd Middlesex,5th Congressional,6th District,1378,533,1250,646,Middlesex
Medford,4,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1013,167,1023,234,Middlesex
Medford,4,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1483,441,1386,485,Middlesex
Medford,5,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1447,350,1219,376,Middlesex
Medford,5,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1246,294,1095,258,Middlesex
Medford,7,1,34th Middlesex,2nd Middlesex,5th Congressional,6th District,891,274,822,247,Middlesex
Medford,8,2,34th Middlesex,2nd Middlesex,5th Congressional,6th District,1220,497,1163,494,Middlesex
Medford,1,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1221,499,1100,508,Middlesex
Medford,1,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1319,513,1132,533,Middlesex
Medford,2,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1198,626,1096,643,Middlesex
Medford,2,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1187,738,1164,732,Middlesex
Medford,3,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1376,670,1237,762,Middlesex
Medford,7,2,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1122,426,1019,486,Middlesex
Medford,8,1,35th Middlesex,2nd Middlesex,5th Congressional,6th District,1457,574,1286,639,Middlesex
Belmont,-,1,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1326,339,1238,576,Middlesex
Belmont,-,2,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1248,501,1092,867,Middlesex
Belmont,-,3,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1317,366,1163,511,Middlesex
Belmont,-,4,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1132,322,1093,428,Middlesex
Belmont,-,5,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1275,350,1154,543,Middlesex
Belmont,-,6,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1366,339,1269,524,Middlesex
Belmont,-,7,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1339,345,1212,507,Middlesex
Belmont,-,8,24th Middlesex,2nd Suffolk and Middlesex,5th Congressional,3rd District,1249,544,1092,796,Middlesex
Cambridge,11,1,24th Middlesex,2nd Middlesex,7th Congressional,6th District,1652,91,1228,89,Middlesex
Cambridge,11,3,24th Middlesex,2nd Middlesex,7th Congressional,6th District,1557,152,1374,207,Middlesex
Cambridge,4,1,25th Middlesex,1st Suffolk and Middlesex,7th Congressional,6th District,1715,59,1690,108,Middlesex
Cambridge,4,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1752,97,1689,175,Middlesex
Cambridge,4,3,25th Middlesex,1st Suffolk and Middlesex,5th Congressional,6th District,636,31,586,76,Middlesex
Cambridge,6,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1648,78,1487,167,Middlesex
Cambridge,6,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1661,127,1654,207,Middlesex
Cambridge,7,1,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1720,55,1615,119,Middlesex
Cambridge,7,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,929,48,946,124,Middlesex
Cambridge,7,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,559,33,702,76,Middlesex
Cambridge,8,1,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1200,61,1179,156,Middlesex
Cambridge,8,2,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,1224,63,1201,147,Middlesex
Cambridge,8,3,25th Middlesex,Middlesex and Suffolk,5th Congressional,6th District,426,11,485,57,Middlesex
Cambridge,10,1,25th Middlesex,2nd Middlesex,5th Congressional,6th District,1934,100,1759,182,Middlesex
Cambridge,10,2,25th Middlesex,2nd Middlesex,5th Congressional,6th District,1946,83,1809,184,Middlesex
Cambridge,1,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1404,224,1042,328,Middlesex
Cambridge,1,2,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1267,179,1092,249,Middlesex
Cambridge,1,3,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1365,202,1209,237,Middlesex
Cambridge,2,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1342,74,1353,79,Middlesex
Cambridge,3,1,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,1354,176,1273,185,Middlesex
Cambridge,3,2,26th Middlesex,Middlesex and Suffolk,7th Congressional,6th District,914,62,853,78,Middlesex
