city_town,ward,precinct,State_Rep,State_Senate,Gov_Council,US_House,Biden_20,Trump_20,Clinton_16,Trump_16,Harris_24,Trump_24
Abington,-,1,Seventh Plymouth,Norfolk and Plymouth,Fourth,8,1037,764,818,717,1019,905
Abington,-,2,Seventh Plymouth,Norfolk and Plymouth,Fourth,8,944.6119235095612,824.5674915635545,727.1543869516311,772.4170416197975,833,882
Abington,-,3,Seventh Plymouth,Norfolk and Plymouth,Fourth,8,1020.755133346626,903.0044147909604,825.1758806068974,860.9592125608045,872,985
Abington,-,4,Seventh Plymouth,Norfolk and Plymouth,Fourth,8,1065.6329431438128,862.428093645485,836.6697324414715,837.623745819398,978,954
Abington,-,5,Seventh Plymouth,Norfolk and Plymouth,Fourth,8,1141,882,908,829,1012,913
Acton,-,1,Fourteenth Middlesex,Middlesex and Worcester,Third,3,1330.8850037148968,335.1951228932847,1100.6254603250702,331.28414495970134,1051,359
Acton,-,2,Fourteenth Middlesex,Middlesex and Worcester,Third,3,1626.4889341134572,375.1472907657085,1318.5448995166623,408.3235817858051,1504,397
Acton,-,3,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,1834,388,1580,435,1744,388
Acton,-,4,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,1738.1870681145117,352.5528134254689,1419.5335636722607,350.857847976308,1583,377
Acton,-,5,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,1715.2379318854887,356.20432943167395,1423.537864899168,349.24572345226346,1561,354
Acton,-,6,Fourteenth Middlesex,Middlesex and Worcester,Third,3,1033.468393759843,231.7183845247909,851.0911073124475,238.76704589516837,1097,220
Acton,-,6A,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,460.4205311345072,103.2328635502774,379.16962147921595,106.3731128617533,467,90
Acton,-,7,Fourteenth Middlesex,Middlesex and Worcester,Third,3,1366.312137277296,328.94919540879573,1125.4974827951753,335.14854306900054,1170,351
Acushnet,-,1,Tenth Bristol,Second Bristol and Plymouth,First,9,864.2946679292775,1016.6208994871668,787.4536347201554,877.9102578923419,745,1148
Acushnet,-,2,Eighth Bristol,Second Bristol and Plymouth,First,9,780.0150799058408,957.2453830810708,664.2289690358265,840.3256610985044,670,1201
Acushnet,-,2A,Tenth Bristol,Second Bristol and Plymouth,First,9,99.48665618391928,122.09141177338086,84.71877117791553,107.1789408716604,92,138
Acushnet,-,3,Eighth Bristol,Second Bristol and Plymouth,First,9,917,1190,862,1005,804,1321
Adams,-,1,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,523.7103620474406,251.4207240948814,436.2596754057428,253.40823970037457,463,277
Adams,-,2,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,591.8232502965599,300.6085409252669,490.08659549228946,277.94780545670227,539,357
Adams,-,3,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,583.1767497034401,314.39145907473306,460.91340450771054,260.05219454329773,529,362
Adams,-,4,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,512,269,446,233,475,303
Adams,-,5,First Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,683.2896379525592,292.5792759051186,579.7403245942572,260.5917602996255,597,360
Agawam,-,1,Sixth Hampden,Hampden and Hampshire,Eighth,1,825,922,631,827,746,949
Agawam,-,2,Third Hampden,Hampden and Hampshire,Eighth,1,1034.542905471655,1115.1234479102511,844.2617828423207,1058.64131537378,929,1190
Agawam,-,3,Third Hampden,Hampden and Hampshire,Eighth,1,954.2372442372442,971.977466977467,718.9458689458689,859.933954933955,807,1039
Agawam,-,4,Third Hampden,Hampden and Hampshire,Eighth,1,857.2975338106603,844.8289578361178,707.0779634049323,732.204189870061,796,807
Agawam,-,5,Third Hampden,Hampden and Hampshire,Eighth,1,1121.7024661893397,1065.1710421638822,853.9220365950677,989.795810129939,989,1114
Agawam,-,6,Third Hampden,Hampden and Hampshire,Eighth,1,902.439391650453,923.468957835604,757.9541343866005,854.9919497302059,858,1051
Agawam,-,7,Third Hampden,Hampden and Hampshire,Eighth,1,1042.4412709348298,1213.7520262887522,860.0207055924985,1122.3831092705111,907,1174
Agawam,-,8,Third Hampden,Hampden and Hampshire,Eighth,1,1056.3391877058175,1016.6781009879254,834.8175082327114,976.0496706915478,910,1050
Alford,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,271,50,226,52,252,58
Amesbury,-,1,Fourteenth Essex,Second Essex and Middlesex,Fifth,6,1234.4852379298368,656.6050712052796,949.6748871135812,633.1563042723168,1324,710
Amesbury,-,2,First Essex,Second Essex and Middlesex,Fifth,6,1165,502,901,503,1130,528
Amesbury,-,3,First Essex,Second Essex and Middlesex,Fifth,6,1236.4930555555557,533.6736111111111,999.1319444444443,522.4027777777778,1205,540
Amesbury,-,4,First Essex,Second Essex and Middlesex,Fifth,6,969.3427701921688,488.3133849877185,791.2988097818235,500.638509608438,856,533
Amesbury,-,5,First Essex,Second Essex and Middlesex,Fifth,6,1127.1641742522756,707.0130039011704,719.5692457737321,651.9587126137841,1096,729
Amesbury,-,6,Fourteenth Essex,Second Essex and Middlesex,Fifth,6,1053.5147620701632,438.3949287947204,813.3251128864189,419.8436957276832,956,460
Amherst,-,1A,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,965.0466795543924,67.63702887540009,990.618794467294,104.08975995948056,871,102
Amherst,-,1B,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,550.2640274727387,49.411392459515056,940.7042928036232,125.57667230187964,478,49
Amherst,-,2A,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,1128.309405983888,103.4205262900576,1306.6820578732006,128.01344190003647,552,62
Amherst,-,2B,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,1618.1938797741452,138.36909794297955,1534.674314175225,142.57582804301646,1502,171
Amherst,-,3A,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,571.1497754347123,40.66831777746288,1039.239787704974,171.43548454651665,511,63
Amherst,-,3B,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,1534.8520310037431,148.7143850965327,1438.6699172576832,131.13827509357762,1397,165
Amherst,-,4A,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,843.311294009738,54.65575190605633,1169.564193376641,88.47237303354203,751,55
Amherst,-,4B,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,392.2001176483756,23.874057002126793,900.1667413891884,116.20350613699624,473,28
Amherst,-,5A,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,1048.9897985003208,92.03825825370645,1113.4403411327576,91.01303687716648,610,42
Amherst,-,5B,Third Hampshire,"Hampshire, Franklin and Worcester",Eighth,2,2065.682990617946,154.21118439616254,1923.239559819413,149.4816221077878,2171,152
Andover,-,1,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1098.8756080611536,384.8485059068798,888.2981236970119,349.3488533703961,1049,343
Andover,-,10,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1453.1124273411904,686.9771396699468,1110.4063643768611,702.123207064124,1417,687
Andover,-,2,Seventeenth Essex,Second Essex and Middlesex,Fifth,6,1473.269169288823,721.8625419024256,1127.3590637239388,740.4155390219172,1354,664
Andover,-,3,Seventeenth Essex,Second Essex and Middlesex,Fifth,6,1708.456975534096,689.2452857537892,1467.9558471716173,678.2158618352901,1565,661
Andover,-,4,Seventeenth Essex,Second Essex and Middlesex,Fifth,6,727.5251276542294,370.8916520187062,537.1762782390794,374.5903196446091,749,465
Andover,-,4A,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,620.5138952601822,316.3374225377842,458.1633433421669,319.49205537255904,421,247
Andover,-,5,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1434.8831734960766,757.4810374891019,1027.134481255449,619.3857890148213,1291,788
Andover,-,6,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1438.6161799457486,728.5835427401687,1057.8374171803823,716.5499204261456,1171,751
Andover,-,7,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1210.5644526122342,573.8829088999737,946.81018640063,529.4407981097401,1371,722
Andover,-,8,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1633.8651841556637,689.1598332175122,1303.7588603196664,695.1304146397962,1490,709
Andover,-,9,Eighteenth Essex,Second Essex and Middlesex,Fifth,6,1351.3178066506025,619.7301298637115,1035.1000342931968,627.3072415006013,1237,653
Aquinnah,-,1,"Barnstable, Dukes and Nantucket",Cape and Islands,First,9,311,34,232,34,304,37
Arlington,-,1,Twenty-Third Middlesex,Fourth Middlesex,Third,5,885,154,802,173,756,186
Arlington,-,10,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1234.6239395729383,173.5432331063309,1121.56437611429,174.8597228930156,1242,133
Arlington,-,11,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1182.0573932180828,325.43194638376394,1004.8515157750254,359.77753053700354,1149,283
Arlington,-,12,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1300,223,1122,229,1255,214
Arlington,-,13,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1051.0288913074585,316.96080182809175,889.157980773817,319.42883840727075,1028,348
Arlington,-,14,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1116,189,930,201,1029,160
Arlington,-,15,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1111.84005701245,245.04703163832008,938.2533684565084,264.0924997302403,1011,208
Arlington,-,16,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1120.864768683274,213.3790035587189,956.387900355872,209.9199288256228,1094,208
Arlington,-,17,Twenty-Third Middlesex,Fourth Middlesex,Third,5,999.8291311013418,175.34272409607422,856.1358094593758,184.26147808956037,947,202
Arlington,-,18,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1078.6476868327402,295.66503558718864,922.6290035587188,311.07428825622776,1027,295
Arlington,-,19,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1145,233,1003,268,1095,223
Arlington,-,2,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1182.2528735632184,213.51724137931035,1016.183908045977,229.33333333333337,1131,188
Arlington,-,20,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1100,196,1014,225,1043,201
Arlington,-,21,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1106.7126725219573,150.1279799247177,961.396486825596,153.0150564617315,1140,164
Arlington,-,3,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1223,137,1049,169,1118,140
Arlington,-,4,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1112,169,1022,195,1006,172
Arlington,-,5,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1149.041162443686,225.70249570290417,958.0121039571496,240.09159805933683,1148,193
Arlington,-,6,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1084,173,946,178,1055,135
Arlington,-,7,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1124.5566258646138,184.66507324324257,971.6468765429848,195.42786987598848,1045,182
Arlington,-,8,Twenty-Fourth Middlesex,Fourth Middlesex,Third,5,1292.3760604270617,178.4567668936691,1176.43562388571,170.1402771069844,1193,190
Arlington,-,9,Twenty-Third Middlesex,Fourth Middlesex,Third,5,1054.9340665304096,205.7219471828856,863.5458582095428,198.90512883886825,887,194
Ashburnham,-,1,Second Worcester,"Hampshire, Franklin and Worcester",Eighth,3,1003.2668250197942,823.8649247822644,711.1827395091053,752.2030087094221,947,936
Ashburnham,-,2,Second Worcester,"Hampshire, Franklin and Worcester",Eighth,3,1026.7331749802058,843.1350752177356,727.8172604908948,769.796991290578,1018,859
Ashby,-,1,First Middlesex,Worcester and Middlesex,Seventh,3,956,1008,722,974,936,1009
Ashfield,-,1,First Franklin,"Berkshire, Hampden, Franklin & Hampshire",Eighth,2,993,180,836,184,919,235
Ashland,-,1,Seventh Middlesex,Middlesex and Norfolk,Second,2,1246.37341648374,506.9534408578879,993.0356415390792,474.4280568213099,975,476
Ashland,-,2,Seventh Middlesex,Middlesex and Norfolk,Second,2,1241.9978827705436,492.8554500332036,970.484213247596,480.4988419485145,1359,565
Ashland,-,3,Seventh Middlesex,Middlesex and Norfolk,Second,2,1067.0211995863497,460.8474663908997,885.1690796277146,439.08738366080667,1004,436
Ashland,-,4,Seventh Middlesex,Middlesex and Norfolk,Second,2,1133.8835049293723,478.90332521273734,949.494556935077,476.1235940855398,985,480
Ashland,-,5,Seventh Middlesex,Middlesex and Norfolk,Second,2,1262.6909232263165,486.9226640083676,919.9233156984592,435.1469533933469,1086,458
Ashland,-,6,Seventh Middlesex,Middlesex and Norfolk,Second,2,1356.033073003678,509.5176534969038,965.8931929520738,462.7151700904823,1180,506
Athol,-,1,Second Franklin,"Hampshire, Franklin and Worcester",Eighth,2,951.5894245833928,911.5966661240768,731.8850194315015,858.1476254908744,946,1066
Athol,-,2,Second Franklin,"Hampshire, Franklin and Worcester",Eighth,2,816.3378026275026,883.7482582777459,613.8885419495314,772.4330147484285,792,1010
Athol,-,3,Second Franklin,"Hampshire, Franklin and Worcester",Eighth,2,937.0727727891048,783.6550755981773,730.2264386189671,704.4193597606971,864,876
Attleboro,1,A,Second Bristol,Bristol and Norfolk,Second,4,1046.2672218016653,830.303810244764,790.288670199344,789.4991168306839,973,903
Attleboro,1,B,Second Bristol,Bristol and Norfolk,Second,4,1032.4295886978791,775.10477821448,755.0174849911365,725.1486261858204,923,862
Attleboro,2,A,Second Bristol,Bristol and Norfolk,Second,4,1144.6175155722894,802.0142106038734,878.3033719500258,756.8489240033925,1178,918
Attleboro,2,B,Second Bristol,Bristol and Norfolk,Second,4,1126.854392054595,830.6422936654627,844.6129161720562,768.1497736156156,989,902
Attleboro,3,A,Second Bristol,Bristol and Norfolk,Second,4,1209.6344810980015,713.8360221526608,884.4741150975199,616.1931134119914,1078,738
Attleboro,3,B,Fourteenth Bristol,Bristol and Norfolk,Second,4,1242,758,949,694,1167,824
Attleboro,4,A,Second Bristol,Bristol and Norfolk,Second,4,1130.707899608845,604.263526664272,884.1389214412378,553.1303618186499,1005,651
Attleboro,4,B,Second Bristol,Bristol and Norfolk,Second,4,1377.508281440681,1049.2511056444002,1018.7116539639152,962.4403825890628,1324,1102
Attleboro,5,A,Second Bristol,Bristol and Norfolk,Second,4,912.0971992550692,488.08164741510745,771.026810735436,451.47611692648906,837,482
Attleboro,5,B,Second Bristol,Bristol and Norfolk,Second,4,1172.4097621047656,757.7163438516607,938.3671292561352,691.256635192016,1072,840
Attleboro,6,A,Second Bristol,Bristol and Norfolk,Second,4,1058.4821599602576,806.912457079982,826.7719973940439,766.2081715304233,990,892
Attleboro,6,B,Second Bristol,Bristol and Norfolk,Second,4,1207.991498405951,855.8738044633369,977.2869287991498,796.6487778958555,1139,893
Auburn,-,1,Seventh Worcester,Second Worcester,Seventh,2,1107.757168460061,865.7480746299562,883.0808448350957,794.890597710834,1081,837
Auburn,-,2,Seventh Worcester,Second Worcester,Seventh,2,1103.928131129168,866.0026618100308,912.5425189128608,782.2968268422527,1022,930
Auburn,-,3,Seventh Worcester,Second Worcester,Seventh,2,1231.835854795753,957.5891346723694,1016.2040388858344,882.6646348473056,1094,988
Auburn,-,4,Seventh Worcester,Second Worcester,Seventh,2,1160.478845615018,766.6601288876436,879.1725973662091,788.1479405996078,1081,867
Auburn,-,5,Seventh Worcester,Second Worcester,Seventh,2,1016,850,805,752,928,890
Avon,-,1,Sixth Norfolk,Second Plymouth & Norfolk,Second,8,1601,1030,1254,1068,1375,1125
Ayer,-,1,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,961.7503748125936,497.863568215892,747.4887556221889,505.49100449775113,914,546
Ayer,-,2,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,989.0203885102344,520.3383916708163,717.862173894067,501.0949956114192,1075,609
Ayer,-,3,Thirty-Seventh Middlesex,Middlesex and Worcester,Third,3,981.2292366771716,518.7980401132916,696.649070483744,491.4139998908296,881,483
Barnstable,-,1,Second Barnstable,Cape and Islands,First,9,1527.5847520355292,924.8519615099924,1153.1324944485566,915.8290155440416,1622,942
Barnstable,-,10,Fifth Barnstable,Cape and Islands,First,9,1231.3105485232068,1011.4793248945148,953.6962025316456,954.2556962025316,1074,1033
Barnstable,-,11,Fifth Barnstable,Cape and Islands,First,9,1339.050439217909,1085.1425332955512,1085.1425332955512,1062.937659393596,1265,1156
Barnstable,-,12,Fifth Barnstable,Cape and Islands,First,9,1415.6390122588846,1094.378141809934,1063.1612641728034,1044.8066444038725,1274,1105
Barnstable,-,13,Second Barnstable,Cape and Islands,First,9,973.6270682837996,550.4703689691528,818.5593623613906,569.9382420832374,887,607
Barnstable,-,2,Second Barnstable,Cape and Islands,First,9,1368.123306758186,999.0329852715583,1043.5279211621885,949.5161441113056,1297,1029
Barnstable,-,3,Second Barnstable,Cape and Islands,First,9,1139.6163281574386,681.3111129871706,938.614308913127,662.9061926062782,990,780
Barnstable,-,4,Second Barnstable,Cape and Islands,First,9,1365.2068278987456,849.8325338480188,1053.981492123467,907.1465339107094,1250,862
Barnstable,-,5,Second Barnstable,Cape and Islands,First,9,1450.743684201246,1174.3592103765657,1121.353144871132,1177.6082749034367,1389,1211
Barnstable,-,6,Second Barnstable,Cape and Islands,First,9,1391.2407501267105,1094.7389761784086,1088.9432336543334,1057.7830714647744,1283,1109
Barnstable,-,7,Second Barnstable,Cape and Islands,First,9,1604.9442651804047,1011.191551774714,1259.692871809915,1002.1768847169258,1536,1063
Barnstable,-,8,Second Barnstable,Cape and Islands,First,9,1030.821888520618,617.0735180836932,872.7852117484688,586.2701632602095,852,681
Barnstable,-,9,Second Barnstable,Cape and Islands,First,9,653.0911288373217,342.13778100072517,552.4099589074208,303.8254773990815,508,341
Barre,-,1,Fifth Worcester,Worcester & Hampshire,Seventh,2,853,723,639,712,760,767
Barre,-,2,Fifth Worcester,Worcester & Hampshire,Seventh,2,682,800,562,717,648,858
Becket,-,1,Third Berkshire,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,757,413,571,368,743,448
Bedford,-,1,Twenty-First Middlesex,Third Middlesex,Third,6,1782,535,1419,548,1610,523
Bedford,-,2,Twenty-First Middlesex,Third Middlesex,Third,6,1095.2543926661574,487.8655462184874,875.7524828113062,487.11382734912144,941,452
Bedford,-,2A,Twenty-First Middlesex,Third Middlesex,Third,5,258.23071046600455,115.02521008403362,206.47822765469823,114.8479755538579,271,141
Bedford,-,3,Twenty-First Middlesex,Third Middlesex,Third,6,1734.7628991509432,522.08783958789,1392.8979995796574,532.4674208413129,1578,557
Bedford,-,4,Twenty-First Middlesex,Third Middlesex,Third,6,1583.5151334291736,521.1523397656722,1192.2466762988167,529.8014590317684,1474,519
Belchertown,-,A,Seventh Hampden,"Hampden, Hampshire & Worcester",Eighth,1,1519,771,1103,698,1477,834
Belchertown,-,B,Seventh Hampden,"Hampden, Hampshire & Worcester",Eighth,1,1351,996,977,894,1361,1175
Belchertown,-,C,Seventh Hampden,"Hampden, Hampshire & Worcester",Eighth,1,1405,1028,1048,955,1361,1026
Belchertown,-,D,Seventh Hampden,"Hampden, Hampshire & Worcester",Eighth,1,1618,686,1280,606,1404,685
Bellingham,-,1,Eighth Worcester,"Norfolk, Worcester & Middlesex",Second,4,1039,800,797,786,912,876
Bellingham,-,2,Eighth Worcester,"Norfolk, Worcester & Middlesex",Second,4,1118,967,846,834,1034,1002
Bellingham,-,3,Eighth Worcester,"Norfolk, Worcester & Middlesex",Second,4,1210.8818393480792,896.4318975552968,893.4371362048894,789.6187427240977,1156,1017
Bellingham,-,4,Eighth Worcester,"Norfolk, Worcester & Middlesex",Second,4,809.3096234309623,750.8008368200836,698.1933054393305,724.4351464435147,904,931
Bellingham,-,5,Eighth Worcester,"Norfolk, Worcester & Middlesex",Second,4,885.6903765690377,854.1991631799162,692.8066945606695,831.5648535564853,888,1043
Belmont,-,1,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1619.1886409736308,375.81389278071697,1363.4950004530783,389.4515493541889,1379,310
Belmont,-,2,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1645.615333530639,466.6239797858032,1297.4300196824342,522.2356679756208,1506,509
Belmont,-,3,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1436,366,1317,366,1357,329
Belmont,-,4,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1266,330,1132,322,1144,336
Belmont,-,5,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1444,349,1275,350,1362,338
Belmont,-,6,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1762,361.4896907216495,1555.6726804123712,387.4909793814433,1680,356
Belmont,-,7,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1588,316,1339,345,1411,315
Belmont,-,8,Twenty-Fourth Middlesex,Suffolk and Middlesex,Third,5,1241.683569979716,392.0283975659229,975.3853955375253,424.8275862068965,1157,374
Berkley,-,1,Twelfth Bristol,Third Bristol & Plymouth,First,4,958.0797081111424,1155.1872017962392,777.6429974740387,983.5761998316024,888,1323
Berkley,-,2,Twelfth Bristol,Third Bristol & Plymouth,First,4,805.9202918888577,1095.8127982037608,677.3570025259613,942.4238001683974,724,1226
Berlin,-,1,Twelfth Worcester,First Worcester,Seventh,3,1375,816,1009,745,1385,941
Bernardston,-,1,First Franklin,"Hampshire, Franklin and Worcester",Eighth,2,916,423,711,382,878,491
Beverly,1,1,Sixth Essex,Second Essex,Fifth,6,1323.4619079950885,654.1850732602376,1018.5400875078687,667.3039996550045,1260,705
Beverly,1,2,Sixth Essex,Second Essex,Fifth,6,1514.148100861794,718.5336737950846,1158.501117140121,763.831790616023,1453,762
Beverly,2,1,Sixth Essex,Second Essex,Fifth,6,1480.2747678018577,444.9380804953561,1056.2525799793602,413.5642414860681,1422,593
Beverly,2,2,Sixth Essex,Second Essex,Fifth,6,1629.6358183376178,461.6466723793202,1347.908597543559,488.4547272207941,1411,475
Beverly,3,1,Sixth Essex,Second Essex,Fifth,6,1166.4107473027125,418.3152115263326,826.7133379137459,355.1677492188118,947,407
Beverly,3,2,Sixth Essex,Second Essex,Fifth,6,1238.5081649148992,606.5274517721828,1017.7186432953856,602.9888608669017,1137,667
Beverly,4,1,Sixth Essex,Second Essex,Fifth,6,818.9710037174722,352.42230483271373,676.5412639405205,303.11970260223046,715,293
Beverly,4,2,Sixth Essex,Second Essex,Fifth,6,1813.3226364426944,583.7321094663341,1476.3142139951517,556.60125253645,1796,552
Beverly,5,1,Sixth Essex,Second Essex,Fifth,6,1338.1963111236485,705.5005091508064,1084.274234163518,656.1433581571907,1206,734
Beverly,5,2,Sixth Essex,Second Essex,Fifth,6,1275.0874965498206,699.6731990063483,1025.6138559205078,631.8087220535468,1206,677
Beverly,6,1,Sixth Essex,Second Essex,Fifth,6,1604.447297021764,646.0998909968853,1268.302333079018,584.9501478493022,1554,676
Beverly,6,2,Sixth Essex,Second Essex,Fifth,6,1500.5357479306308,913.4258233183984,1228.3197355212428,880.0654477376764,1429,872
Billerica,-,1,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1072.4986664092928,741.4141137280468,842.1032420493492,721.824011392409,835,675
Billerica,-,10,Twenty-Second Middlesex,Fourth Middlesex,Third,6,1192.0199900826344,1123.4219123931896,877.3618936997245,1081.345545651906,1065,1211
Billerica,-,11,Twenty-Second Middlesex,Fourth Middlesex,Third,3,918.403249272551,816.4483511154219,689.4093113482056,737.9592628516004,845,837
Billerica,-,12,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1008.3225638497612,735.232322176327,756.2626171254426,670.9975675695379,955,891
Billerica,-,2,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1137.599645928174,832.3899848254932,894.1479514415782,832.3899848254932,1078,960
Billerica,-,3,Twenty-Second Middlesex,Fourth Middlesex,Third,6,1151.633658151172,953.7716618382932,919.1938372399262,892.2999736634184,979,1058
Billerica,-,4,Twenty-Second Middlesex,Fourth Middlesex,Third,6,1065.9736941010838,879.7715056782174,839.4702255408351,830.7902880784213,908,849
Billerica,-,5,Twenty-Second Middlesex,Fourth Middlesex,Third,6,1251.1577628519658,1130.1985459634343,972.6135115546076,1110.5826265113135,1147,1204
Billerica,-,6,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1013.6766509433962,768.8853773584906,638.0625,658.127358490566,926,785
Billerica,-,7,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1191.118271461483,764.357775645603,929.9713625089964,828.8400424716891,1042,800
Billerica,-,8,Twenty-Second Middlesex,Fourth Middlesex,Third,3,1139.4663693873792,896.7491754596929,842.221998386782,919.9126293810028,976,960
Billerica,-,9,Twenty-Second Middlesex,Fourth Middlesex,Third,6,1184.366341848828,1087.2283381617067,897.8061627600738,1032.7000263365817,987,1153
Blackstone,-,1,Eighth Worcester,Worcester & Hampden,Seventh,4,767.0485338725986,757.1766093697337,570.5972362655881,724.5992585102797,712,826
Blackstone,-,2,Eighth Worcester,Worcester & Hampden,Seventh,4,822.326019166734,826.746513395463,616.9111070002045,715.3387629438323,746,916
Blackstone,-,3,Eighth Worcester,Worcester & Hampden,Seventh,4,860.6254469606674,976.0768772348032,662.4916567342074,887.061978545888,787,1041
Blandford,-,1,Third Hampden,"Berkshire, Hampden, Franklin & Hampshire",Eighth,1,307,454,256,405,308,492
Bolton,-,1,Third Middlesex,First Worcester,Seventh,3,2529,1140,1891,1036,2459,1098
Boston,1,1,First Suffolk,Third Suffolk,Sixth,7,939,206,755,189,812,231
Boston,1,10,First Suffolk,Third Suffolk,Sixth,7,430.01893222264295,119.08216584627036,344.01514577811434,99.2351382052253,301,149
Boston,1,11,First Suffolk,Third Suffolk,Sixth,7,717,329,644,345,690,349
Boston,1,12,First Suffolk,Third Suffolk,Sixth,7,704,376,582,364,566,393
Boston,1,13,First Suffolk,Third Suffolk,Sixth,7,995,404,927,361,775,490
Boston,1,14,First Suffolk,Third Suffolk,Sixth,7,446,239,425,219,395,249
Boston,1,15,Fourth Suffolk,First Suffolk,Fourth,8,0,0,0,0,0,0
Boston,1,2,First Suffolk,Third Suffolk,Sixth,7,668,156,562,142,602,215
Boston,1,3,First Suffolk,Third Suffolk,Sixth,7,1804.9194369571728,395.9380053908356,1311.07637017071,259.4336627732854,1610,500
Boston,1,4,First Suffolk,Third Suffolk,Sixth,7,669.0805630428272,122.06199460916442,330.9236298292902,79.56633722671458,630,206
Boston,1,5,First Suffolk,Third Suffolk,Sixth,7,812,199,652,153,690,220
Boston,1,6,First Suffolk,Third Suffolk,Sixth,7,707,154,556,138,549,195
Boston,1,7,First Suffolk,Third Suffolk,Sixth,7,818.2945736434109,202.29457364341084,676.6124031007752,162.24031007751938,624,217
Boston,1,8,First Suffolk,Third Suffolk,Sixth,7,926,257,859,187,776,262
Boston,1,9,First Suffolk,Third Suffolk,Sixth,7,606.6864941339462,140.6232605103188,498.3724511211104,132.52455171725532,562,210
Boston,10,1,Seventh Suffolk,Second Suffolk,Fourth,7,530.2601898380792,50.58403126744835,537.2372975991066,32.26912339475153,440,76
Boston,10,2,Seventh Suffolk,Second Suffolk,Fourth,7,625.7398101619207,73.41596873255165,635.7627024008933,59.73087660524846,421,66
Boston,10,3,Seventh Suffolk,Second Suffolk,Fourth,7,522,60,553,58,346,72
Boston,10,4,Fifteenth Suffolk,Second Suffolk,Fourth,7,995,207,977,154,704,212
Boston,10,5,Fifteenth Suffolk,Second Suffolk,Fourth,7,682,72,678,77,460,83
Boston,10,6,Fifteenth Suffolk,Second Suffolk,Fourth,7,775,74,761,44,573,97
Boston,10,7,Fifteenth Suffolk,Second Suffolk,Fourth,7,991,72,1082,34,711,146
Boston,10,8,Fifteenth Suffolk,Second Suffolk,Fourth,7,1303,106,1021,67,1016,128
