pvi_year,office,district,district_display,PVI_N,PVI
2022,State Representative,Eighth Bristol,8th Bristol,-1.86078061181296,R+2
2022,State Representative,Ninth Bristol,9th Bristol,3.69863400165793,D+4
2022,State Representative,Tenth Bristol,10th Bristol,2.26998475070677,D+2
2022,State Representative,Eleventh Bristol,11th Bristol,16.5117009974243,D+17
2022,State Representative,Twelfth Bristol,12th Bristol,-3.8955630249713,R+4
2022,State Representative,Thirteenth Bristol,13th Bristol,14.4884616612982,D+14
2022,State Representative,1Fourth Bristol,14th Bristol,4.63952684410466,D+5
2022,State Representative,First Essex,1st Essex,12.3793948374393,D+12
2022,State Representative,Second Essex,2nd Essex,8.6942707527079,D+9
2022,State Representative,Third Essex,3rd Essex,8.01395233253979,D+8
2022,State Representative,Fourth Essex,4th Essex,19.3282183971102,D+19
2022,State Representative,Fifth Essex,5th Essex,16.4748907560371,D+16
2022,State Representative,Sixth Essex,6th Essex,16.1343258249702,D+16
2022,State Representative,Seventh Essex,7th Essex,23.4262336840695,D+23
2022,State Representative,Eighth Essex,8th Essex,19.5362381376283,D+20
2022,State Representative,Ninth Essex,9th Essex,1.48460806621619,D+1
2022,State Representative,Tenth Essex,10th Essex,19.7696391347956,D+20
2022,State Representative,Eleventh Essex,11th Essex,19.2402332673982,D+19
2022,State Representative,Twelfth Essex,12th Essex,6.36084418891172,D+6
2022,State Representative,Thirteenth Essex,13th Essex,2.96583337799782,D+3
2022,State Representative,1Fourth Essex,14th Essex,7.69274080461706,D+8
2022,State Representative,1Fifth Essex,15th Essex,1.26552637391546,D+1
2022,State Representative,1Sixth Essex,16th Essex,18.0915979778243,D+18
2022,State Representative,1Seventh Essex,17th Essex,23.0107473732875,D+23
2022,State Representative,1Eighth Essex,18th Essex,9.58540358511274,D+10
2022,State Representative,First Franklin,1st Franklin,22.9387949493844,D+23
2022,State Representative,Second Franklin,2nd Franklin,5.78035092212602,D+6
2022,State Representative,First Hampden,1st Hampden,-4.28501906784249,R+4
2022,State Representative,Second Hampden,2nd Hampden,3.94716251539279,D+4
2022,State Representative,Third Hampden,3rd Hampden,-6.7509689154595804,R+7
2022,State Representative,Fourth Hampden,4th Hampden,-1.69219321490035,R+2
2022,State Representative,Fifth Hampden,5th Hampden,19.0897846782075,D+19
2022,State Representative,Sixth Hampden,6th Hampden,1.42214847267898,D+1
2022,State Representative,Seventh Hampden,7th Hampden,6.29846268197606,D+6
2022,State Representative,Eighth Hampden,8th Hampden,4.10843565975427,D+4
2022,State Representative,Ninth Hampden,9th Hampden,23.0259088478263,D+23
2022,State Representative,Tenth Hampden,10th Hampden,31.6812557781789,D+32
2022,State Representative,Eleventh Hampden,11th Hampden,29.2213722657644,D+29
2022,State Representative,Twelfth Hampden,12th Hampden,5.26729141249798,D+5
2022,State Representative,First Hampshire,1st Hampshire,30.5236474918419,D+31
2022,State Representative,Second Hampshire,2nd Hampshire,16.0131493894012,D+16
2022,State Representative,Third Hampshire,3rd Hampshire,35.1725906082967,D+35
2022,State Representative,First Middlesex,1st Middlesex,2.27298012800049,D+2
2022,State Representative,Second Middlesex,2nd Middlesex,13.8300368821105,D+14
2022,State Representative,Third Middlesex,3rd Middlesex,16.0147797474228,D+16
2022,State Representative,Fourth Middlesex,4th Middlesex,15.14266786413,D+15
2022,State Representative,Fifth Middlesex,5th Middlesex,24.1383328704708,D+24
2022,State Representative,Sixth Middlesex,6th Middlesex,24.8984431338499,D+25
2022,State Representative,Seventh Middlesex,7th Middlesex,20.1639187612241,D+20
2022,State Representative,Eighth Middlesex,8th Middlesex,16.9513792835503,D+17
2022,State Representative,Ninth Middlesex,9th Middlesex,17.6444569947933,D+18
2022,State Representative,Tenth Middlesex,10th Middlesex,23.0686942737468,D+23
2022,State Representative,Eleventh Middlesex,11th Middlesex,32.380004153146,D+32
2022,State Representative,Twelfth Middlesex,12th Middlesex,31.7397879614006,D+32
2022,State Representative,Thirteenth Middlesex,13th Middlesex,26.0717726743056,D+26
2022,State Representative,1Fourth Middlesex,14th Middlesex,21.6699640550195,D+22
2022,State Representative,1Fifth Middlesex,15th Middlesex,22.9904908056937,D+23
2022,State Representative,1Sixth Middlesex,16th Middlesex,10.5069444613574,D+11
2022,State Representative,1Seventh Middlesex,17th Middlesex,14.8875452996649,D+15
2022,State Representative,1Eighth Middlesex,18th Middlesex,20.2036024348896,D+20
2022,State Representative,1Ninth Middlesex,19th Middlesex,-0.125117708500155,EVEN
2022,State Representative,Twentieth Middlesex,20th Middlesex,2.30262527012597,D+2
2022,State Representative,2First Middlesex,21st Middlesex,14.7750197474428,D+15
2022,State Representative,2Second Middlesex,22nd Middlesex,0.928482355645898,D+1
2022,State Representative,2Third Middlesex,23rd Middlesex,28.596159736496,D+29
2022,State Representative,2Fourth Middlesex,24th Middlesex,30.280614008703,D+30
2022,State Representative,2Fifth Middlesex,25th Middlesex,43.546651270502,D+44
2022,State Representative,2Sixth Middlesex,26th Middlesex,39.2001618046086,D+39
2022,State Representative,2Seventh Middlesex,27th Middlesex,39.402892058697,D+39
2022,State Representative,2Eighth Middlesex,28th Middlesex,19.6993419021757,D+20
2022,State Representative,2Ninth Middlesex,29th Middlesex,34.5694519406143,D+35
2022,State Representative,Thirtieth Middlesex,30th Middlesex,10.390199465307,D+10
2022,State Representative,3First Middlesex,31st Middlesex,13.2062868560174,D+13
2022,State Representative,3Second Middlesex,32nd Middlesex,17.642642663299,D+18
2022,State Representative,3Third Middlesex,33rd Middlesex,22.8564894529941,D+23
2022,State Representative,3Fourth Middlesex,34th Middlesex,31.9005540557566,D+32
2022,State Representative,3Fifth Middlesex,35th Middlesex,20.6910655452857,D+21
2022,State Representative,3Sixth Middlesex,36th Middlesex,-3.07500369644124,R+3
2022,State Representative,3Seventh Middlesex,37th Middlesex,19.5048148017934,D+20
2022,State Representative,First Norfolk,1st Norfolk,17.0409741681526,D+17
2022,State Representative,Second Norfolk,2nd Norfolk,15.3409105599521,D+15
2022,State Representative,Third Norfolk,3rd Norfolk,10.479372913529,D+10
2022,State Representative,Fourth Norfolk,4th Norfolk,7.32204620355271,D+7
2022,State Representative,Fifth Norfolk,5th Norfolk,5.71689942225901,D+6
2022,State Representative,Sixth Norfolk,6th Norfolk,11.7124425812166,D+12
2022,State Representative,Seventh Norfolk,7th Norfolk,22.826035589707,D+23
2022,State Representative,Eighth Norfolk,8th Norfolk,16.669006646249098,D+17
2022,State Representative,Ninth Norfolk,9th Norfolk,5.65592894016063,D+6
2022,State Representative,Tenth Norfolk,10th Norfolk,8.96229813728168,D+9
2022,State Representative,Eleventh Norfolk,11th Norfolk,13.5008971092507,D+14
2022,State Representative,Twelfth Norfolk,12th Norfolk,9.98613107734335,D+10
2022,State Representative,Thirteenth Norfolk,13th Norfolk,23.3354352657856,D+23
2022,State Representative,1Fourth Norfolk,14th Norfolk,25.2483770411038,D+25
2022,State Representative,1Fifth Norfolk,15th Norfolk,38.4227757984296,D+38
2022,State Representative,First Plymouth,1st Plymouth,2.83602568333233,D+3
2022,State Representative,Second Plymouth,2nd Plymouth,-2.21055935900227,R+2
2022,State Representative,Third Plymouth,3rd Plymouth,13.9931346307929,D+14
2022,State Representative,Fourth Plymouth,4th Plymouth,6.02163383718278,D+6
2022,State Representative,Fifth Plymouth,5th Plymouth,0.145981155102026,EVEN
2022,State Representative,Sixth Plymouth,6th Plymouth,2.50847732823876,D+3
2022,State Representative,Seventh Plymouth,7th Plymouth,-1.32889375363438,R+1
2022,State Representative,Eighth Plymouth,8th Plymouth,-1.47919096729318,R+1
2022,State Representative,Ninth Plymouth,9th Plymouth,7.57917253515029,D+8
2022,State Representative,Tenth Plymouth,10th Plymouth,22.0183970766032,D+22
2022,State Representative,Eleventh Plymouth,11th Plymouth,31.2440446906535,D+31
2022,State Representative,Twelfth Plymouth,12th Plymouth,0.768923979054869,D+1
2022,State Representative,First Suffolk,1st Suffolk,25.1167821397183,D+25
2022,State Representative,Second Suffolk,2nd Suffolk,30.0987655231298,D+30
2022,State Representative,Third Suffolk,3rd Suffolk,30.2557397627305,D+30
2022,State Representative,Fourth Suffolk,4th Suffolk,20.3755971254985,D+20
2022,State Representative,Fifth Suffolk,5th Suffolk,41.6109575093128,D+42
2022,State Representative,Sixth Suffolk,6th Suffolk,42.2842344692445,D+42
2022,State Representative,Seventh Suffolk,7th Suffolk,42.8250587788077,D+43
2022,State Representative,Eighth Suffolk,8th Suffolk,33.8861480415236,D+34
2022,State Representative,Ninth Suffolk,9th Suffolk,38.5477750226184,D+39
2022,State Representative,Tenth Suffolk,10th Suffolk,23.9069968334866,D+24
2022,State Representative,Eleventh Suffolk,11th Suffolk,27.6364103980508,D+28
2022,State Representative,Twelfth Suffolk,12th Suffolk,39.5668112962914,D+40
2022,State Representative,Thirteenth Suffolk,13th Suffolk,23.2758765737537,D+23
2022,State Representative,1Fourth Suffolk,14th Suffolk,31.8705248615246,D+32
2022,State Representative,1Fifth Suffolk,15th Suffolk,42.3836866979772,D+42
2022,State Representative,1Sixth Suffolk,16th Suffolk,8.06193749203718,D+8
2022,State Representative,1Seventh Suffolk,17th Suffolk,36.0390130888345,D+36
2022,State Representative,1Eighth Suffolk,18th Suffolk,33.0243501947523,D+33
2022,State Representative,1Ninth Suffolk,19th Suffolk,11.961626436477,D+12
2022,State Representative,First Worcester,1st Worcester,2.46807439182813,D+2
2022,State Representative,Second Worcester,2nd Worcester,-0.504860745475199,R+1
2022,State Representative,Third Worcester,3rd Worcester,8.98211824969406,D+9
2022,State Representative,Fourth Worcester,4th Worcester,5.17378816964086,D+5
2022,State Representative,Fifth Worcester,5th Worcester,-5.5704084506937,R+6
2022,State Representative,Sixth Worcester,6th Worcester,-2.47906177096841,R+2
2022,State Representative,Seventh Worcester,7th Worcester,-0.625071613693128,R+1
2022,State Representative,Eighth Worcester,8th Worcester,-1.18634907190219,R+1
2022,State Representative,Ninth Worcester,9th Worcester,4.9919921649372,D+5
2022,State Representative,Tenth Worcester,10th Worcester,6.48462196189347,D+6
2022,State Representative,Eleventh Worcester,11th Worcester,12.3646716465683,D+12
2022,State Representative,Twelfth Worcester,12th Worcester,5.87262179426075,D+6
2022,State Representative,Thirteenth Worcester,13th Worcester,17.8002857396839,D+18
2022,State Representative,1Fourth Worcester,14th Worcester,15.4224724211698,D+15
2022,State Representative,1Fifth Worcester,15th Worcester,22.7310073587476,D+23
2022,State Representative,1Sixth Worcester,16th Worcester,15.1359600443562,D+15
2022,State Representative,1Seventh Worcester,17th Worcester,14.7060757769419,D+15
2022,State Representative,1Eighth Worcester,18th Worcester,-5.14957509167842,R+5
2022,State Representative,1Ninth Worcester,19th Worcester,17.5099161770318,D+18
2022,State Senate,"Berkshire, Hampden, Franklin and Hampshire","Berkshire, Hampden, Franklin and Hampshire",17.9107870926574,D+18
2022,State Senate,Hampden and Hampshire,Hampden and Hampshire,5.56840974691665,D+6
2022,State Senate,Hampden,Hampden,22.3619762647681,D+22
2022,State Senate,"Hampden, Hampshire and Worcester","Hampden, Hampshire and Worcester",3.5049316324011,D+4
2022,State Senate,"Hampshire, Franklin and Worcester","Hampshire, Franklin and Worcester",22.5639260544754,D+23
2022,State Senate,Worcester and Hampshire,Worcester and Hampshire,-0.0803702889478286,EVEN
2022,State Senate,Worcester and Hampden,Worcester and Hampden,-2.48617158625628,R+2
2022,State Senate,Second Worcester,2nd Worcester,10.944685306668,D+11
2022,State Senate,First Worcester,1st Worcester,17.2352860666141,D+17
2022,State Senate,Worcester and Middlesex,Worcester and Middlesex,7.50568958047882,D+8
2022,State Senate,First Middlesex,1st Middlesex,7.84478328395695,D+8
2022,State Senate,Middlesex and Worcester,Middlesex and Worcester,19.7593625097213,D+20
2022,State Senate,Middlesex and Norfolk,Middlesex and Norfolk,20.0670512438398,D+20
2022,State Senate,"Norfolk, Worcester and Middlesex","Norfolk, Worcester and Middlesex",11.5590969206571,D+12
2022,State Senate,Third Middlesex,3rd Middlesex,20.4393028902552,D+20
2022,State Senate,Fourth Middlesex,4th Middlesex,15.7644112052139,D+16
2022,State Senate,Norfolk and Middlesex,Norfolk and Middlesex,32.1468477702668,D+32
2022,State Senate,Norfolk and Suffolk,Norfolk and Suffolk,18.343824513724,D+18
2022,State Senate,First Essex,1st Essex,15.2551501274617,D+15
2022,State Senate,Second Essex and Middlesex,2nd Essex and Middlesex,6.16073549469691,D+6
2022,State Senate,First Essex and Middlesex,1st Essex and Middlesex,9.97245789716418,D+10
2022,State Senate,Second Essex,2nd Essex,12.212307616672,D+12
2022,State Senate,Fifth Middlesex,5th Middlesex,16.0870563233426,D+16
2022,State Senate,Third Essex,3rd Essex,12.5581647319093,D+13
2022,State Senate,Third Suffolk,3rd Suffolk,21.1156110059473,D+21
2022,State Senate,Middlesex and Suffolk,Middlesex and Suffolk,32.3401375390695,D+32
2022,State Senate,Second Middlesex,2nd Middlesex,31.8892598540162,D+32
2022,State Senate,Suffolk and Middlesex,Suffolk and Middlesex,31.9183647676403,D+32
2022,State Senate,Second Suffolk,2nd Suffolk,42.4753218118109,D+42
2022,State Senate,First Suffolk,1st Suffolk,29.9151053659204,D+30
2022,State Senate,First Plymouth and Norfolk,1st Plymouth and Norfolk,8.53247659369674,D+9
2022,State Senate,Norfolk and Plymouth,Norfolk and Plymouth,9.00550719227848,D+9
2022,State Senate,"Norfolk, Plymouth and Bristol","Norfolk, Plymouth and Bristol",10.8564036576989,D+11
2022,State Senate,Second Plymouth and Norfolk,2nd Plymouth and Norfolk,13.6371018125967,D+14
2022,State Senate,Bristol and Norfolk,Bristol and Norfolk,8.33052148620098,D+8
2022,State Senate,Third Bristol and Plymouth,3rd Bristol and Plymouth,-0.678732557941741,R+1
2022,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,1.02818355014904,D+1
2022,State Senate,Second Bristol and Plymouth,2nd Bristol and Plymouth,7.11169330532479,D+7
2022,State Senate,Plymouth and Barnstable,Plymouth and Barnstable,4.13686896835614,D+4
2022,State Senate,Cape and Islands,Cape and Islands,12.2987157179472,D+12
2024,State Representative,"Barnstable, Dukes and Nantucket","Barnstable, Dukes and Nantucket",23.707141503568018,D+24
2024,State Representative,Eighteenth Essex,18th Essex,11.48667962229657,D+11
2024,State Representative,Eighteenth Middlesex,18th Middlesex,16.207433520760773,D+16
2024,State Representative,Eighteenth Suffolk,18th Suffolk,32.24326095057036,D+32
2024,State Representative,Eighteenth Worcester,18th Worcester,-3.936739124273342,R+4
2024,State Representative,Eighth Bristol,8th Bristol,-4.073253942758543,R+4
2024,State Representative,Eighth Essex,8th Essex,20.785686254560652,D+21
2024,State Representative,Eighth Hampden,8th Hampden,4.207007404892183,D+4
2024,State Representative,Eighth Middlesex,8th Middlesex,19.294087820784167,D+19
2024,State Representative,Eighth Norfolk,8th Norfolk,17.577197819863,D+18
2024,State Representative,Eighth Plymouth,8th Plymouth,-0.0836044244397871,EVEN
2024,State Representative,Eighth Suffolk,8th Suffolk,33.77894907934677,D+34
2024,State Representative,Eighth Worcester,8th Worcester,-0.08140309301012394,EVEN
2024,State Representative,Eleventh Bristol,11th Bristol,9.805807506644925,D+10
2024,State Representative,Eleventh Essex,11th Essex,16.037690264568226,D+16
2024,State Representative,Eleventh Hampden,11th Hampden,25.612769986504254,D+26
2024,State Representative,Eleventh Middlesex,11th Middlesex,32.609768305001715,D+33
2024,State Representative,Eleventh Norfolk,11th Norfolk,14.98012557045928,D+15
2024,State Representative,Eleventh Plymouth,11th Plymouth,30.084495484942885,D+30
2024,State Representative,Eleventh Suffolk,11th Suffolk,22.74509920588844,D+23
2024,State Representative,Eleventh Worcester,11th Worcester,13.500840747664457,D+14
2024,State Representative,Fifteenth Essex,15th Essex,2.523134863947629,D+3
2024,State Representative,Fifteenth Middlesex,15th Middlesex,24.456859254907105,D+24
2024,State Representative,Fifteenth Norfolk,15th Norfolk,38.82729550607576,D+39
2024,State Representative,Fifteenth Suffolk,15th Suffolk,41.657745277719194,D+42
2024,State Representative,Fifteenth Worcester,15th Worcester,18.9521340273064,D+19
2024,State Representative,Fifth Barnstable,5th Barnstable,3.027405835365382,D+3
2024,State Representative,Fifth Bristol,5th Bristol,-1.8709180290921223,R+2
2024,State Representative,Fifth Essex,5th Essex,17.85341745630433,D+18
2024,State Representative,Fifth Hampden,5th Hampden,15.997787095997584,D+16
2024,State Representative,Fifth Middlesex,5th Middlesex,25.65454609305861,D+26
2024,State Representative,Fifth Norfolk,5th Norfolk,5.857836708968877,D+6
2024,State Representative,Fifth Plymouth,5th Plymouth,1.3562480036048208,D+1
2024,State Representative,Fifth Suffolk,5th Suffolk,37.37099425293046,D+37
2024,State Representative,Fifth Worcester,5th Worcester,-4.109918060503115,R+4
2024,State Representative,First Barnstable,1st Barnstable,10.95319772217448,D+11
2024,State Representative,First Berkshire,1st Berkshire,16.790556878620688,D+17
2024,State Representative,First Bristol,1st Bristol,7.547209052382986,D+8
2024,State Representative,First Essex,1st Essex,14.369170130136366,D+14
2024,State Representative,First Franklin,1st Franklin,23.610433703863553,D+24
2024,State Representative,First Hampden,1st Hampden,-2.948641469389318,R+3
2024,State Representative,First Hampshire,1st Hampshire,31.818311968329883,D+32
2024,State Representative,First Middlesex,1st Middlesex,4.865775599005251,D+5
2024,State Representative,First Norfolk,1st Norfolk,16.38792074222033,D+16
2024,State Representative,First Plymouth,1st Plymouth,4.997793416536966,D+5
2024,State Representative,First Suffolk,1st Suffolk,23.57026151586974,D+24
2024,State Representative,First Worcester,1st Worcester,4.143231379634615,D+4
2024,State Representative,Fourteenth Bristol,14th Bristol,6.293451731024657,D+6
2024,State Representative,Fourteenth Essex,14th Essex,10.383075638402916,D+10
2024,State Representative,Fourteenth Middlesex,14th Middlesex,23.835172538761096,D+24
2024,State Representative,Fourteenth Norfolk,14th Norfolk,26.216994822713747,D+26
2024,State Representative,Fourteenth Suffolk,14th Suffolk,30.47402303165132,D+30
2024,State Representative,Fourteenth Worcester,14th Worcester,15.090236656743883,D+15
2024,State Representative,Fourth Barnstable,4th Barnstable,19.17802968782366,D+19
2024,State Representative,Fourth Bristol,4th Bristol,-1.8720657640736824,R+2
2024,State Representative,Fourth Essex,4th Essex,11.741635333670263,D+12
2024,State Representative,Fourth Hampden,4th Hampden,-0.3976457315406523,EVEN
2024,State Representative,Fourth Middlesex,4th Middlesex,15.430600534800288,D+15
2024,State Representative,Fourth Norfolk,4th Norfolk,8.200189763683719,D+8
2024,State Representative,Fourth Plymouth,4th Plymouth,8.323852946244937,D+8
2024,State Representative,Fourth Suffolk,4th Suffolk,17.959018868308718,D+18
2024,State Representative,Fourth Worcester,4th Worcester,6.122553188247892,D+6
2024,State Representative,Nineteenth Middlesex,19th Middlesex,1.647545595652522,D+2
2024,State Representative,Nineteenth Suffolk,19th Suffolk,10.752112051039177,D+11
2024,State Representative,Nineteenth Worcester,19th Worcester,19.851071015062328,D+20
2024,State Representative,Ninth Bristol,9th Bristol,1.350005288072087,D+1
2024,State Representative,Ninth Essex,9th Essex,2.701185101154091,D+3
2024,State Representative,Ninth Hampden,9th Hampden,17.86151088923692,D+18
2024,State Representative,Ninth Middlesex,9th Middlesex,18.915887024687297,D+19
2024,State Representative,Ninth Norfolk,9th Norfolk,7.441965971801878,D+7
2024,State Representative,Ninth Plymouth,9th Plymouth,9.184837677753777,D+9
2024,State Representative,Ninth Suffolk,9th Suffolk,36.77199919737589,D+37
2024,State Representative,Ninth Worcester,9th Worcester,7.150454218866997,D+7
2024,State Representative,Second Barnstable,2nd Barnstable,7.796722435356484,D+8
2024,State Representative,Second Berkshire,2nd Berkshire,23.62924496824385,D+24
2024,State Representative,Second Bristol,2nd Bristol,6.708132062772554,D+7
2024,State Representative,Second Essex,2nd Essex,11.033870522250687,D+11
2024,State Representative,Second Franklin,2nd Franklin,6.161635602536519,D+6
2024,State Representative,Second Hampden,2nd Hampden,5.284261962616177,D+5
2024,State Representative,Second Hampshire,2nd Hampshire,18.034318353177923,D+18
2024,State Representative,Second Middlesex,2nd Middlesex,16.615547337379365,D+17
2024,State Representative,Second Norfolk,2nd Norfolk,15.082643882209112,D+15
2024,State Representative,Second Plymouth,2nd Plymouth,-1.8160239506206932,R+2
2024,State Representative,Second Suffolk,2nd Suffolk,29.99008954658202,D+30
2024,State Representative,Second Worcester,2nd Worcester,0.1500603758008534,EVEN
2024,State Representative,Seventeenth Essex,17th Essex,16.734542758407432,D+17
2024,State Representative,Seventeenth Middlesex,17th Middlesex,13.50014857274784,D+14
2024,State Representative,Seventeenth Suffolk,17th Suffolk,35.751010141944384,D+36
2024,State Representative,Seventeenth Worcester,17th Worcester,11.309597892948153,D+11
2024,State Representative,Seventh Bristol,7th Bristol,0.543046406617187,D+1
2024,State Representative,Seventh Essex,7th Essex,24.419589436019095,D+24
2024,State Representative,Seventh Hampden,7th Hampden,7.170917300545321,D+7
2024,State Representative,Seventh Middlesex,7th Middlesex,21.42334356628407,D+21
2024,State Representative,Seventh Norfolk,7th Norfolk,23.401282849064387,D+23
2024,State Representative,Seventh Plymouth,7th Plymouth,-0.26123607103129,EVEN
2024,State Representative,Seventh Suffolk,7th Suffolk,39.82087592771696,D+40
2024,State Representative,Seventh Worcester,7th Worcester,0.7648883474973833,D+1
2024,State Representative,Sixteenth Essex,16th Essex,11.301587396282477,D+11
2024,State Representative,Sixteenth Middlesex,16th Middlesex,10.851563140403384,D+11
2024,State Representative,Sixteenth Suffolk,16th Suffolk,4.7094201039646455,D+5
2024,State Representative,Sixteenth Worcester,16th Worcester,12.513826996228584,D+13
2024,State Representative,Sixth Bristol,6th Bristol,3.059446756812234,D+3
2024,State Representative,Sixth Essex,6th Essex,18.038372152331327,D+18
2024,State Representative,Sixth Hampden,6th Hampden,1.4296139833125832,D+1
2024,State Representative,Sixth Middlesex,6th Middlesex,22.50032190825575,D+23
2024,State Representative,Sixth Norfolk,6th Norfolk,12.62774305373381,D+13
2024,State Representative,Sixth Plymouth,6th Plymouth,3.955962584959905,D+4
2024,State Representative,Sixth Suffolk,6th Suffolk,39.471998654366494,D+39
2024,State Representative,Sixth Worcester,6th Worcester,-2.4690926880335584,R+2
2024,State Representative,Tenth Bristol,10th Bristol,2.2758180549442453,D+2
2024,State Representative,Tenth Essex,10th Essex,15.94136852972362,D+16
2024,State Representative,Tenth Hampden,10th Hampden,23.95171648675214,D+24
2024,State Representative,Tenth Middlesex,10th Middlesex,23.456848285416122,D+23
2024,State Representative,Tenth Norfolk,10th Norfolk,10.726500953100016,D+11
2024,State Representative,Tenth Plymouth,10th Plymouth,22.094916515831752,D+22
2024,State Representative,Tenth Suffolk,10th Suffolk,24.681057552928166,D+25
2024,State Representative,Tenth Worcester,10th Worcester,7.102161568604492,D+7
2024,State Representative,Third Barnstable,3rd Barnstable,8.97038541605909,D+9
2024,State Representative,Third Berkshire,3rd Berkshire,23.843976597052553,D+24
2024,State Representative,Third Bristol,3rd Bristol,4.901133835618121,D+5
2024,State Representative,Third Essex,3rd Essex,7.900742394426608,D+8
2024,State Representative,Third Hampden,3rd Hampden,-5.614496466112351,R+6
2024,State Representative,Third Hampshire,3rd Hampshire,35.50821563275488,D+36
2024,State Representative,Third Middlesex,3rd Middlesex,18.232780959673367,D+18
2024,State Representative,Third Norfolk,3rd Norfolk,11.011869493554126,D+11
2024,State Representative,Third Plymouth,3rd Plymouth,15.723339499327585,D+16
2024,State Representative,Third Suffolk,3rd Suffolk,29.462678802554176,D+29
2024,State Representative,Third Worcester,3rd Worcester,7.907419229523526,D+8
2024,State Representative,Thirteenth Bristol,13th Bristol,9.918097010773709,D+10
2024,State Representative,Thirteenth Essex,13th Essex,4.274293049761491,D+4
2024,State Representative,Thirteenth Middlesex,13th Middlesex,27.86960088148549,D+28
2024,State Representative,Thirteenth Norfolk,13th Norfolk,25.167533242032636,D+25
2024,State Representative,Thirteenth Suffolk,13th Suffolk,20.02048881911377,D+20
2024,State Representative,Thirteenth Worcester,13th Worcester,17.931933535709444,D+18
2024,State Representative,Thirtieth Middlesex,30th Middlesex,12.006489684580778,D+12
2024,State Representative,Thirty-Fifth Middlesex,Thirty-5th Middlesex,20.93820374884944,D+21
2024,State Representative,Thirty-First Middlesex,Thirty-1st Middlesex,14.88095383836776,D+15
2024,State Representative,Thirty-Fourth Middlesex,Thirty-4th Middlesex,32.13904068076408,D+32
2024,State Representative,Thirty-Second Middlesex,Thirty-2nd Middlesex,20.21137813826417,D+20
2024,State Representative,Thirty-Seventh Middlesex,Thirty-7th Middlesex,21.658715710360298,D+22
2024,State Representative,Thirty-Sixth Middlesex,Thirty-6th Middlesex,-1.3437822130037411,R+1
2024,State Representative,Thirty-Third Middlesex,Thirty-3rd Middlesex,21.75462237371607,D+22
2024,State Representative,Twelfth Bristol,12th Bristol,-3.906338726189023,R+4
2024,State Representative,Twelfth Essex,12th Essex,5.101521832852751,D+5
2024,State Representative,Twelfth Hampden,12th Hampden,6.365518143554672,D+6
2024,State Representative,Twelfth Middlesex,12th Middlesex,31.823267801381196,D+32
2024,State Representative,Twelfth Norfolk,12th Norfolk,11.07474571348057,D+11
2024,State Representative,Twelfth Plymouth,12th Plymouth,1.958533053062572,D+2
2024,State Representative,Twelfth Suffolk,12th Suffolk,38.32711596561465,D+38
2024,State Representative,Twelfth Worcester,12th Worcester,7.6983773553922275,D+8
2024,State Representative,Twentieth Middlesex,20th Middlesex,4.124059686428949,D+4
2024,State Representative,Twenty-Eighth Middlesex,Twenty-8th Middlesex,17.04208786819762,D+17
2024,State Representative,Twenty-Fifth Middlesex,Twenty-5th Middlesex,43.83274567908123,D+44
2024,State Representative,Twenty-First Middlesex,Twenty-1st Middlesex,16.575544501110095,D+17
2024,State Representative,Twenty-Fourth Middlesex,Twenty-4th Middlesex,32.4025364207801,D+32
2024,State Representative,Twenty-Ninth Middlesex,Twenty-9th Middlesex,35.341904736686026,D+35
2024,State Representative,Twenty-Second Middlesex,Twenty-2nd Middlesex,2.3574020739756008,D+2
2024,State Representative,Twenty-Seventh Middlesex,Twenty-7th Middlesex,40.20586051555074,D+40
2024,State Representative,Twenty-Sixth Middlesex,Twenty-6th Middlesex,38.943071882759114,D+39
2024,State Representative,Twenty-Third Middlesex,Twenty-3rd Middlesex,30.892554878958112,D+31
2024,State Senate,"Berkshire, Hampden, Franklin and Hampshire","Berkshire, Hampden, Franklin and Hampshire",18.186788229768613,D+18
2024,State Senate,Bristol and Norfolk,Bristol and Norfolk,9.47839616473235,D+9
2024,State Senate,Cape and Islands,Cape and Islands,14.409380508630342,D+14
2024,State Senate,Fifth Middlesex,5th Middlesex,17.355988873109883,D+17
2024,State Senate,First Bristol and Plymouth,1st Bristol and Plymouth,-1.4599731568909535,R+1
2024,State Senate,First Essex,1st Essex,9.519211043685772,D+10
2024,State Senate,First Essex and Middlesex,1st Essex and Middlesex,11.9293645644304,D+12
2024,State Senate,First Middlesex,1st Middlesex,7.266316629349056,D+7
2024,State Senate,First Plymouth and Norfolk,1st Plymouth and Norfolk,10.275992493547248,D+10
2024,State Senate,First Suffolk,1st Suffolk,27.212056215154213,D+27
2024,State Senate,First Worcester,1st Worcester,16.51094380074456,D+17
2024,State Senate,Fourth Middlesex,4th Middlesex,17.20513975219945,D+17
2024,State Senate,Hampden,Hampden,17.828746548560225,D+18
2024,State Senate,Hampden and Hampshire,Hampden and Hampshire,5.5864423743640534,D+6
2024,State Senate,"Hampden, Hampshire and Worcester","Hampden, Hampshire and Worcester",4.932168934103808,D+5
2024,State Senate,"Hampshire, Franklin and Worcester","Hampshire, Franklin and Worcester",22.661200817202452,D+23
2024,State Senate,Middlesex and Norfolk,Middlesex and Norfolk,21.1605689270696,D+21
2024,State Senate,Middlesex and Suffolk,Middlesex and Suffolk,30.82359925048955,D+31
2024,State Senate,Middlesex and Worcester,Middlesex and Worcester,21.443548298873104,D+21
